dep(sent-2, Congress-1)
advmod(on-21, solely-20)
prep(listed-19, on-21)
det(exchange-24, the-22)
nn(exchange-24, Pacific-23)
pobj(on-21, exchange-24)
punct(enable-12, ,-25)
xcomp(enable-12, guaranteeing-26)
det(liquidity-28, the-27)
dobj(guaranteeing-26, liquidity-28)
prep(liquidity-28, of-29)
det(market-31, the-30)
pobj(of-29, market-31)
punct(said-5, .-32)

nsubj(said-6, Officials-1)
prep(Officials-1, at-2)
det(exchanges-5, the-3)
num(exchanges-5, four-4)
pobj(at-2, exchanges-5)
root(ROOT-0, said-6)
advmod(over-8, well-7)
quantmod(50-9, over-8)
num(traders-10, 50-9)
nsubj(taking-16, traders-10)
prep(traders-10, from-11)
det(exchange-14, the-12)
nn(exchange-14, Pacific-13)
pobj(from-11, exchange-14)
aux(taking-16, were-15)
ccomp(said-6, taking-16)
dobj(taking-16, flights-17)
prep(flights-17, from-18)
nn(Francisco-20, San-19)
pobj(from-18, Francisco-20)
amod(yesterday-22, late-21)
tmod(taking-16, yesterday-22)
prep(taking-16, to-23)
det(exchanges-31, the-24)
amod(exchanges-31, American-25)
punct(American-25, ,-26)
conj(American-25, New-27)
dep(American-25, York-28)
cc(American-25, and-29)
conj(American-25, Philadelphia-30)
pobj(to-23, exchanges-31)
cc(to-23, and-32)
conj(to-23, to-33)
det(CBOE-35, the-34)
pobj(to-33, CBOE-35)
punct(CBOE-35, ,-36)
advmod(continue-40, where-37)
dep(continue-40, they-38)
aux(continue-40, would-39)
dep(CBOE-35, continue-40)
xcomp(continue-40, making-41)
dobj(making-41, markets-42)
prep(markets-42, in-43)
det(options-46, the-44)
amod(options-46, Pacific-listed-45)
pobj(in-43, options-46)
punct(said-6, .-47)

det(Board-3, The-1)
nn(Board-3, Big-2)
nsubj(said-4, Board-3)
root(ROOT-0, said-4)
dep(erected-7, carpenters-5)
advmod(erected-7, quickly-6)
ccomp(said-4, erected-7)
det(floor-11, a-8)
amod(floor-11, new-9)
nn(floor-11, options-10)
dobj(erected-7, floor-11)
aux(accomodate-13, to-12)
vmod(floor-11, accomodate-13)
num(traders-15, 40-14)
dobj(accomodate-13, traders-15)
prep(traders-15, from-16)
det(exchange-19, the-17)
nn(exchange-19, Pacific-18)
pobj(from-16, exchange-19)
punct(said-4, .-20)

prep(agreed-8, In-1)
dep(In-1, addition-2)
punct(agreed-8, ,-3)
nsubj(agreed-8, specialists-4)
prep(specialists-4, on-5)
det(exchanges-7, the-6)
pobj(on-5, exchanges-7)
root(ROOT-0, agreed-8)
aux(provide-10, to-9)
xcomp(agreed-8, provide-10)
amod(capital-12, backup-11)
dobj(provide-10, capital-12)
prep(capital-12, for-13)
pobj(for-13, market-making-14)
prep(market-making-14, in-15)
nn(options-18, Pacific-16)
nn(options-18, exchange-17)
pobj(in-15, options-18)
vmod(options-18, traded-19)
prep(traded-19, on-20)
det(exchanges-22, the-21)
pobj(on-20, exchanges-22)
punct(agreed-8, .-23)

dep(was-2, Trading-1)
root(ROOT-0, was-2)
dep(was-2, light-3)
prep(was-2, on-4)
det(Exchange-8, the-5)
nn(Exchange-8, Pacific-6)
nn(Exchange-8, Stock-7)
pobj(on-4, Exchange-8)
dep(was-2, yesterday-9)
punct(was-2, ,-10)
prep(was-2, with-11)
nsubj(struggling-22, workers-12)
prep(workers-12, at-13)
det(exchange-15, the-14)
poss(floor-18, exchange-15)
possessive(exchange-15, 's-16)
amod(floor-18, main-17)
pobj(at-13, floor-18)
prep(floor-18, in-19)
nn(Francisco-21, San-20)
pobj(in-19, Francisco-21)
pcomp(with-11, struggling-22)
aux(execute-24, to-23)
xcomp(struggling-22, execute-24)
dep(execute-24, orders-25)
prep(execute-24, by-26)
dep(by-26, flashlight-27)
prep(execute-24, as-28)
det(result-30, a-29)
pobj(as-28, result-30)
prep(result-30, of-31)
det(outage-35, a-32)
amod(outage-35, continuing-33)
nn(outage-35, power-34)
pobj(of-31, outage-35)
punct(was-2, .-36)

det(problem-4, The-1)
advmod(pressing-3, most-2)
amod(problem-4, pressing-3)
nsubj(suspension-7, problem-4)
cop(suspension-7, was-5)
det(suspension-7, the-6)
root(ROOT-0, suspension-7)
prep(suspension-7, of-8)
nn(trading-10, options-9)
pobj(of-8, trading-10)
punct(suspension-7, .-11)

det(exchange-3, The-1)
nn(exchange-3, Pacific-2)
nsubj(has-4, exchange-3)
root(ROOT-0, has-4)
dobj(has-4, options-5)
prep(options-5, for-6)
num(issues-10, 129-7)
amod(issues-10, underlying-8)
nn(issues-10, stock-9)
pobj(for-6, issues-10)
punct(issues-10, ,-11)
prep(issues-10, including-12)
advmod(active-14, highly-13)
amod(Corp.-17, active-14)
nn(Corp.-17, Hilton-15)
nn(Corp.-17, Hotels-16)
pobj(including-12, Corp.-17)
punct(Corp.-17, ,-18)
dep(listed-21, which-19)
auxpass(listed-21, is-20)
dep(Corp.-17, listed-21)
prep(listed-21, on-22)
det(Board-25, the-23)
nn(Board-25, Big-24)
pobj(on-22, Board-25)
punct(has-4, .-26)

dep(concerned-3, Investors-1)
auxpass(concerned-3, were-2)
root(ROOT-0, concerned-3)
mark(unable-8, that-4)
dep(unable-8, they-5)
aux(unable-8, might-6)
cop(unable-8, be-7)
ccomp(concerned-3, unable-8)
aux(exercise-10, to-9)
xcomp(unable-8, exercise-10)
dobj(exercise-10, options-11)
dep(expire-13, that-12)
ccomp(options-11, expire-13)
dep(expire-13, tomorrow-14)
punct(concerned-3, .-15)

cc(said-3, But-1)
dep(said-3, professionals-2)
root(ROOT-0, said-3)
prep(said-3, throughout-4)
det(day-6, the-5)
pobj(throughout-4, day-6)
mark(cause-14, that-7)
det(shutdown-9, the-8)
nsubj(cause-14, shutdown-9)
aux(cause-14, would-10)
neg(cause-14, n't-11)
cop(cause-14, be-12)
det(cause-14, a-13)
ccomp(said-3, cause-14)
prep(cause-14, for-15)
dep(for-15, alarm-16)
advmod(were-20, even-17)
mark(were-20, if-18)
dep(were-20, it-19)
advcl(cause-14, were-20)
aux(persist-22, to-21)
xcomp(were-20, persist-22)
prep(persist-22, for-23)
amod(days-25, several-24)
pobj(for-23, days-25)
punct(said-3, .-26)

punct(said-31, ``-1)
dep(told-4, I-2)
aux(told-4, 've-3)
ccomp(said-31, told-4)
poss(staff-6, my-5)
dobj(told-4, staff-6)
cc(staff-6, and-7)
conj(staff-6, clients-8)
mark(have-12, that-9)
dep(have-12, they-10)
advmod(have-12, still-11)
ccomp(told-4, have-12)
det(ability-14, the-13)
dobj(have-12, ability-14)
aux(exercise-16, to-15)
vmod(ability-14, exercise-16)
poss(options-18, their-17)
dobj(exercise-16, options-18)
punct(have-12, ,-19)
mark(guaranteed-23, because-20)
dep(guaranteed-23, they-21)
auxpass(guaranteed-23, are-22)
advcl(have-12, guaranteed-23)
prep(guaranteed-23, by-24)
det(Corp.-28, the-25)
nn(Corp.-28, Options-26)
nn(Corp.-28, Clearing-27)
pobj(by-24, Corp.-28)
punct(said-31, ,-29)
punct(said-31, ''-30)
root(ROOT-0, said-31)
nn(Schwartz-33, Michael-32)
dep(said-31, Schwartz-33)
punct(Schwartz-33, ,-34)
det(strategist-39, a-35)
amod(strategist-39, senior-36)
amod(strategist-39, registered-37)
nn(strategist-39, options-38)
appos(Schwartz-33, strategist-39)
prep(strategist-39, at-40)
pobj(at-40, Oppenheimer-41)
cc(Oppenheimer-41, &-42)
conj(Oppenheimer-41, Co-43)
punct(said-31, .-44)

det(SEC-2, The-1)
nsubj(reassigned-3, SEC-2)
root(ROOT-0, reassigned-3)
dobj(reassigned-3, trading-4)
prep(trading-4, in-5)
det(options-7, the-6)
pobj(in-5, options-7)
punct(reassigned-3, ,-8)
advmod(reassigned-3, however-9)
punct(reassigned-3, ,-10)
aux(allow-12, to-11)
vmod(reassigned-3, allow-12)
dep(do-15, investors-13)
aux(do-15, to-14)
xcomp(allow-12, do-15)
dobj(do-15, more-16)
mark(exercise-19, than-17)
advmod(exercise-19, simply-18)
dep(more-16, exercise-19)
det(options-21, the-20)
dobj(exercise-19, options-21)
punct(reassigned-3, .-22)

mark(remained-10, While-1)
det(exchange-3, the-2)
poss(floor-6, exchange-3)
possessive(exchange-3, 's-4)
nn(floor-6, equities-5)
nsubj(remained-10, floor-6)
prep(floor-6, in-7)
nn(Francisco-9, San-8)
pobj(in-7, Francisco-9)
advcl(routed-20, remained-10)
dep(remained-10, open-11)
prep(remained-10, on-12)
det(basis-15, a-13)
amod(basis-15, limited-14)
pobj(on-12, basis-15)
punct(routed-20, ,-16)
dep(routed-20, orders-17)
aux(routed-20, were-18)
auxpass(routed-20, being-19)
root(ROOT-0, routed-20)
cc(routed-20, and-21)
conj(routed-20, executed-22)
prep(routed-20, in-23)
nn(Angeles-25, Los-24)
pobj(in-23, Angeles-25)
punct(routed-20, .-26)

dep(dial-3, Workers-1)
aux(dial-3, could-2)
root(ROOT-0, dial-3)
advmod(dial-3, out-4)
punct(dial-3, ,-5)
cc(dial-3, but-6)
dep(receive-10, they-7)
aux(receive-10, could-8)
neg(receive-10, n't-9)
conj(dial-3, receive-10)
nn(calls-12, telephone-11)
dobj(receive-10, calls-12)
punct(dial-3, .-13)

punct(said-12, ``-1)
dep(situation-7, It-2)
cop(situation-7, 's-3)
det(situation-7, a-4)
advmod(uncertain-6, very-5)
amod(situation-7, uncertain-6)
ccomp(said-12, situation-7)
advmod(now-9, right-8)
advmod(situation-7, now-9)
punct(said-12, ,-10)
punct(said-12, ''-11)
root(ROOT-0, said-12)
nn(Vyas-14, Navin-13)
nsubj(said-12, Vyas-14)
punct(Vyas-14, ,-15)
amod(assistant-17, administrative-16)
appos(Vyas-14, assistant-17)
prep(assistant-17, of-18)
nn(operations-21, trading-19)
nn(operations-21, floor-20)
pobj(of-18, operations-21)
prep(operations-21, of-22)
det(exchange-24, the-23)
pobj(of-22, exchange-24)
punct(exchange-24, ,-25)
dep(has-27, which-26)
dep(exchange-24, has-27)
amod(volume-29, daily-28)
dobj(has-27, volume-29)
prep(volume-29, of-30)
quantmod(million-33, about-31)
number(million-33, 10-32)
num(shares-34, million-33)
pobj(of-30, shares-34)
punct(said-12, .-35)

mark(rerouting-7, Because-1)
det(exchange-3, the-2)
poss(computer-5, exchange-3)
possessive(exchange-3, 's-4)
nsubj(rerouting-7, computer-5)
aux(rerouting-7, was-6)
advcl(is-21, rerouting-7)
dep(rerouting-7, orders-8)
prep(rerouting-7, to-9)
det(exchange-11, the-10)
poss(operations-14, exchange-11)
possessive(exchange-11, 's-12)
nn(operations-14, trading-13)
pobj(to-9, operations-14)
prep(operations-14, in-15)
nn(Angeles-17, Los-16)
pobj(in-15, Angeles-17)
punct(is-21, ,-18)
punct(is-21, ``-19)
dep(is-21, business-20)
dep(said-27, is-21)
advmod(usual-23, as-22)
prep(is-21, usual-23)
punct(is-21, ''-24)
nn(Vyas-26, Mr.-25)
nsubj(said-27, Vyas-26)
root(ROOT-0, said-27)
punct(said-27, .-28)

punct(take-11, ``-1)
mark(is-5, If-2)
num(city-4, one-3)
nsubj(is-5, city-4)
advcl(take-11, is-5)
dep(is-5, down-6)
punct(take-11, ,-7)
det(other-9, the-8)
nsubj(take-11, other-9)
aux(take-11, can-10)
root(ROOT-0, take-11)
advmod(take-11, over-12)
punct(take-11, .-13)
punct(take-11, ''-14)

advmod(trying-10, Meanwhile-1)
punct(trying-10, ,-2)
det(firms-5, the-3)
nn(firms-5, brokerage-4)
nsubj(trying-10, firms-5)
prep(firms-5, in-6)
nn(Francisco-8, San-7)
pobj(in-6, Francisco-8)
aux(trying-10, were-9)
root(ROOT-0, trying-10)
xcomp(trying-10, to-11)
dep(to-11, cope-12)
punct(trying-10, .-13)

nn(Daggs-2, Charles-1)
nsubj(said-14, Daggs-2)
punct(Daggs-2, ,-3)
appos(Daggs-2, chairman-4)
cc(chairman-4, and-5)
amod(officer-8, chief-6)
nn(officer-8, executive-7)
conj(chairman-4, officer-8)
prep(chairman-4, of-9)
pobj(of-9, Sutro-10)
cc(Sutro-10, &-11)
conj(Sutro-10, Co.-12)
punct(Daggs-2, ,-13)
root(ROOT-0, said-14)
dep(came-16, traders-15)
ccomp(said-14, came-16)
prep(came-16, to-17)
dep(to-17, work-18)
prep(came-16, at-19)
num(PDT-22, 5-20)
advmod(PDT-22, a.m.-21)
pobj(at-19, PDT-22)
punct(of-28, ---23)
dep(of-28, many-24)
dep(of-28, on-25)
dep(on-25, foot-26)
mwe(of-28, because-27)
parataxis(came-16, of-28)
amod(road-30, uncertain-29)
pobj(of-28, road-30)
cc(road-30, and-31)
nn(conditions-33, traffic-32)
conj(road-30, conditions-33)
punct(of-28, ---34)
cc(came-16, but-35)
conj(came-16, learned-36)
mark(have-40, that-37)
dep(have-40, they-38)
aux(have-40, would-39)
ccomp(learned-36, have-40)
aux(await-42, to-41)
xcomp(have-40, await-42)
det(inspection-45, a-43)
amod(inspection-45, required-44)
dobj(await-42, inspection-45)
prep(inspection-45, by-46)
det(city-48, the-47)
pobj(by-46, city-48)
mark(turn-52, in-49)
dep(turn-52, order-50)
aux(turn-52, to-51)
advcl(have-40, turn-52)
det(power-54, the-53)
dobj(turn-52, power-54)
advmod(turn-52, back-55)
dep(turn-52, on-56)
prep(turn-52, at-57)
det(company-59, the-58)
poss(facilities-63, company-59)
possessive(company-59, 's-60)
num(facilities-63, two-61)
amod(facilities-63, main-62)
pobj(at-57, facilities-63)
advmod(facilities-63, there-64)
punct(said-14, .-65)

dep(happen-3, That-1)
aux(happen-3, should-2)
ccomp(said-8, happen-3)
prep(happen-3, by-4)
dep(by-4, today-5)
punct(said-8, ,-6)
dep(said-8, he-7)
root(ROOT-0, said-8)
punct(said-8, .-9)

dep(worked-2, Traders-1)
root(ROOT-0, worked-2)
prep(worked-2, with-3)
det(help-5, the-4)
pobj(with-3, help-5)
prep(help-5, of-6)
pobj(of-6, sunlight-7)
dep(sunlight-7, streaming-8)
prep(streaming-8, through-9)
dep(through-9, windows-10)
punct(worked-2, ,-11)
prep(worked-2, despite-12)
amod(cracks-14, large-13)
pobj(despite-12, cracks-14)
prep(cracks-14, in-15)
det(walls-17, the-16)
pobj(in-15, walls-17)
cc(cracks-14, and-18)
det(lack-20, a-19)
conj(cracks-14, lack-20)
prep(lack-20, of-21)
amod(calls-24, incoming-22)
nn(calls-24, phone-23)
pobj(of-21, calls-24)
punct(worked-2, .-25)

advmod(was-8, Also-1)
punct(was-8, ,-2)
nsubj(was-8, most-3)
prep(most-3, of-4)
det(equipment-7, the-5)
nn(equipment-7, telecommunications-6)
pobj(of-4, equipment-7)
root(ROOT-0, was-8)
dep(was-8, out-9)
punct(was-8, .-10)

det(traders-2, The-1)
nsubj(executing-4, traders-2)
aux(executing-4, were-3)
root(ROOT-0, executing-4)
amod(bond-6, municipal-5)
nn(orders-12, bond-6)
punct(orders-12, ,-7)
amod(fund-9, mutual-8)
conj(orders-12, fund-9)
cc(orders-12, and-10)
conj(orders-12, other-11)
dobj(executing-4, orders-12)
prep(executing-4, through-13)
det(firm-16, a-14)
nn(firm-16, sister-15)
pobj(through-13, firm-16)
punct(firm-16, ,-17)
nn(Inc.-20, Tucker-18)
nn(Inc.-20, Anthony-19)
appos(firm-16, Inc.-20)
punct(firm-16, ,-21)
dep(owned-25, which-22)
auxpass(owned-25, is-23)
advmod(owned-25, also-24)
dep(firm-16, owned-25)
prep(owned-25, by-26)
nn(Securities-30, John-27)
nn(Securities-30, Hancock-28)
nn(Securities-30, Freedom-29)
pobj(by-26, Securities-30)
cc(owned-25, but-31)
auxpass(based-33, is-32)
conj(owned-25, based-33)
prep(based-33, in-34)
nn(York-36, New-35)
pobj(in-34, York-36)
punct(executing-4, .-37)

punct(having-4, ``-1)
dep(having-4, We-2)
aux(having-4, are-3)
root(ROOT-0, having-4)
det(day-7, a-5)
amod(day-7, regular-6)
tmod(having-4, day-7)
punct(having-4, .-8)

nsubj(is-2, Volume-1)
ccomp(added-21, is-2)
dep(is-2, down-3)
prep(is-2, out-4)
pcomp(out-4, of-5)
nn(Francisco-7, San-6)
pobj(of-5, Francisco-7)
punct(out-4, ,-8)
cc(out-4, but-9)
neg(out-11, not-10)
conj(out-4, out-11)
pcomp(out-11, of-12)
det(offices-16, the-13)
num(offices-16, 11-14)
amod(offices-16, outlying-15)
pobj(of-12, offices-16)
punct(added-21, ,-17)
punct(added-21, ''-18)
nn(Daggs-20, Mr.-19)
nsubj(added-21, Daggs-20)
root(ROOT-0, added-21)
punct(added-21, .-22)

poss(office-4, Sutro-1)
possessive(Sutro-1, 's-2)
nn(office-4, Oakland-3)
nsubj(executed-5, office-4)
root(ROOT-0, executed-5)
dep(executed-5, orders-6)
prep(executed-5, through-7)
det(office-10, the-8)
nn(office-10, Sacramento-9)
pobj(through-7, office-10)
punct(office-10, ,-11)
dep(affected-15, which-12)
auxpass(affected-15, was-13)
neg(affected-15, n't-14)
dep(office-10, affected-15)
prep(affected-15, by-16)
det(quake-18, the-17)
pobj(by-16, quake-18)
punct(executed-5, .-19)

nsubj(set-18, Others-1)
punct(Others-1, ,-2)
prep(Others-1, like-3)
nn(Inc.-6, Prudential-Bache-4)
nn(Inc.-6, Securities-5)
pobj(like-3, Inc.-6)
punct(Inc.-6, ,-7)
dep(has-9, which-8)
dep(Inc.-6, has-9)
num(offices-11, eight-10)
dobj(has-9, offices-11)
prep(has-9, in-12)
det(area-16, the-13)
nn(area-16, San-14)
nn(area-16, Francisco-15)
pobj(in-12, area-16)
punct(Inc.-6, ,-17)
root(ROOT-0, set-18)
dep(set-18, up-19)
det(number-22, an-20)
num(number-22, 800-21)
dobj(set-18, number-22)
nn(morning-24, yesterday-23)
tmod(set-18, morning-24)
mark(obtain-28, for-25)
dep(obtain-28, customers-26)
aux(obtain-28, to-27)
advcl(set-18, obtain-28)
nn(commentary-30, market-29)
dobj(obtain-28, commentary-30)
cc(commentary-30, and-31)
amod(help-33, other-32)
conj(commentary-30, help-33)
punct(set-18, .-34)

prep(received-14, At-1)
poss(branch-9, Kidder-2)
punct(Kidder-2, ,-3)
conj(Kidder-2, Peabody-4)
cc(Kidder-2, &-5)
conj(Kidder-2, Co.-6)
possessive(Kidder-2, 's-7)
nn(branch-9, Sacramento-8)
pobj(At-1, branch-9)
punct(received-14, ,-10)
nn(White-13, Manager-11)
nn(White-13, Janet-12)
nsubj(received-14, White-13)
root(ROOT-0, received-14)
dep(received-14, calls-15)
nn(morning-17, yesterday-16)
tmod(received-14, morning-17)
prep(received-14, from-18)
pobj(from-18, workers-19)
prep(workers-19, in-20)
nn(Francisco-22, San-21)
pobj(in-20, Francisco-22)
dep(offered-24, who-23)
ccomp(workers-19, offered-24)
aux(work-26, to-25)
xcomp(offered-24, work-26)
prep(work-26, in-27)
dep(in-27, Sacramento-28)
punct(received-14, .-29)

advmod(discovered-3, Then-1)
dep(discovered-3, she-2)
root(ROOT-0, discovered-3)
mark(were-11, that-4)
nn(Inc.-7, Quotron-5)
nn(Inc.-7, Systems-6)
poss(lines-10, Inc.-7)
possessive(Inc.-7, 's-8)
nn(lines-10, Sacramento-9)
nsubj(were-11, lines-10)
ccomp(discovered-3, were-11)
dep(were-11, down-12)
punct(were-11, ,-13)
mark(tied-18, because-14)
dep(tied-18, they-15)
auxpass(tied-18, are-16)
advmod(tied-18, normally-17)
advcl(were-11, tied-18)
advmod(tied-18, in-19)
prep(tied-18, through-20)
det(system-22, a-21)
pobj(through-20, system-22)
dep(goes-24, that-23)
dep(system-22, goes-24)
prep(goes-24, through-25)
nn(Francisco-27, San-26)
pobj(through-25, Francisco-27)
punct(discovered-3, .-28)

cc(had-5, So-1)
det(brokers-4, the-2)
nn(brokers-4, Kidder-3)
nsubj(had-5, brokers-4)
root(ROOT-0, had-5)
aux(call-7, to-6)
xcomp(had-5, call-7)
amod(offices-10, other-8)
nn(offices-10, company-9)
dobj(call-7, offices-10)
aux(get-12, to-11)
vmod(call-7, get-12)
dobj(get-12, quotes-13)
prep(quotes-13, on-14)
dep(on-14, stocks-15)
punct(had-5, .-16)

prep(assembled-25, At-1)
dep(At-1, Quotron-2)
punct(assembled-25, ,-3)
det(company-5, the-4)
poss(Center-9, company-5)
possessive(company-5, 's-6)
amod(Center-9, National-7)
nn(Center-9, Call-In-8)
nsubj(assembled-25, Center-9)
punct(Center-9, ,-10)
dep(swung-12, which-11)
dep(Center-9, swung-12)
prep(swung-12, into-13)
dep(into-13, action-14)
prep(swung-12, for-15)
det(time-18, the-16)
amod(time-18, first-17)
pobj(for-15, time-18)
amod(month-20, last-19)
tmod(swung-12, month-20)
prep(swung-12, for-21)
nn(Hugo-23, Hurricane-22)
pobj(for-21, Hugo-23)
punct(Center-9, ,-24)
root(ROOT-0, assembled-25)
det(team-28, a-26)
amod(team-28, tactical-27)
dobj(assembled-25, team-28)
prep(assembled-25, at-29)
pobj(at-29, 5-30)
advmod(5-30, a.m.-31)
dep(assembled-25, yesterday-32)
aux(begin-34, to-33)
xcomp(assembled-25, begin-34)
xcomp(begin-34, rerouting-35)
dep(rerouting-35, lines-36)
cc(begin-34, and-37)
conj(begin-34, restore-38)
dep(restore-38, service-39)
prep(restore-38, to-40)
pobj(to-40, brokers-41)
cc(brokers-41, and-42)
conj(brokers-41, traders-43)
punct(assembled-25, .-44)

det(company-2, The-1)
nsubj(dispatched-3, company-2)
root(ROOT-0, dispatched-3)
advmod(as-6, as-4)
advmod(as-6, many-5)
quantmod(200-7, as-6)
num(people-8, 200-7)
dobj(dispatched-3, people-8)
prep(dispatched-3, in-9)
det(area-13, the-10)
nn(area-13, San-11)
nn(area-13, Francisco-12)
pobj(in-9, area-13)
aux(do-15, to-14)
xcomp(dispatched-3, do-15)
det(work-17, the-16)
dobj(do-15, work-17)
punct(dispatched-3, ,-18)
mark(done-25, though-19)
nsubjpass(done-25, most-20)
prep(most-20, of-21)
pobj(of-21, the-22)
amod(the-22, rerouting-23)
auxpass(done-25, was-24)
advcl(dispatched-3, done-25)
prep(done-25, by-26)
dep(by-26, computer-27)
punct(dispatched-3, .-28)

dep(appeared-2, Service-1)
root(ROOT-0, appeared-2)
aux(be-4, to-3)
xcomp(appeared-2, be-4)
dep(be-4, down-5)
prep(be-4, throughout-6)
det(district-9, the-7)
amod(district-9, financial-8)
pobj(throughout-6, district-9)
prep(district-9, in-10)
nn(Francisco-13, downtown-11)
nn(Francisco-13, San-12)
pobj(in-10, Francisco-13)
punct(be-4, ,-14)
mark(knocked-24, while-15)
advmod(parts-17, just-16)
nsubjpass(knocked-24, parts-17)
prep(parts-17, of-18)
pobj(of-18, Oakland-19)
cc(Oakland-19, and-20)
nn(Jose-22, San-21)
conj(Oakland-19, Jose-22)
auxpass(knocked-24, were-23)
advcl(be-4, knocked-24)
advmod(knocked-24, out-25)
punct(appeared-2, .-26)

cc(said-11, But-1)
nn(Irvine-3, Dale-2)
nsubj(said-11, Irvine-3)
punct(Irvine-3, ,-4)
appos(Irvine-3, director-5)
prep(director-5, of-6)
det(center-9, the-7)
nn(center-9, emergency-8)
pobj(of-6, center-9)
punct(Irvine-3, ,-10)
root(ROOT-0, said-11)
dep(restored-15, service-12)
aux(restored-15, was-13)
auxpass(restored-15, being-14)
ccomp(said-11, restored-15)
prep(restored-15, to-16)
amod(areas-20, outlying-17)
nn(areas-20, San-18)
nn(areas-20, Francisco-19)
pobj(to-16, areas-20)
punct(said-11, .-21)

prep(confirmed-7, In-1)
dep(In-1, Chicago-2)
dep(confirmed-7, yesterday-3)
punct(confirmed-7, ,-4)
nn(Clearing-6, Options-5)
nsubj(confirmed-7, Clearing-6)
root(ROOT-0, confirmed-7)
mark(guarantees-10, that-8)
dep(guarantees-10, it-9)
ccomp(confirmed-7, guarantees-10)
det(options-14, the-11)
nn(options-14, Pacific-12)
nn(options-14, exchange-13)
dobj(guarantees-10, options-14)
punct(confirmed-7, .-15)

det(firm-2, The-1)
nsubj(permit-5, firm-2)
advmod(permit-5, also-3)
aux(permit-5, will-4)
ccomp(said-33, permit-5)
poss(members-7, its-6)
dobj(permit-5, members-7)
cc(members-7, and-8)
det(public-10, the-9)
conj(members-7, public-10)
punct(exercise-13, ``-11)
aux(exercise-13, to-12)
xcomp(permit-5, exercise-13)
poss(put-15, their-14)
dobj(exercise-13, put-15)
cc(put-15, and-16)
amod(contracts-19, call-17)
nn(contracts-19, options-18)
