advmod(comes-3, When-1)
amod(time-15, enough-14)
dobj(have-13, time-15)
aux(update-17, to-16)
vmod(time-15, update-17)
poss(commentary-20, its-18)
nn(commentary-20, market-19)
dobj(update-17, commentary-20)
advmod(have-13, so-21)
punct(have-13, ,-22)
punct(have-13, ``-23)
dep(decided-25, We-24)
parataxis(have-13, decided-25)
aux(kill-27, to-26)
xcomp(decided-25, kill-27)
poss(pieces-30, our-28)
nn(pieces-30, strategy-29)
dobj(kill-27, pieces-30)
punct(have-13, ,-31)
punct(have-13, ''-32)
dep(have-13, says-33)
nn(Rivkin-35, Jack-34)
nsubj(says-33, Rivkin-35)
punct(Rivkin-35, ,-36)
det(head-38, the-37)
appos(Rivkin-35, head-38)
prep(head-38, of-39)
poss(department-43, Shearson-40)
possessive(Shearson-40, 's-41)
nn(department-43, research-42)
pobj(of-39, department-43)
punct(have-13, .-44)

det(first-2, The-1)
nsubj(was-7, first-2)
amod(first-2, thought-3)
det(investors-5, some-4)
nsubj(had-6, investors-5)
rcmod(first-2, had-6)
root(ROOT-0, was-7)
mark(bullish-16, that-8)
det(Shearson-11, a-9)
amod(Shearson-11, red-faced-10)
nsubj(bullish-16, Shearson-11)
aux(bullish-16, must-12)
aux(bullish-16, have-13)
cop(bullish-16, been-14)
advmod(bullish-16, wildly-15)
ccomp(was-7, bullish-16)
prep(bullish-16, on-17)
dep(on-17, stocks-18)
prep(bullish-16, in-19)
poss(commentary-22, its-20)
amod(commentary-22, original-21)
pobj(in-19, commentary-22)
punct(was-7, ,-23)
cc(was-7, and-24)
dep('s-26, that-25)
conj(was-7, 's-26)
advmod(purged-29, why-27)
dep(purged-29, it-28)
ccomp('s-26, purged-29)
poss(pages-31, its-30)
dobj(purged-29, pages-31)
punct(was-7, .-32)

dep(recalled-2, Investors-1)
root(ROOT-0, recalled-2)
mark(advising-9, that-3)
dep(advising-9, Shearson-4)
amod(week-6, last-5)
nsubj(advising-9, week-6)
aux(advising-9, had-7)
aux(advising-9, been-8)
ccomp(recalled-2, advising-9)
mark(exhibiting-16, that-10)
punct(exhibiting-16, ``-11)
det(market-13, the-12)
nsubj(exhibiting-16, market-13)
aux(exhibiting-16, is-14)
advmod(exhibiting-16, still-15)
ccomp(advising-9, exhibiting-16)
predet(signs-19, all-17)
det(signs-19, the-18)
dobj(exhibiting-16, signs-19)
prep(signs-19, of-20)
det(advance-23, a-21)
amod(advance-23, further-22)
pobj(of-20, advance-23)
punct(recalled-2, .-24)
punct(recalled-2, ''-25)

amod(firms-4, Many-1)
amod(firms-4, other-2)
nn(firms-4, brokerage-3)
nsubj(had-5, firms-4)
root(ROOT-0, had-5)
advmod(bullish-7, similarly-6)
amod(views-8, bullish-7)
dobj(had-5, views-8)
punct(had-5, .-9)

cc(insists-4, But-1)
nn(Rivkin-3, Mr.-2)
nsubj(insists-4, Rivkin-3)
root(ROOT-0, insists-4)
mark(pulled-11, that-5)
det(pages-8, the-6)
num(pages-8, 10-7)
nsubjpass(pulled-11, pages-8)
auxpass(pulled-11, were-9)
neg(pulled-11, n't-10)
ccomp(insists-4, pulled-11)
mark(bullish-16, because-12)
dep(bullish-16, they-13)
cop(bullish-16, were-14)
advmod(bullish-16, too-15)
advcl(pulled-11, bullish-16)
punct(insists-4, .-17)

advmod(were-8, Instead-1)
punct(were-8, ,-2)
dep(says-4, he-3)
dep(were-8, says-4)
punct(says-4, ,-5)
punct(were-8, ``-6)
dep(were-8, they-7)
root(ROOT-0, were-8)
dep(were-8, cautious-9)
punct(were-8, ,-10)
cc(were-8, and-11)
dep(message-16, that-12)
cop(message-16, was-13)
neg(message-16, n't-14)
det(message-16, the-15)
conj(were-8, message-16)
dep(wanted-18, we-17)
rcmod(message-16, wanted-18)
aux(deliver-20, to-19)
xcomp(wanted-18, deliver-20)
punct(message-16, ''-21)
prep(message-16, on-22)
dep(on-22, Monday-23)
punct(were-8, .-24)

mark(explains-4, As-1)
nn(Rivkin-3, Mr.-2)
nsubj(explains-4, Rivkin-3)
advcl(raising-10, explains-4)
dep(explains-4, it-5)
punct(raising-10, ,-6)
punct(raising-10, ``-7)
dep(raising-10, We-8)
aux(raising-10, were-9)
root(ROOT-0, raising-10)
det(flags-13, some-11)
nn(flags-13, caution-12)
dobj(raising-10, flags-13)
prep(flags-13, about-14)
nn(rises-16, rate-15)
pobj(about-14, rises-16)
prep(rises-16, in-17)
dep(in-17, Europe-18)
cc(flags-13, and-19)
conj(flags-13, concerns-20)
prep(concerns-20, about-21)
det(market-24, the-22)
nn(market-24, LBO-23)
pobj(about-21, market-24)
punct(raising-10, .-25)

cc(decided-13, And-1)
prep(decided-13, by-2)
amod(afternoon-5, late-3)
nn(afternoon-5, Friday-4)
pobj(by-2, afternoon-5)
punct(decided-13, ,-6)
advmod(decided-13, actually-7)
prep(decided-13, after-8)
det(close-10, the-9)
pobj(after-8, close-10)
punct(decided-13, ,-11)
dep(decided-13, we-12)
root(ROOT-0, decided-13)
dep(tone-18, that-14)
cop(tone-18, was-15)
det(tone-18, the-16)
amod(tone-18, wrong-17)
ccomp(decided-13, tone-18)
aux(take-20, to-19)
vmod(tone-18, take-20)
punct(decided-13, .-21)

mark(market-3, With-1)
det(market-3, the-2)
advcl(wanted-7, market-3)
advmod(market-3, down-4)
punct(wanted-7, ,-5)
dep(wanted-7, we-6)
root(ROOT-0, wanted-7)
aux(tell-9, to-8)
xcomp(wanted-7, tell-9)
dep(tell-9, people-10)
aux(put-12, to-11)
xcomp(tell-9, put-12)
poss(orders-14, their-13)
dobj(put-12, orders-14)
dep(put-12, in-15)
prep(put-12, on-16)
det(opening-18, the-17)
pobj(on-16, opening-18)
punct(wanted-7, .-19)
punct(wanted-7, ''-20)

preconj(before-2, Both-1)
prep(maintained-11, before-2)
cc(before-2, and-3)
conj(before-2, after-4)
det(plunge-7, the-5)
nn(plunge-7, Friday-6)
pobj(before-2, plunge-7)
punct(maintained-11, ,-8)
dep(maintained-11, Shearson-9)
aux(maintained-11, has-10)
root(ROOT-0, maintained-11)
det(weighting-15, a-12)
amod(weighting-15, recommended-13)
nn(weighting-15, portfolio-14)
dobj(maintained-11, weighting-15)
prep(weighting-15, of-16)
number(%-18, 65-17)
amod(stocks-19, %-18)
pobj(of-16, stocks-19)
punct(stocks-19, ,-20)
number(%-22, 20-21)
amod(bonds-23, %-22)
conj(stocks-19, bonds-23)
cc(stocks-19, and-24)
number(%-26, 15-25)
amod(cash-27, %-26)
conj(stocks-19, cash-27)
punct(maintained-11, .-28)

nn(Lubar-3, Sheldon-1)
nn(Lubar-3, B.-2)
nsubjpass(elected-23, Lubar-3)
punct(Lubar-3, ,-4)
appos(Lubar-3, chairman-5)
prep(chairman-5, of-6)
pobj(of-6, Lubar-7)
cc(Lubar-7, &-8)
conj(Lubar-7, Co.-9)
punct(Lubar-3, ,-10)
cc(Lubar-3, and-11)
nn(Murray-14, John-12)
nn(Murray-14, L.-13)
conj(Lubar-3, Murray-14)
punct(Murray-14, ,-15)
appos(Murray-14, chairman-16)
prep(chairman-16, of-17)
nn(Corp.-20, Universal-18)
nn(Corp.-20, Foods-19)
pobj(of-17, Corp.-20)
punct(Murray-14, ,-21)
auxpass(elected-23, were-22)
root(ROOT-0, elected-23)
prep(elected-23, to-24)
det(board-26, the-25)
pobj(to-24, board-26)
prep(board-26, of-27)
det(maker-30, this-28)
nn(maker-30, engine-29)
pobj(of-27, maker-30)
punct(elected-23, .-31)

dep(succeed-2, They-1)
root(ROOT-0, succeed-2)
nn(Kasten-5, Robert-3)
nn(Kasten-5, W.-4)
dobj(succeed-2, Kasten-5)
cc(Kasten-5, and-6)
nn(Parker-9, John-7)
nn(Parker-9, R.-8)
conj(Kasten-5, Parker-9)
punct(Kasten-5, ,-10)
dep(reached-12, who-11)
dep(Kasten-5, reached-12)
det(age-16, the-13)
amod(age-16, mandatory-14)
nn(age-16, retirement-15)
dobj(reached-12, age-16)
punct(succeed-2, .-17)

poss(slide-3, China-1)
possessive(China-1, 's-2)
nsubj(beginning-7, slide-3)
prep(slide-3, toward-4)
dep(toward-4, recession-5)
aux(beginning-7, is-6)
root(ROOT-0, beginning-7)
aux(look-9, to-8)
xcomp(beginning-7, look-9)
prep(look-9, like-10)
det(fall-13, a-11)
amod(fall-13, free-12)
pobj(like-10, fall-13)
punct(beginning-7, .-14)

prep(disclosed-15, In-1)
det(report-3, a-2)
pobj(In-1, report-3)
prep(report-3, on-4)
poss(economy-8, China-5)
possessive(China-5, 's-6)
amod(economy-8, foundering-7)
pobj(on-4, economy-8)
punct(disclosed-15, ,-9)
det(Bureau-14, the-10)
amod(Bureau-14, official-11)
nn(Bureau-14, State-12)
nn(Bureau-14, Statistical-13)
nsubj(disclosed-15, Bureau-14)
root(ROOT-0, disclosed-15)
mark(rose-21, that-16)
amod(output-18, industrial-17)
nsubj(rose-21, output-18)
amod(month-20, last-19)
dep(output-18, month-20)
ccomp(disclosed-15, rose-21)
num(%-23, 0.9-22)
dobj(rose-21, %-23)
prep(rose-21, from-24)
det(year-26, a-25)
npadvmod(earlier-27, year-26)
pcomp(from-24, earlier-27)
punct(rose-21, --28)
det(rate-32, the-29)
amod(rate-32, lowest-30)
nn(rate-32, growth-31)
dobj(rose-21, rate-32)
prep(rate-32, in-33)
det(decade-35, a-34)
pobj(in-33, decade-35)
prep(rate-32, for-36)
dep(for-36, September-37)
punct(disclosed-15, .-38)

amod(sales-2, Retail-1)
nsubj(plummeting-4, sales-2)
aux(plummeting-4, are-3)
root(ROOT-0, plummeting-4)
punct(plummeting-4, ,-5)
mark(rising-11, while-6)
nn(prices-8, consumer-7)
nsubj(rising-11, prices-8)
advmod(rising-11, still-9)
dep(rising-11, are-10)
advcl(plummeting-4, rising-11)
punct(plummeting-4, .-12)

amod(economists-4, Chinese-1)
cc(Chinese-1, and-2)
conj(Chinese-1, foreign-3)
nsubj(predict-6, economists-4)
advmod(predict-6, now-5)
root(ROOT-0, predict-6)
amod(stagflation-8, prolonged-7)
dobj(predict-6, stagflation-8)
punct(stagflation-8, :-9)
amod(growth-11, low-10)
dep(stagflation-8, growth-11)
cc(growth-11, and-12)
amod(inflation-14, high-13)
conj(growth-11, inflation-14)
punct(predict-6, .-15)

punct(says-9, ``-1)
det(economy-3, The-2)
nsubj(crashing-5, economy-3)
aux(crashing-5, is-4)
ccomp(says-9, crashing-5)
advmod(crashing-5, hard-6)
punct(says-9, ,-7)
punct(says-9, ''-8)
root(ROOT-0, says-9)
det(economist-12, an-10)
amod(economist-12, Asian-11)
nsubj(says-9, economist-12)
prep(economist-12, in-13)
dep(in-13, Beijing-14)
punct(says-9, .-15)

punct(hold-6, ``-1)
det(slowdown-3, The-2)
nsubj(hold-6, slowdown-3)
aux(hold-6, is-4)
dep(hold-6, taking-5)
root(ROOT-0, hold-6)
det(lot-8, a-7)
dep(quickly-10, lot-8)
advmod(quickly-10, more-9)
advmod(hold-6, quickly-10)
cc(quickly-10, and-11)
conj(quickly-10, devastatingly-12)
mark(had-15, than-13)
dep(had-15, anyone-14)
advcl(quickly-10, had-15)
dep(had-15, expected-16)
punct(hold-6, .-17)
punct(hold-6, ''-18)

det(recession-3, A-1)
amod(recession-3, lengthy-2)
nsubj(drain-10, recession-3)
punct(drain-10, ,-4)
mark(materializes-7, if-5)
dep(materializes-7, it-6)
dep(drain-10, materializes-7)
punct(drain-10, ,-8)
aux(drain-10, would-9)
root(ROOT-0, drain-10)
nn(coffers-12, state-11)
dobj(drain-10, coffers-12)
cc(drain-10, and-13)
conj(drain-10, create-14)
amod(hardships-16, severe-15)
dobj(create-14, hardships-16)
prep(hardships-16, for-17)
amod(workers-19, urban-18)
pobj(for-17, workers-19)
punct(drain-10, .-20)

dep(predict-2, Experts-1)
root(ROOT-0, predict-2)
det(year-5, the-3)
amod(year-5, coming-4)
nsubjpass(characterized-8, year-5)
aux(characterized-8, will-6)
auxpass(characterized-8, be-7)
ccomp(predict-2, characterized-8)
prep(characterized-8, by-9)
amod(growth-14, flat-10)
cc(flat-10, or-11)
conj(flat-10, negative-12)
amod(growth-14, industrial-13)
pobj(by-9, growth-14)
punct(growth-14, ,-15)
amod(unemployment-17, rising-16)
conj(growth-14, unemployment-17)
cc(growth-14, and-18)
det(deficit-22, a-19)
amod(deficit-22, widening-20)
nn(deficit-22, budget-21)
conj(growth-14, deficit-22)
punct(predict-2, .-23)

mark(reverses-5, Unless-1)
det(government-3, the-2)
nsubj(reverses-5, government-3)
advmod(reverses-5, suddenly-4)
advcl(keep-14, reverses-5)
dep(reverses-5, course-6)
punct(keep-14, ,-7)
nsubj(keep-14, wages-8)
prep(wages-8, for-9)
amod(workers-11, most-10)
pobj(for-9, workers-11)
aux(keep-14, wo-12)
neg(keep-14, n't-13)
root(ROOT-0, keep-14)
dep(keep-14, pace-15)
prep(keep-14, with-16)
dep(with-16, inflation-17)
punct(keep-14, ,-18)
xcomp(keep-14, creating-19)
det(source-22, a-20)
amod(source-22, potential-21)
dobj(creating-19, source-22)
prep(source-22, of-23)
amod(unrest-25, urban-24)
pobj(of-23, unrest-25)
punct(keep-14, .-26)

det(economy-2, The-1)
poss(slowdown-4, economy-2)
possessive(economy-2, 's-3)
nsubj(due-6, slowdown-4)
cop(due-6, is-5)
root(ROOT-0, due-6)
advmod(partly-8, only-7)
advmod(due-6, partly-8)
prep(due-6, to-9)
det(program-12, the-10)
nn(program-12, austerity-11)
pobj(to-9, program-12)
vmod(program-12, launched-13)
prep(launched-13, in-14)
pobj(in-14, September-15)
num(September-15, 1988-16)
aux(cool-18, to-17)
xcomp(launched-13, cool-18)
det(economy-21, an-19)
amod(economy-21, overheated-20)
dobj(cool-18, economy-21)
cc(cool-18, and-22)
dep(inflation-24, tame-23)
conj(cool-18, inflation-24)
punct(due-6, .-25)

punct(surged-4, -LRB--1)
amod(output-3, Industrial-2)
nsubj(surged-4, output-3)
root(ROOT-0, surged-4)
num(%-6, 21-5)
dobj(surged-4, %-6)
prep(surged-4, in-7)
dep(in-7, 1988-8)
punct(surged-4, ,-9)
mark(peaked-12, while-10)
dep(peaked-12, inflation-11)
advcl(surged-4, peaked-12)
amod(February-14, last-13)
tmod(peaked-12, February-14)
prep(peaked-12, at-15)
advmod(%-18, nearly-16)
num(%-18, 30-17)
pobj(at-15, %-18)
punct(surged-4, .-19)
punct(surged-4, -RRB--20)

det(slowdown-2, The-1)
nsubj(results-4, slowdown-2)
advmod(results-4, also-3)
root(ROOT-0, results-4)
prep(results-4, from-5)
amod(shortages-10, chronic-6)
nn(shortages-10, energy-7)
cc(energy-7, and-8)
conj(energy-7, raw-materials-9)
pobj(from-5, shortages-10)
dobj(restrict-16, that-11)
dep(shortages-10, force-12)
amod(factories-14, many-13)
dobj(force-12, factories-14)
aux(restrict-16, to-15)
xcomp(force-12, restrict-16)
dep(restrict-16, operations-17)
prep(restrict-16, to-18)
num(days-22, two-19)
cc(two-19, or-20)
conj(two-19, three-21)
pobj(to-18, days-22)
det(week-24, a-23)
dep(days-22, week-24)
punct(results-4, .-25)

prep(have-9, In-1)
amod(countries-5, Western-2)
punct(countries-5, ,-3)
amod(countries-5, market-driven-4)
pobj(In-1, countries-5)
punct(have-9, ,-6)
dep(have-9, recessions-7)
advmod(have-9, often-8)
root(ROOT-0, have-9)
det(side-12, a-10)
amod(side-12, bright-11)
dobj(have-9, side-12)
punct(side-12, :-13)
dep(side-12, prodding-14)
det(economy-16, the-15)
dobj(prodding-14, economy-16)
prep(prodding-14, to-17)
amod(efficiency-19, greater-18)
pobj(to-17, efficiency-19)
punct(have-9, .-20)

prep(is-7, In-1)
dep(In-1, China-2)
punct(is-7, ,-3)
advmod(is-7, however-4)
punct(is-7, ,-5)
dep(is-7, there-6)
root(ROOT-0, is-7)
neg(is-7, n't-8)
acomp(is-7, likely-9)
aux(silver-13, to-10)
cop(silver-13, be-11)
det(silver-13, any-12)
xcomp(likely-9, silver-13)
amod(silver-13, lining-14)
mark(remains-18, because-15)
det(economy-17, the-16)
nsubj(remains-18, economy-17)
advcl(is-7, remains-18)
acomp(remains-18, guided-19)
advmod(guided-19, primarily-20)
prep(guided-19, by-21)
det(state-23, the-22)
pobj(by-21, state-23)
punct(is-7, .-24)

advmod(likely-5, Instead-1)
punct(likely-5, ,-2)
dep(likely-5, China-3)
cop(likely-5, is-4)
root(ROOT-0, likely-5)
aux(shell-7, to-6)
xcomp(likely-5, shell-7)
dep(shell-7, out-8)
amod(subsidies-10, ever-greater-9)
dobj(shell-7, subsidies-10)
prep(shell-7, to-11)
poss(enterprises-15, its-12)
amod(enterprises-15, coddled-13)
amod(enterprises-15, state-run-14)
pobj(to-11, enterprises-15)
punct(enterprises-15, ,-16)
dep(ate-18, which-17)
dep(enterprises-15, ate-18)
dep(ate-18, up-19)
dobj(ate-18, $-20)
number(billion-22, 18-21)
num($-20, billion-22)
prep($-20, in-23)
dep(in-23, bailouts-24)
amod(year-26, last-25)
tmod(ate-18, year-26)
punct(likely-5, .-27)

cc(likely-8, Nor-1)
cop(likely-8, are-2)
nsubj(likely-8, any-3)
prep(any-3, of-4)
det(monoliths-7, these-5)
amod(monoliths-7, inefficient-6)
pobj(of-4, monoliths-7)
root(ROOT-0, likely-8)
aux(allowed-11, to-9)
auxpass(allowed-11, be-10)
xcomp(likely-8, allowed-11)
aux(go-13, to-12)
xcomp(allowed-11, go-13)
dep(go-13, bankrupt-14)
punct(likely-8, .-15)

advmod(felt-10, Rather-1)
punct(felt-10, ,-2)
det(brunt-4, the-3)
nsubjpass(felt-10, brunt-4)
prep(brunt-4, of-5)
det(slowdown-7, the-6)
pobj(of-5, slowdown-7)
aux(felt-10, will-8)
auxpass(felt-10, be-9)
root(ROOT-0, felt-10)
prep(felt-10, in-11)
det(enterprises-20, the-12)
amod(enterprises-20, fast-growing-13)
amod(enterprises-20, private-14)
cc(private-14, and-15)
conj(private-14, semi-private-16)
punct(enterprises-20, ``-17)
nn(enterprises-20, township-18)
punct(enterprises-20, ''-19)
pobj(in-11, enterprises-20)
punct(enterprises-20, ,-21)
dep(fallen-24, which-22)
aux(fallen-24, have-23)
dep(enterprises-20, fallen-24)
prep(fallen-24, into-25)
dep(into-25, disfavor-26)
mark(re-emphasize-31, as-27)
poss(leaders-30, China-28)
possessive(China-28, 's-29)
nsubj(re-emphasize-31, leaders-30)
advcl(fallen-24, re-emphasize-31)
det(preference-35, an-32)
nn(preference-35, orthodox-33)
amod(preference-35, Marxist-34)
dobj(re-emphasize-31, preference-35)
prep(preference-35, for-36)
amod(ownership-38, public-37)
pobj(for-36, ownership-38)
punct(felt-10, .-39)

punct(says-18, ``-1)
advmod(gets-5, When-2)
det(going-4, the-3)
nsubj(gets-5, going-4)
dep(penalizes-9, gets-5)
dep(gets-5, rough-6)
punct(penalizes-9, ,-7)
dep(penalizes-9, China-8)
ccomp(says-18, penalizes-9)
det(efficient-11, the-10)
dobj(penalizes-9, efficient-11)
cc(penalizes-9, and-12)
conj(penalizes-9, rewards-13)
det(incompetent-15, the-14)
dobj(rewards-13, incompetent-15)
punct(says-18, ,-16)
punct(says-18, ''-17)
root(ROOT-0, says-18)
det(economist-21, a-19)
amod(economist-21, Western-20)
nsubj(says-18, economist-21)
punct(says-18, .-22)

nsubj(come-7, Reports-1)
prep(Reports-1, of-2)
det(economy-4, an-3)
pobj(of-2, economy-4)
prep(economy-4, near-5)
dep(near-5, recession-6)
root(ROOT-0, come-7)
mark(prepare-10, as-8)
dep(prepare-10, officials-9)
advcl(come-7, prepare-10)
det(plenum-15, a-11)
amod(plenum-15, major-12)
nn(plenum-15, Communist-13)
nn(plenum-15, Party-14)
dobj(prepare-10, plenum-15)
prep(prepare-10, for-16)
pobj(for-16, sometime-17)
prep(sometime-17, in-18)
det(weeks-22, the-19)
amod(weeks-22, next-20)
amod(weeks-22, few-21)
pobj(in-18, weeks-22)
punct(come-7, .-23)

det(meeting-2, The-1)
nsubjpass(expected-4, meeting-2)
auxpass(expected-4, is-3)
root(ROOT-0, expected-4)
aux(call-6, to-5)
xcomp(expected-4, call-6)
prep(call-6, for-7)
amod(austerity-9, heightened-8)
pobj(for-7, austerity-9)
prep(austerity-9, for-10)
num(years-12, two-11)
pobj(for-10, years-12)
punct(expected-4, .-13)

cc(call-16, But-1)
mark(growth-4, with-2)
amod(growth-4, industrial-3)
advcl(call-16, growth-4)
dep(growth-4, stagnant-5)
cc(growth-4, and-6)
dep(showing-8, inflation-7)
conj(growth-4, showing-8)
dobj(showing-8, signs-9)
prep(signs-9, of-10)
dep(of-10, easing-11)
punct(call-16, ,-12)
det(voices-14, some-13)
nsubj(call-16, voices-14)
aux(call-16, may-15)
root(ROOT-0, call-16)
prep(call-16, for-17)
pobj(for-17, measures-18)
aux(pump-20, to-19)
vmod(measures-18, pump-20)
amod(life-22, new-21)
dobj(pump-20, life-22)
prep(pump-20, into-23)
det(economy-25, the-24)
pobj(into-23, economy-25)
punct(call-16, .-26)

det(analysts-2, Some-1)
nsubj(believe-3, analysts-2)
root(ROOT-0, believe-3)
dep(begin-7, China-4)
advmod(begin-7, soon-5)
aux(begin-7, will-6)
ccomp(believe-3, begin-7)
xcomp(begin-7, relaxing-8)
amod(controls-10, economic-9)
dobj(relaxing-8, controls-10)
punct(relaxing-8, ,-11)
advmod(by-13, particularly-12)
prep(relaxing-8, by-13)
pcomp(by-13, loosening-14)
dep(loosening-14, credit-15)
punct(believe-3, .-16)

dep(benefit-3, That-1)
aux(benefit-3, would-2)
root(ROOT-0, benefit-3)
amod(enterprises-5, Chinese-4)
dobj(benefit-3, enterprises-5)
advmod(well-7, as-6)
cc(enterprises-5, well-7)
mwe(well-7, as-8)
amod(ventures-11, Sino-foreign-9)
amod(ventures-11, joint-10)
conj(enterprises-5, ventures-11)
punct(enterprises-5, ,-12)
dep(of-14, both-13)
nsubjpass(plagued-18, of-14)
dep(of-14, which-15)
aux(plagued-18, have-16)
auxpass(plagued-18, been-17)
rcmod(enterprises-5, plagued-18)
prep(plagued-18, by-19)
pobj(by-19, shortages-20)
prep(shortages-20, of-21)
nn(capital-23, working-22)
pobj(of-21, capital-23)
punct(benefit-3, .-24)

det(buildup-3, A-1)
amod(buildup-3, dangerous-2)
nsubj(threatens-13, buildup-3)
det(year-5, this-4)
dep(buildup-3, year-5)
prep(buildup-3, of-6)
pobj(of-6, billions-7)
prep(billions-7, of-8)
dep(of-8, dollars-9)
prep(billions-7, in-10)
amod(debts-12, inter-company-11)
pobj(in-10, debts-12)
root(ROOT-0, threatens-13)
punct(threatens-13, ,-14)
mark(unchecked-16, if-15)
advcl(threatens-13, unchecked-16)
punct(threatens-13, ,-17)
aux(bring-19, to-18)
xcomp(threatens-13, bring-19)
det(economy-21, the-20)
dobj(bring-19, economy-21)
prep(bring-19, to-22)
det(collapse-24, a-23)
pobj(to-22, collapse-24)
punct(threatens-13, .-25)

num(sign-2, One-1)
nsubj(decision-12, sign-2)
prep(sign-2, of-3)
det(possible-5, a-4)
pobj(of-3, possible-5)
amod(possible-5, easing-6)
prep(possible-5, of-7)
nn(policy-9, credit-8)
pobj(of-7, policy-9)
cop(decision-12, was-10)
det(decision-12, the-11)
ccomp(reported-46, decision-12)
det(week-14, this-13)
dep(decision-12, week-14)
prep(decision-12, of-15)
poss(Bank-18, People-16)
possessive(People-16, 's-17)
pobj(of-15, Bank-18)
prep(Bank-18, of-19)
dep(of-19, China-20)
punct(Bank-18, ,-21)
det(bank-24, the-22)
amod(bank-24, central-23)
appos(Bank-18, bank-24)
punct(Bank-18, ,-25)
aux(allocate-27, to-26)
vmod(decision-12, allocate-27)
dobj(allocate-27, $-28)
number(billion-30, 5.4-29)
num($-28, billion-30)
prep($-28, in-31)
amod(loans-33, short-term-32)
pobj(in-31, loans-33)
aux(pay-35, to-34)
vmod(allocate-27, pay-35)
dep(pay-35, farmers-36)
prep(pay-35, for-37)
det(harvest-40, the-38)
nn(harvest-40, autumn-39)
pobj(for-37, harvest-40)
punct(reported-46, ,-41)
det(Daily-45, the-42)
amod(Daily-45, official-43)
nn(Daily-45, China-44)
nsubj(reported-46, Daily-45)
root(ROOT-0, reported-46)
punct(reported-46, .-47)

cc(runs-18, But-1)
mark(bring-10, while-2)
csubj(bring-10, pumping-3)
amod(money-5, more-4)
dobj(pumping-3, money-5)
prep(pumping-3, into-6)
det(economy-8, the-7)
pobj(into-6, economy-8)
aux(bring-10, would-9)
advcl(runs-18, bring-10)
dep(bring-10, relief-11)
prep(bring-10, to-12)
amod(industries-14, many-13)
pobj(to-12, industries-14)
punct(runs-18, ,-15)
dep(runs-18, it-16)
advmod(runs-18, also-17)
root(ROOT-0, runs-18)
det(risk-20, the-19)
dobj(runs-18, risk-20)
prep(risk-20, of-21)
