nn(Cos.-4, Marsh-1)
number($-11, 20-15)
pobj(with-10, bills-16)
mark(sang-19, that-17)
dep(sang-19, prospects-18)
ccomp(generous-9, sang-19)
punct(sang-19, ``-20)
advmod(Comes-22, Here-21)
dep(sang-19, Comes-22)
nn(Claus-24, Santa-23)
nsubj(Comes-22, Claus-24)
punct(sang-19, ''-25)
advmod(approached-28, when-26)
dep(approached-28, he-27)
ccomp(sang-19, approached-28)
punct(generous-9, .-29)

csubj(operation-8, Paying-1)
dep(Paying-1, players-2)
prep(Paying-1, at-3)
dep(at-3, SMU-4)
cop(operation-8, was-5)
neg(operation-8, no-6)
amod(operation-8, casual-7)
root(ROOT-0, operation-8)
punct(operation-8, .-9)

dep(involved-2, It-1)
root(ROOT-0, involved-2)
det(director-5, the-3)
nn(director-5, athletics-4)
dobj(involved-2, director-5)
punct(director-5, ,-6)
num(staffs-11, two-7)
amod(staffs-11, different-8)
nn(staffs-11, football-9)
nn(staffs-11, coaching-10)
conj(director-5, staffs-11)
punct(director-5, ,-12)
cc(director-5, and-13)
nn(trustees-15, school-14)
conj(director-5, trustees-15)
cc(trustees-15, and-16)
conj(trustees-15, governors-17)
punct(director-5, ---18)
advmod(about-20, just-19)
advmod(everybody-21, about-20)
dep(director-5, everybody-21)
punct(seemed-24, ,-22)
dep(seemed-24, it-23)
dep(everybody-21, seemed-24)
punct(seemed-24, ,-25)
cc(everybody-21, but-26)
nn(Shields-28, Donald-27)
conj(everybody-21, Shields-28)
punct(Shields-28, ,-29)
det(university-31, the-30)
poss(president-33, university-31)
possessive(university-31, 's-32)
appos(Shields-28, president-33)
punct(involved-2, .-34)

dep('s-2, There-1)
root(ROOT-0, 's-2)
det(passage-5, a-3)
amod(passage-5, memorable-4)
dep('s-2, passage-5)
prep(expresses-18, in-6)
dep(in-6, which-7)
nn(Shields-9, Mr.-8)
nsubj(expresses-18, Shields-9)
punct(expresses-18, ,-10)
aux(learned-13, having-11)
advmod(learned-13, finally-12)
vmod(expresses-18, learned-13)
prep(learned-13, of-14)
det(practice-16, the-15)
pobj(of-14, practice-16)
punct(expresses-18, ,-17)
rcmod(passage-5, expresses-18)
poss(outrage-20, his-19)
dobj(expresses-18, outrage-20)
prep(expresses-18, to-21)
nn(Clements-23, Bill-22)
pobj(to-21, Clements-23)
punct(Clements-23, ,-24)
advmod(governor-28, then-25)
det(governor-28, a-26)
nn(governor-28, university-27)
appos(Clements-23, governor-28)
punct(governor-33, -LRB--29)
cc(governor-33, and-30)
dep(governor-33, now-31)
det(governor-33, the-32)
dep(governor-28, governor-33)
prep(governor-33, of-34)
dep(of-34, Texas-35)
punct(governor-33, !-36)
punct(governor-33, -RRB--37)
cc(Clements-23, and-38)
nn(Cox-42, oil-39)
nn(Cox-42, man-40)
nn(Cox-42, Edwin-41)
conj(Clements-23, Cox-42)
punct(Cox-42, ,-43)
appos(Cox-42, chairman-44)
prep(chairman-44, of-45)
det(board-47, the-46)
pobj(of-45, board-47)
prep(board-47, of-48)
dep(of-48, trustees-49)
punct('s-2, .-50)

punct(quotes-11, ``-1)
dep(stay-3, You-2)
ccomp(quotes-11, stay-3)
prep(stay-3, out-4)
pcomp(out-4, of-5)
dep(of-5, it-6)
punct(quotes-11, ,-7)
punct(quotes-11, ''-8)
nn(Whitford-10, author-9)
nsubj(quotes-11, Whitford-10)
root(ROOT-0, quotes-11)
nn(Clements-13, Mr.-12)
dobj(quotes-11, Clements-13)
prep(quotes-11, as-14)
pcomp(as-14, saying-15)
punct(quotes-11, .-16)

punct(Go-2, ``-1)
root(ROOT-0, Go-2)
xcomp(Go-2, run-3)
det(university-5, the-4)
dobj(run-3, university-5)
punct(Go-2, .-6)
punct(Go-2, ''-7)

dep(was-2, Which-1)
root(ROOT-0, was-2)
dep(was-2, about-3)
dep(did-7, what-4)
nn(Shields-6, Mr.-5)
nsubj(did-7, Shields-6)
ccomp(was-2, did-7)
punct(and-9, ,-8)
dep(did-7, and-9)
dep(and-9, quietly-10)
punct(and-9, ,-11)
mark(resigned-14, until-12)
dep(resigned-14, he-13)
advcl(did-7, resigned-14)
det(years-17, a-15)
amod(years-17, few-16)
npadvmod(later-18, years-17)
advmod(resigned-14, later-18)
punct(resigned-14, ,-19)
xcomp(resigned-14, pleading-20)
amod(health-22, ill-21)
dobj(pleading-20, health-22)
punct(resigned-14, ,-23)
advmod(hit-27, when-24)
det(stuff-26, the-25)
nsubj(hit-27, stuff-26)
ccomp(resigned-14, hit-27)
det(fan-29, the-28)
dobj(hit-27, fan-29)
punct(was-2, .-30)

nn(Whitford-2, Mr.-1)
nsubj(drew-3, Whitford-2)
root(ROOT-0, drew-3)
prep(drew-3, on-4)
amod(coverage-8, voluminous-5)
nn(coverage-8, news-6)
nn(coverage-8, media-7)
pobj(on-4, coverage-8)
prep(coverage-8, of-9)
det(scandal-12, the-10)
nn(scandal-12, SMU-11)
pobj(of-9, scandal-12)
punct(on-4, ,-13)
cc(on-4, and-14)
conj(on-4, on-15)
det(investigation-19, a-16)
nn(investigation-19, university-17)
amod(investigation-19, internal-18)
pobj(on-15, investigation-19)
punct(drew-3, .-20)

nn(Keteyian-2, Mr.-1)
nsubj(had-3, Keteyian-2)
root(ROOT-0, had-3)
aux(do-5, to-4)
xcomp(had-3, do-5)
dobj(do-5, most-6)
prep(most-6, of-7)
poss(digging-10, his-8)
amod(digging-10, own-9)
pobj(of-7, digging-10)
prep(digging-10, on-11)
dep(football-15, University-12)
prep(University-12, of-13)
dep(of-13, Nebraska-14)
pobj(on-11, football-15)
punct(football-15, ,-16)
dep(high-23, which-17)
cop(high-23, is-18)
punct(high-23, ,-19)
prep(high-23, to-20)
dep(to-20, date-21)
punct(high-23, ,-22)
dep(football-15, high-23)
cc(high-23, and-24)
conj(high-23, dry-25)
advmod(far-27, as-26)
advmod(high-23, far-27)
mark(concerned-32, as-28)
det(NCAA-30, the-29)
nsubjpass(concerned-32, NCAA-30)
auxpass(concerned-32, is-31)
advcl(far-27, concerned-32)
punct(had-3, .-33)

advmod(gets-4, Unfortunately-1)
punct(gets-4, ,-2)
dep(gets-4, he-3)
root(ROOT-0, gets-4)
amod(grades-6, low-5)
dobj(gets-4, grades-6)
prep(grades-6, as-7)
det(reporter-10, an-8)
amod(reporter-10, investigative-9)
pobj(as-7, reporter-10)
punct(gets-4, ,-11)
vmod(gets-4, relying-12)
advmod(relying-12, heavily-13)
prep(relying-12, on-14)
dep(called-25, what-15)
poss(mayor-19, Chicago-16)
possessive(Chicago-16, 's-17)
amod(mayor-19, late-18)
nsubj(called-25, mayor-19)
punct(mayor-19, ,-20)
nn(Daley-23, Richard-21)
nn(Daley-23, J.-22)
appos(mayor-19, Daley-23)
punct(mayor-19, ,-24)
pcomp(on-14, called-25)
punct(insinuendo-27, ``-26)
dep(called-25, insinuendo-27)
punct(gets-4, .-28)
punct(gets-4, ''-29)

dep(go-2, Discrepancies-1)
root(ROOT-0, go-2)
dep(go-2, unexplained-3)
prep(go-2, in-4)
punct(in-4, ``-5)
dep(in-4, Confidential-6)
punct(in-4, ''-7)
punct(claims-11, -LRB--8)
num(ex-player-10, one-9)
nsubj(claims-11, ex-player-10)
dep(go-2, claims-11)
dep(received-13, he-12)
ccomp(claims-11, received-13)
dep($-17, $-14)
number($-17, 4,000-15)
dep($-17, to-16)
dobj(received-13, $-17)
num($-17, 5,000-18)
prep(received-13, for-19)
poss(tickets-23, his-20)
nn(tickets-23, season-21)
nn(tickets-23, football-22)
pobj(for-19, tickets-23)
mark(said-26, while-24)
dep(said-26, others-25)
advcl(claims-11, said-26)
dep(brought-28, theirs-27)
ccomp(said-26, brought-28)
quantmod(hundred-32, only-29)
quantmod(hundred-32, a-30)
quantmod(hundred-32, few-31)
num(dollars-33, hundred-32)
dobj(brought-28, dollars-33)
punct(claims-11, -RRB--34)
punct(go-2, ,-35)
cc(go-2, and-36)
advmod(nail-42, when-37)
nn(Keteyian-39, Mr.-38)
nsubj(nail-42, Keteyian-39)
aux(nail-42, ca-40)
neg(nail-42, n't-41)
csubj(reprints-61, nail-42)
dep(nail-42, down-43)
dobj(nail-42, something-44)
punct(something-44, ,-45)
prep(something-44, like-46)
dep(owned-49, who-47)
advmod(owned-49, really-48)
pcomp(like-46, owned-49)
det(car-51, a-50)
dobj(owned-49, car-51)
vmod(car-51, driven-52)
prep(driven-52, by-53)
nn(Dubose-57, Husker-54)
nn(Dubose-57, tailback-55)
nn(Dubose-57, Doug-56)
pobj(by-53, Dubose-57)
punct(nail-42, ,-58)
dep(reprints-61, he-59)
advmod(reprints-61, simply-60)
conj(go-2, reprints-61)
poss(notes-63, his-62)
dobj(reprints-61, notes-63)
punct(go-2, .-64)

dep(are-2, There-1)
root(ROOT-0, are-2)
amod(references-4, gratuitous-3)
dep(are-2, references-4)
prep(references-4, to-5)
amod(liaisons-8, supposed-6)
amod(liaisons-8, romantic-7)
pobj(to-5, liaisons-8)
prep(liaisons-8, between-9)
nn(players-11, Husker-10)
pobj(between-9, players-11)
cc(players-11, and-12)
det(employee-17, a-13)
amod(employee-17, low-level-14)
nn(employee-17, female-15)
nn(employee-17, university-16)
conj(players-11, employee-17)
punct(are-2, .-18)

det(charge-3, A-1)
amod(charge-3, serious-2)
nsubjpass(included-29, charge-3)
punct(threw-11, ---4)
mark(threw-11, that-5)
nn(Fryar-9, star-6)
nn(Fryar-9, flanker-7)
nn(Fryar-9, Irving-8)
nsubj(threw-11, Fryar-9)
punct(threw-11, ``-10)
dep(charge-3, threw-11)
punct(threw-11, ''-12)
det(game-17, the-13)
num(game-17, 1984-14)
nn(game-17, Orange-15)
nn(game-17, Bowl-16)
dobj(threw-11, game-17)
prep(threw-11, by-18)
advmod(dropping-20, intentionally-19)
pcomp(by-18, dropping-20)
det(pass-22, a-21)
dobj(dropping-20, pass-22)
prep(dropping-20, in-23)
det(zone-26, the-24)
nn(zone-26, end-25)
pobj(in-23, zone-26)
punct(threw-11, ---27)
auxpass(included-29, is-28)
root(ROOT-0, included-29)
punct(included-29, ,-30)
advmod(denied-38, even-31)
mark(denied-38, though-32)
det(coach-36, the-33)
nn(coach-36, Nebraska-34)
nn(coach-36, assistant-35)
nsubj(denied-38, coach-36)
vmod(coach-36, quoted-37)
advcl(included-29, denied-38)
xcomp(denied-38, making-39)
dep(making-39, it-40)
punct(included-29, .-41)

advmod(produces-5, Still-1)
punct(produces-5, ,-2)
det(book-4, the-3)
nsubj(produces-5, book-4)
root(ROOT-0, produces-5)
amod(smoke-7, more-6)
dobj(produces-5, smoke-7)
prep(smoke-7, than-8)
det(sofa-11, a-9)
amod(sofa-11, smoldering-10)
pobj(than-8, sofa-11)
punct(smoke-7, ,-12)
advmod(smoke-7, along-13)
prep(along-13, with-14)
det(flames-17, a-15)
amod(flames-17, few-16)
pobj(with-14, flames-17)
punct(smoke-7, ,-18)
advmod(concerning-20, especially-19)
vmod(smoke-7, concerning-20)
det(use-22, the-21)
dobj(concerning-20, use-22)
prep(use-22, of-23)
dep(of-23, steroids-24)
punct(produces-5, .-25)

nn(Steinkuhler-2, Dean-1)
nsubj(confesses-10, Steinkuhler-2)
punct(Steinkuhler-2, ,-3)
det(lineman-8, a-4)
advmod(bulked-up-6, spectacularly-5)
amod(lineman-8, bulked-up-6)
amod(lineman-8, former-7)
appos(Steinkuhler-2, lineman-8)
punct(Steinkuhler-2, ,-9)
root(ROOT-0, confesses-10)
mark(used-13, that-11)
dep(used-13, he-12)
ccomp(confesses-10, used-13)
dep(used-13, 'em-14)
punct(confesses-10, ,-15)
cc(confesses-10, and-16)
conj(confesses-10, says-17)
amod(Huskers-19, other-18)
nsubj(too-21, Huskers-19)
aux(too-21, did-20)
ccomp(says-17, too-21)
punct(confesses-10, .-22)

nsubj(mystery-4, It-1)
cop(mystery-4, 's-2)
det(mystery-4, a-3)
root(ROOT-0, mystery-4)
advmod(escaped-9, how-5)
dep(escaped-9, this-6)
aux(escaped-9, could-7)
aux(escaped-9, have-8)
dep(mystery-4, escaped-9)
det(notice-11, the-10)
dobj(escaped-9, notice-11)
prep(notice-11, of-12)
nn(coaches-14, Nebraska-13)
pobj(of-12, coaches-14)
punct(mystery-4, .-15)

advmod(did-4, Probably-1)
punct(did-4, ,-2)
dep(did-4, it-3)
root(ROOT-0, did-4)
neg(did-4, n't-5)
punct(did-4, .-6)

punct(sort-9, ``-1)
nn(Young-4, Never-2)
nn(Young-4, Too-3)
nsubj(sort-9, Young-4)
punct(sort-9, ''-5)
cop(sort-9, is-6)
det(sort-9, a-7)
amod(sort-9, different-8)
root(ROOT-0, sort-9)
prep(sort-9, of-10)
dep(of-10, work-11)
punct(sort-9, ,-12)
vmod(sort-9, focusing-13)
prep(focusing-13, on-14)
det(death-17, the-15)
num(death-17, 1986-16)
pobj(on-14, death-17)
prep(death-17, from-18)
nn(ingestion-20, cocaine-19)
pobj(from-18, ingestion-20)
prep(death-17, of-21)
pobj(of-21, Bias-22)
punct(Bias-22, ,-23)
det(star-29, a-24)
dep(star-29, University-25)
prep(University-25, of-26)
dep(of-26, Maryland-27)
nn(star-29, basketball-28)
dep(Bias-22, star-29)
vmod(star-29, ticketed-30)
prep(ticketed-30, for-31)
amod(stardom-34, sure-32)
amod(stardom-34, pro-33)
pobj(for-31, stardom-34)
punct(sort-9, .-35)

mark(was-4, While-1)
det(university-3, the-2)
nsubj(was-4, university-3)
advcl(bear-23, was-4)
neg(more-6, no-5)
advmod(blame-8, more-6)
aux(blame-8, to-7)
xcomp(was-4, blame-8)
prep(blame-8, for-9)
dep(for-9, that-10)
prep(blame-8, than-11)
pcomp(than-11, for-12)
det(fate-15, the-13)
amod(fate-15, similar-14)
pobj(for-12, fate-15)
prep(fate-15, of-16)
det(student-19, any-17)
amod(student-19, other-18)
pobj(of-16, student-19)
punct(bear-23, ,-20)
dep(bear-23, it-21)
aux(bear-23, must-22)
root(ROOT-0, bear-23)
dobj(bear-23, responsibility-24)
prep(responsibility-24, for-25)
poss(conduct-27, its-26)
pobj(for-25, conduct-27)
prep(conduct-27, in-28)
det(aftermath-30, the-29)
pobj(in-28, aftermath-30)
punct(bear-23, .-31)

poss(coach-3, Bias-1)
possessive(Bias-1, 's-2)
nsubj(ordered-8, coach-3)
punct(coach-3, ,-4)
nn(Driesell-6, Lefty-5)
appos(coach-3, Driesell-6)
punct(coach-3, ,-7)
root(ROOT-0, ordered-8)
det(room-10, the-9)
dobj(ordered-8, room-10)
prep(died-14, in-11)
dep(in-11, which-12)
dep(died-14, Bias-13)
rcmod(room-10, died-14)
aux(cleaned-17, to-15)
auxpass(cleaned-17, be-16)
xcomp(ordered-8, cleaned-17)
mark(could-21, before-18)
det(police-20, the-19)
nsubj(could-21, police-20)
advcl(cleaned-17, could-21)
dep(could-21, arrive-22)
punct(carried-28, -LRB--23)
det(order-25, the-24)
nsubjpass(carried-28, order-25)
auxpass(carried-28, was-26)
neg(carried-28, n't-27)
dep(ordered-8, carried-28)
dep(carried-28, out-29)
punct(carried-28, -RRB--30)
punct(ordered-8, ,-31)
cc(ordered-8, and-32)
det(school-34, the-33)
poss(director-37, school-34)
possessive(school-34, 's-35)
nn(director-37, athletics-36)
nsubj(issued-38, director-37)
conj(ordered-8, issued-38)
amod(information-40, false-39)
dobj(issued-38, information-40)
prep(information-40, about-41)
det(standing-44, the-42)
amod(standing-44, academic-43)
pobj(about-41, standing-44)
prep(standing-44, of-45)
pobj(of-45, Bias-46)
cc(Bias-46, and-47)
amod(players-49, other-48)
conj(Bias-46, players-49)
punct(ordered-8, .-50)

dep(responses-8, Those-1)
punct(responses-8, ,-2)
prep(responses-8, of-3)
dep(of-3, course-4)
punct(responses-8, ,-5)
cop(responses-8, were-6)
det(responses-8, the-7)
root(ROOT-0, responses-8)
prep(responses-8, of-9)
pobj(of-9, people-10)
prep(people-10, with-11)
pobj(with-11, something-12)
aux(hide-14, to-13)
vmod(something-12, hide-14)
punct(responses-8, .-15)

dep(wonders-2, One-1)
root(ROOT-0, wonders-2)
advmod(behave-9, how-3)
amod(officials-7, other-4)
nn(officials-7, college-5)
amod(officials-7, athletic-6)
nsubj(behave-9, officials-7)
aux(behave-9, would-8)
ccomp(wonders-2, behave-9)
prep(behave-9, under-10)
det(circumstances-13, the-11)
amod(circumstances-13, same-12)
pobj(under-10, circumstances-13)
punct(wonders-2, .-14)

poss(column-7, Tomorrow-1)
possessive(Tomorrow-1, 's-2)
punct(column-7, ``-3)
prep(column-7, On-4)
dep(On-4, Sports-5)
punct(column-7, ''-6)
nsubj(look-9, column-7)
aux(look-9, will-8)
root(ROOT-0, look-9)
prep(look-9, at-10)
det(aspect-12, another-11)
pobj(at-10, aspect-12)
prep(aspect-12, of-13)
det(mess-17, the-14)
nn(mess-17, college-15)
nn(mess-17, sports-16)
pobj(of-13, mess-17)
punct(look-9, .-18)

nsubj(paid-13, Mercedes-Benz-1)
prep(Mercedes-Benz-1, of-2)
nn(Inc.-5, North-3)
nn(Inc.-5, America-4)
pobj(of-2, Inc.-5)
punct(Mercedes-Benz-1, ,-6)
det(unit-8, a-7)
appos(Mercedes-Benz-1, unit-8)
prep(unit-8, of-9)
nn(AG-11, Daimler-Benz-10)
pobj(of-9, AG-11)
punct(Mercedes-Benz-1, ,-12)
root(ROOT-0, paid-13)
dep(paid-13, Massachusetts-14)
dobj(paid-13, $-15)
number(million-17, 9.1-16)
num($-15, million-17)
prep($-15, in-18)
dep(in-18, taxes-19)
punct(paid-13, ,-20)
vmod(paid-13, bringing-21)
prep(bringing-21, to-22)
det(end-24, an-23)
pobj(to-22, end-24)
det(chase-29, a-25)
amod(chase-29, 10-month-long-26)
amod(chase-29, corporate-27)
nn(chase-29, tax-28)
dobj(bringing-21, chase-29)
punct(paid-13, .-30)

nsubj(dogged-8, Officials-1)
prep(Officials-1, at-2)
det(Department-4, the-3)
pobj(at-2, Department-4)
prep(Department-4, of-5)
dep(of-5, Revenue-6)
aux(dogged-8, had-7)
root(ROOT-0, dogged-8)
det(maker-12, the-9)
amod(maker-12, foreign-10)
nn(maker-12, car-11)
dobj(dogged-8, maker-12)
prep(dogged-8, for-13)
pobj(for-13, taxes-14)
dep(taxes-14, owed-15)
prep(owed-15, on-16)
nn(transactions-18, business-17)
pobj(on-16, transactions-18)
cc(dogged-8, and-19)
aux(proceeding-21, were-20)
conj(dogged-8, proceeding-21)
aux(settle-23, to-22)
xcomp(proceeding-21, settle-23)
det(dispute-25, the-24)
dobj(settle-23, dispute-25)
prep(settle-23, in-26)
dep(in-26, court-27)
punct(dogged-8, .-28)

cc(arrived-5, But-1)
punct(arrived-5, ``-2)
det(check-4, the-3)
nsubj(arrived-5, check-4)
ccomp(said-11, arrived-5)
prep(arrived-5, in-6)
det(mail-8, the-7)
pobj(in-6, mail-8)
punct(said-11, ,-9)
punct(said-11, ''-10)
root(ROOT-0, said-11)
nn(Kidder-13, Stephen-12)
nsubj(said-11, Kidder-13)
punct(Kidder-13, ,-14)
nn(Commissioner-16, Massachusetts-15)
appos(Kidder-13, Commissioner-16)
prep(Commissioner-16, of-17)
dep(of-17, Revenue-18)
punct(said-11, .-19)

nsubj(explain-31, Mercedes-Benz-1)
punct(Mercedes-Benz-1, ,-2)
dep(said-5, which-3)
aux(said-5, had-4)
dep(Mercedes-Benz-1, said-5)
dep(owe-9, it-6)
aux(owe-9, did-7)
neg(owe-9, n't-8)
ccomp(said-5, owe-9)
dep(owe-9, taxes-10)
prep(owe-9, to-11)
dep(to-11, Massachusetts-12)
advmod(sells-16, partly-13)
mark(sells-16, because-14)
dep(sells-16, it-15)
advcl(owe-9, sells-16)
poss(cars-18, its-17)
dobj(sells-16, cars-18)
prep(sells-16, at-19)
det(dock-21, a-20)
pobj(at-19, dock-21)
prep(dock-21, in-22)
dep(in-22, Baltimore-23)
cc(at-19, and-24)
neg(in-26, not-25)
conj(at-19, in-26)
dep(in-26, Massachusetts-27)
punct(Mercedes-Benz-1, ,-28)
aux(explain-31, did-29)
neg(explain-31, n't-30)
root(ROOT-0, explain-31)
poss(change-33, its-32)
dobj(explain-31, change-33)
prep(change-33, of-34)
dep(of-34, heart-35)
punct(explain-31, .-36)

amod(month-2, Last-1)
tmod(approached-6, month-2)
punct(approached-6, ,-3)
nn(executives-5, Mercedes-Benz-4)
nsubj(approached-6, executives-5)
ccomp(said-17, approached-6)
nn(officials-9, state-7)
nn(officials-9, revenue-8)
dobj(approached-6, officials-9)
xcomp(approached-6, complaining-10)
prep(complaining-10, about-11)
amod(press-13, bad-12)
pobj(about-11, press-13)
punct(said-17, ,-14)
det(commissioner-16, the-15)
nsubj(said-17, commissioner-16)
root(ROOT-0, said-17)
punct(said-17, .-18)

det(dispute-2, The-1)
nsubj(subject-5, dispute-2)
cop(subject-5, was-3)
det(subject-5, the-4)
root(ROOT-0, subject-5)
prep(subject-5, of-6)
det(article-11, a-7)
nn(article-11, Wall-8)
nn(article-11, Street-9)
nn(article-11, Journal-10)
pobj(of-6, article-11)
prep(article-11, in-12)
dep(in-12, August-13)
punct(subject-5, .-14)

det(amount-2, The-1)
nsubj(covers-3, amount-2)
root(ROOT-0, covers-3)
dobj(covers-3, taxes-4)
punct(taxes-4, ,-5)
conj(taxes-4, interest-6)
cc(taxes-4, and-7)
conj(taxes-4, penalties-8)
vmod(taxes-4, owed-9)
prep(owed-9, from-10)
pobj(from-10, 1966-11)
punct(1966-11, ,-12)
advmod(began-16, when-13)
det(state-15, the-14)
nsubj(began-16, state-15)
dep(1966-11, began-16)
xcomp(began-16, collecting-17)
amod(taxes-19, corporate-18)
dobj(collecting-17, taxes-19)
punct(1966-11, ,-20)
prep(from-10, to-21)
dep(to-21, 1985-22)
punct(covers-3, .-23)

dep(agreed-3, Mercedes-Benz-1)
advmod(agreed-3, also-2)
ccomp(added-17, agreed-3)
aux(pay-5, to-4)
xcomp(agreed-3, pay-5)
dobj(pay-5, taxes-6)
dep(taxes-6, owed-7)
prep(owed-7, for-8)
det(years-10, the-9)
pobj(for-8, years-10)
num(years-10, 1986-11)
amod(years-10, through-12)
num(years-10, 1988-13)
punct(added-17, ,-14)
nn(Kidder-16, Mr.-15)
nsubj(added-17, Kidder-16)
root(ROOT-0, added-17)
punct(added-17, .-18)

prep(pay-8, Under-1)
nn(laws-4, Massachusetts-2)
nn(laws-4, tax-3)
pobj(Under-1, laws-4)
punct(pay-8, ,-5)
dep(pay-8, corporations-6)
aux(pay-8, must-7)
root(ROOT-0, pay-8)
num(%-10, 9.5-9)
dobj(pay-8, %-10)
prep(%-10, of-11)
amod(profits-13, estimated-12)
pobj(of-11, profits-13)
vmod(profits-13, resulting-14)
prep(resulting-14, from-15)
nn(transactions-17, business-16)
pobj(from-15, transactions-17)
prep(transactions-17, in-18)
det(state-20, the-19)
pobj(in-18, state-20)
mark(conducts-24, if-21)
det(company-23, the-22)
nsubj(conducts-24, company-23)
advcl(pay-8, conducts-24)
det(variety-26, a-25)
dobj(conducts-24, variety-26)
prep(variety-26, of-27)
amod(activities-29, non-sales-28)
pobj(of-27, activities-29)
punct(activities-29, ,-30)
prep(activities-29, including-31)
pobj(including-31, warranties-32)
punct(warranties-32, ,-33)
nn(complaints-35, customer-34)
conj(warranties-32, complaints-35)
cc(warranties-32, and-36)
conj(warranties-32, relations-37)
prep(relations-37, with-38)
amod(dealerships-40, independent-39)
pobj(with-38, dealerships-40)
punct(pay-8, .-41)

nn(Inc.-4, National-1)
nn(Inc.-4, Convenience-2)
nn(Inc.-4, Stores-3)
nsubj(said-16, Inc.-4)
punct(said-16, ,-5)
vmod(said-16, trying-6)
aux(shake-8, to-7)
xcomp(trying-6, shake-8)
det(doldrums-10, the-9)
dobj(shake-8, doldrums-10)
prep(doldrums-10, in-11)
det(business-14, the-12)
nn(business-14, convenience-store-13)
pobj(in-11, business-14)
punct(said-16, ,-15)
root(ROOT-0, said-16)
dep(rearrange-19, it-17)
aux(rearrange-19, will-18)
ccomp(said-16, rearrange-19)
det(merchandise-21, the-20)
dobj(rearrange-19, merchandise-21)
prep(merchandise-21, in-22)
pobj(in-22, all-23)
prep(all-23, of-24)
poss(stores-26, its-25)
pobj(of-24, stores-26)
prep(rearrange-19, in-27)
det(months-31, the-28)
amod(months-31, next-29)
num(months-31, 18-30)
pobj(in-27, months-31)
aux(cater-33, to-32)
vmod(rearrange-19, cater-33)
advmod(cater-33, better-34)
prep(cater-33, to-35)
det(neighborhoods-37, the-36)
pobj(to-35, neighborhoods-37)
prep(neighborhoods-37, around-38)
poss(stores-40, its-39)
pobj(around-38, stores-40)
punct(said-16, .-41)
