advmod(Monday-7, No-1)
det(index-11, the-8)
nn(index-11, producer-9)
nn(index-11, price-10)
nsubj(shot-15, index-11)
prep(index-11, for-12)
amod(goods-14, finished-13)
pobj(for-12, goods-14)
root(ROOT-0, shot-15)
advmod(shot-15, up-16)
num(%-18, 0.9-17)
dobj(shot-15, %-18)
amod(month-20, last-19)
tmod(shot-15, month-20)
punct(reported-25, ,-21)
det(Department-24, the-22)
nn(Department-24, Labor-23)
nsubj(reported-25, Department-24)
parataxis(shot-15, reported-25)
dep(reported-25, Friday-26)
punct(reported-25, ,-27)
mark(jumped-31, as-28)
nn(prices-30, energy-29)
nsubj(jumped-31, prices-30)
advcl(shot-15, jumped-31)
prep(jumped-31, after-32)
pcomp(after-32, tumbling-33)
prep(tumbling-33, through-34)
det(summer-36, the-35)
pobj(through-34, summer-36)
punct(shot-15, .-37)

mark(trigger-16, Although-1)
det(report-3, the-2)
nsubj(trigger-16, report-3)
punct(report-3, ,-4)
dep(released-7, which-5)
auxpass(released-7, was-6)
dep(report-3, released-7)
mark(market-11, before-8)
det(market-11, the-9)
nn(market-11, stock-10)
advcl(released-7, market-11)
dep(market-11, opened-12)
punct(report-3, ,-13)
aux(trigger-16, did-14)
neg(trigger-16, n't-15)
advcl(said-28, trigger-16)
det(drop-19, the-17)
amod(drop-19, 190.58-point-18)
dobj(trigger-16, drop-19)
prep(drop-19, in-20)
det(Average-25, the-21)
nn(Average-25, Dow-22)
nn(Average-25, Jones-23)
nn(Average-25, Industrial-24)
pobj(in-20, Average-25)
punct(said-28, ,-26)
dep(said-28, analysts-27)
root(ROOT-0, said-28)
dep(play-31, it-29)
aux(play-31, did-30)
ccomp(said-28, play-31)
det(role-33, a-32)
dobj(play-31, role-33)
prep(play-31, in-34)
det(market-36, the-35)
poss(decline-38, market-36)
possessive(market-36, 's-37)
pobj(in-34, decline-38)
punct(said-28, .-39)

dep(viewed-3, Analysts-1)
advmod(viewed-3, immediately-2)
root(ROOT-0, viewed-3)
det(data-6, the-4)
nn(data-6, price-5)
dobj(viewed-3, data-6)
punct(data-6, ,-7)
det(news-11, the-8)
amod(news-11, grimmest-9)
nn(news-11, inflation-10)
appos(data-6, news-11)
prep(news-11, in-12)
dep(in-12, months-13)
punct(data-6, ,-14)
prep(viewed-3, as-15)
pobj(as-15, evidence-16)
mark(unlikely-22, that-17)
det(Reserve-20, the-18)
nn(Reserve-20, Federal-19)
nsubj(unlikely-22, Reserve-20)
cop(unlikely-22, was-21)
ccomp(evidence-16, unlikely-22)
aux(allow-24, to-23)
xcomp(unlikely-22, allow-24)
nn(rates-26, interest-25)
dobj(allow-24, rates-26)
xcomp(allow-24, to-27)
dep(to-27, fall-28)
mark(hoped-33, as-29)
amod(investors-31, many-30)
nsubj(hoped-33, investors-31)
aux(hoped-33, had-32)
advcl(allow-24, hoped-33)
punct(viewed-3, .-34)

advmod(fueling-2, Further-1)
vmod(reported-23, fueling-2)
det(belief-4, the-3)
dobj(fueling-2, belief-4)
mark(sufficient-11, that-5)
nsubj(sufficient-11, pressures-6)
prep(pressures-6, in-7)
det(economy-9, the-8)
pobj(in-7, economy-9)
cop(sufficient-11, were-10)
ccomp(belief-4, sufficient-11)
aux(keep-13, to-12)
xcomp(sufficient-11, keep-13)
det(Fed-15, the-14)
dobj(keep-13, Fed-15)
prep(keep-13, from-16)
pcomp(from-16, easing-17)
dep(easing-17, credit-18)
punct(reported-23, ,-19)
det(Department-22, the-20)
nn(Department-22, Commerce-21)
nsubj(reported-23, Department-22)
root(ROOT-0, reported-23)
dep(reported-23, Friday-24)
mark(grew-28, that-25)
amod(sales-27, retail-26)
nsubj(grew-28, sales-27)
ccomp(reported-23, grew-28)
num(%-30, 0.5-29)
dobj(grew-28, %-30)
prep(grew-28, in-31)
dep(in-31, September-32)
punct(grew-28, ,-33)
prep(grew-28, to-34)
pobj(to-34, $-35)
number(billion-37, 145.21-36)
num($-35, billion-37)
punct(reported-23, .-38)

det(rise-2, That-1)
nsubj(came-3, rise-2)
root(ROOT-0, came-3)
prep(came-3, on-4)
pobj(on-4, top-5)
prep(top-5, of-6)
det(gain-10, a-7)
number(%-9, 0.7-8)
amod(gain-10, %-9)
pobj(of-6, gain-10)
prep(gain-10, in-11)
dep(in-11, August-12)
punct(came-3, ,-13)
cc(came-3, and-14)
conj(came-3, suggested-15)
dep(is-17, there-16)
ccomp(suggested-15, is-17)
advmod(is-17, still-18)
amod(demand-21, healthy-19)
nn(demand-21, consumer-20)
dep(is-17, demand-21)
prep(demand-21, in-22)
det(economy-24, the-23)
pobj(in-22, economy-24)
punct(came-3, .-25)

punct(said-33, ``-1)
dep(think-3, I-2)
ccomp(said-33, think-3)
det(report-6, the-4)
nn(report-6, Friday-5)
nsubj(weakened-16, report-6)
punct(report-6, ,-7)
prep(report-6, combined-8)
pcomp(combined-8, with-9)
det(actions-11, the-10)
pobj(with-9, actions-11)
prep(actions-11, of-12)
det(Fed-14, the-13)
pobj(of-12, Fed-14)
punct(report-6, ,-15)
ccomp(think-3, weakened-16)
det(belief-18, the-17)
dobj(weakened-16, belief-18)
mark(going-22, that-19)
dep(going-22, there-20)
aux(going-22, was-21)
ccomp(belief-18, going-22)
aux(easing-27, to-23)
cop(easing-27, be-24)
det(easing-27, an-25)
amod(easing-27, imminent-26)
xcomp(going-22, easing-27)
prep(easing-27, of-28)
amod(policy-30, monetary-29)
pobj(of-28, policy-30)
punct(said-33, ,-31)
punct(said-33, ''-32)
root(ROOT-0, said-33)
nn(Dederick-35, Robert-34)
nsubj(said-33, Dederick-35)
punct(Dederick-35, ,-36)
amod(economist-38, chief-37)
appos(Dederick-35, economist-38)
prep(economist-38, at-39)
nn(Co.-42, Northern-40)
nn(Co.-42, Trust-41)
pobj(at-39, Co.-42)
prep(Co.-42, in-43)
dep(in-43, Chicago-44)
punct(said-33, .-45)

cc(were-3, But-1)
dep(were-3, economists-2)
root(ROOT-0, were-3)
dep(were-3, divided-4)
prep(were-3, over-5)
det(extent-7, the-6)
pobj(over-5, extent-7)
prep(extent-7, of-8)
det(threat-11, the-9)
nn(threat-11, inflation-10)
pobj(of-8, threat-11)
vmod(threat-11, signaled-12)
prep(signaled-12, by-13)
det(numbers-16, the-14)
amod(numbers-16, new-15)
pobj(by-13, numbers-16)
punct(were-3, .-17)

punct(said-35, ``-1)
det(increase-6, The-2)
amod(increase-6, overall-3)
number(%-5, 0.9-4)
amod(increase-6, %-5)
nsubj(is-7, increase-6)
ccomp(said-35, is-7)
dep(is-7, serious-8)
prep(is-7, in-9)
dep(in-9, itself-10)
punct(is-7, ,-11)
cc(is-7, but-12)
dep(worse-16, what-13)
cop(worse-16, is-14)
advmod(worse-16, even-15)
csubj(is-17, worse-16)
conj(is-7, is-17)
mark(increased-29, that-18)
prep(increased-29, excluding-19)
pobj(excluding-19, food-20)
cc(food-20, and-21)
conj(food-20, energy-22)
punct(increased-29, ,-23)
det(index-27, the-24)
nn(index-27, producer-25)
nn(index-27, price-26)
nsubj(increased-29, index-27)
advmod(increased-29, still-28)
ccomp(is-17, increased-29)
prep(increased-29, by-30)
num(%-32, 0.7-31)
pobj(by-30, %-32)
punct(said-35, ,-33)
punct(said-35, ''-34)
root(ROOT-0, said-35)
nn(Richards-37, Gordon-36)
nsubj(said-35, Richards-37)
punct(Richards-37, ,-38)
det(economist-40, an-39)
appos(Richards-37, economist-40)
prep(economist-40, at-41)
det(Association-44, the-42)
nn(Association-44, National-43)
pobj(at-41, Association-44)
prep(Association-44, of-45)
dep(of-45, Manufacturers-46)
punct(said-35, .-47)

cc(blamed-14, But-1)
nn(Sohn-4, Sung-2)
nn(Sohn-4, Won-3)
nsubj(blamed-14, Sohn-4)
punct(Sohn-4, ,-5)
amod(economist-7, chief-6)
appos(Sohn-4, economist-7)
prep(economist-7, at-8)
nn(Corp.-10, Norwest-9)
pobj(at-8, Corp.-10)
prep(Corp.-10, in-11)
dep(in-11, Minneapolis-12)
punct(Sohn-4, ,-13)
root(ROOT-0, blamed-14)
amod(prices-17, rising-15)
nn(prices-17, energy-16)
dobj(blamed-14, prices-17)
cc(prices-17, and-18)
det(increase-22, the-19)
amod(increase-22, annual-20)
nn(increase-22, autumn-21)
conj(prices-17, increase-22)
prep(increase-22, in-23)
nn(prices-25, car-24)
pobj(in-23, prices-25)
prep(blamed-14, for-26)
pobj(for-26, most-27)
prep(most-27, of-28)
det(jump-31, the-29)
nn(jump-31, September-30)
pobj(of-28, jump-31)
punct(blamed-14, .-32)

punct(said-18, ``-1)
dep(say-4, I-2)
aux(say-4, would-3)
ccomp(said-18, say-4)
dep(news-9, this-5)
cop(news-9, is-6)
neg(news-9, not-7)
amod(news-9, bad-8)
dep(say-4, news-9)
punct(news-9, ;-10)
dep(blip-14, this-11)
cop(blip-14, is-12)
det(blip-14, a-13)
parataxis(news-9, blip-14)
punct(said-18, ,-15)
punct(said-18, ''-16)
dep(said-18, he-17)
root(ROOT-0, said-18)
punct(said-18, .-19)

punct(is-5, ``-1)
det(rate-4, The-2)
amod(rate-4, core-3)
nsubj(is-5, rate-4)
root(ROOT-0, is-5)
neg(is-5, not-6)
advmod(is-5, really-7)
advmod(is-5, out-8)
prep(out-8, of-9)
dep(of-9, line-10)
punct(is-5, .-11)
punct(is-5, ''-12)

det(year-2, All-1)
tmod(skewed-7, year-2)
punct(skewed-7, ,-3)
nn(prices-5, energy-4)
nsubj(skewed-7, prices-5)
aux(skewed-7, have-6)
root(ROOT-0, skewed-7)
det(index-11, the-8)
nn(index-11, producer-9)
nn(index-11, price-10)
dobj(skewed-7, index-11)
punct(index-11, ,-12)
dep(measures-14, which-13)
dep(index-11, measures-14)
dobj(measures-14, changes-15)
prep(changes-15, in-16)
det(prices-18, the-17)
pobj(in-16, prices-18)
dep(receive-20, producers-19)
rcmod(prices-18, receive-20)
prep(receive-20, for-21)
dep(for-21, goods-22)
punct(skewed-7, .-23)

dep(fallen-4, Inflation-1)
advmod(fallen-4, unquestionably-2)
aux(fallen-4, has-3)
root(ROOT-0, fallen-4)
advmod(fallen-4, back-5)
prep(back-5, from-6)
poss(pace-9, its-7)
amod(pace-9, torrid-8)
pobj(from-6, pace-9)
amod(winter-11, last-10)
dep(pace-9, winter-11)
punct(winter-11, ,-12)
advmod(sent-21, when-13)
det(run-up-16, a-14)
amod(run-up-16, steep-15)
nsubj(sent-21, run-up-16)
prep(run-up-16, in-17)
nn(prices-20, world-18)
nn(prices-20, oil-19)
pobj(in-17, prices-20)
rcmod(winter-11, sent-21)
det(index-23, the-22)
nsubj(surging-24, index-23)
dep(sent-21, surging-24)
prep(surging-24, at-25)
amod(rates-28, double-digit-26)
amod(rates-28, annual-27)
pobj(at-25, rates-28)
punct(fallen-4, .-29)

nn(prices-2, Energy-1)
nsubj(plummeted-4, prices-2)
advmod(plummeted-4, then-3)
root(ROOT-0, plummeted-4)
prep(plummeted-4, through-5)
det(summer-7, the-6)
pobj(through-5, summer-7)
punct(plummeted-4, ,-8)
xcomp(plummeted-4, causing-9)
det(index-11, the-10)
dobj(causing-9, index-11)
aux(decline-13, to-12)
xcomp(causing-9, decline-13)
prep(decline-13, for-14)
num(months-17, three-15)
amod(months-17, consecutive-16)
pobj(for-14, months-17)
punct(plummeted-4, .-18)

advmod(climbed-6, Overall-1)
punct(climbed-6, ,-2)
det(index-4, the-3)
nsubj(climbed-6, index-4)
aux(climbed-6, has-5)
ccomp(said-24, climbed-6)
prep(climbed-6, at-7)
det(rate-13, a-8)
number(%-10, 5.1-9)
amod(rate-13, %-10)
amod(rate-13, compound-11)
amod(rate-13, annual-12)
pobj(at-7, rate-13)
prep(climbed-6, since-14)
det(start-16, the-15)
pobj(since-14, start-16)
prep(start-16, of-17)
det(year-19, the-18)
pobj(of-17, year-19)
punct(said-24, ,-20)
det(Department-23, the-21)
nn(Department-23, Labor-22)
nsubj(said-24, Department-23)
root(ROOT-0, said-24)
punct(said-24, .-25)

mark(restrained-4, While-1)
advmod(restrained-4, far-2)
advmod(restrained-4, more-3)
advcl(rise-20, restrained-4)
prep(restrained-4, than-5)
det(pace-7, the-6)
pobj(than-5, pace-7)
prep(pace-7, at-8)
det(beginning-10, the-9)
pobj(at-8, beginning-10)
prep(beginning-10, of-11)
det(year-13, the-12)
pobj(of-11, year-13)
punct(rise-20, ,-14)
dep(rise-20, that-15)
cop(rise-20, is-16)
advmod(rise-20, still-17)
det(rise-20, a-18)
amod(rise-20, steeper-19)
root(ROOT-0, rise-20)
prep(rise-20, than-21)
det(increase-25, the-22)
number(%-24, 4.0-23)
amod(increase-25, %-24)
pobj(than-21, increase-25)
prep(increase-25, for-26)
pobj(for-26, all-27)
prep(all-27, of-28)
dep(of-28, 1988-29)
punct(rise-20, .-30)

advmod(ended-11, Moreover-1)
punct(ended-11, ,-2)
det(year-4, this-3)
poss(news-8, year-4)
possessive(year-4, 's-5)
amod(news-8, good-6)
nn(news-8, inflation-7)
nsubj(ended-11, news-8)
aux(ended-11, may-9)
aux(ended-11, have-10)
root(ROOT-0, ended-11)
amod(month-13, last-12)
dobj(ended-11, month-13)
punct(month-13, ,-14)
advmod(zoomed-18, when-15)
nn(prices-17, energy-16)
nsubj(zoomed-18, prices-17)
dep(month-13, zoomed-18)
advmod(zoomed-18, up-19)
num(%-21, 6.5-20)
dobj(zoomed-18, %-21)
prep(zoomed-18, after-22)
pcomp(after-22, plunging-23)
num(%-25, 7.3-24)
dobj(plunging-23, %-25)
prep(plunging-23, in-26)
dep(in-26, August-27)
punct(ended-11, .-28)

det(analysts-2, Some-1)
nsubj(expect-3, analysts-2)
root(ROOT-0, expect-3)
nn(prices-5, oil-4)
dobj(expect-3, prices-5)
aux(remain-7, to-6)
xcomp(expect-3, remain-7)
advmod(stable-9, relatively-8)
acomp(remain-7, stable-9)
prep(remain-7, in-10)
det(months-12, the-11)
pobj(in-10, months-12)
advmod(months-12, ahead-13)
punct(remain-7, ,-14)
xcomp(remain-7, leaving-15)
det(pace-18, the-16)
amod(pace-18, future-17)
dep(leaving-15, pace-18)
prep(pace-18, of-19)
dep(of-19, inflation-20)
dep(pace-18, uncertain-21)
punct(expect-3, .-22)

dep(expected-3, Analysts-1)
aux(expected-3, had-2)
root(ROOT-0, expected-3)
mark(lead-13, that-4)
det(climb-6, the-5)
nsubj(lead-13, climb-6)
prep(climb-6, in-7)
nn(prices-9, oil-8)
pobj(in-7, prices-9)
amod(month-11, last-10)
dep(climb-6, month-11)
aux(lead-13, would-12)
ccomp(expected-3, lead-13)
prep(lead-13, to-14)
det(rise-17, a-15)
amod(rise-17, substantial-16)
pobj(to-14, rise-17)
prep(rise-17, in-18)
det(index-22, the-19)
nn(index-22, producer-20)
nn(index-22, price-21)
pobj(in-18, index-22)
punct(expected-3, ,-23)
cc(expected-3, but-24)
det(climb-28, the-25)
number(%-27, 0.9-26)
amod(climb-28, %-27)
nsubj(higher-30, climb-28)
cop(higher-30, was-29)
conj(expected-3, higher-30)
mark(anticipated-33, than-31)
dep(anticipated-33, most-32)
ccomp(higher-30, anticipated-33)
punct(expected-3, .-34)

punct(said-20, ``-1)
dep(think-3, I-2)
ccomp(said-20, think-3)
det(resurgence-5, the-4)
nsubj(going-11, resurgence-5)
punct(in-7, -LCB--6)
prep(resurgence-5, in-7)
dep(in-7, inflation-8)
punct(in-7, -RCB--9)
aux(going-11, is-10)
ccomp(think-3, going-11)
aux(continue-13, to-12)
xcomp(going-11, continue-13)
prep(continue-13, for-14)
det(months-17, a-15)
amod(months-17, few-16)
pobj(for-14, months-17)
punct(said-20, ,-18)
punct(said-20, ''-19)
root(ROOT-0, said-20)
nn(Mueller-22, John-21)
nsubj(said-20, Mueller-22)
punct(Mueller-22, ,-23)
amod(economist-25, chief-24)
appos(Mueller-22, economist-25)
prep(economist-25, at-26)
nn(Cannon-29, Bell-27)
nn(Cannon-29, Mueller-28)
pobj(at-26, Cannon-29)
punct(Cannon-29, ,-30)
det(firm-35, a-31)
nn(firm-35, Washington-32)
amod(firm-35, economic-33)
nn(firm-35, forecasting-34)
appos(Cannon-29, firm-35)
punct(said-20, .-36)

dep(predicted-2, He-1)
root(ROOT-0, predicted-2)
det(inflation-4, that-3)
nsubj(moderate-6, inflation-4)
aux(moderate-6, will-5)
ccomp(predicted-2, moderate-6)
amod(year-8, next-7)
tmod(moderate-6, year-8)
punct(predicted-2, ,-9)
xcomp(predicted-2, saying-10)
mark(tight-16, that-11)
nn(conditions-13, credit-12)
nsubj(tight-16, conditions-13)
cop(tight-16, are-14)
advmod(tight-16, fairly-15)
ccomp(saying-10, tight-16)
advmod(tight-16, world-wide-17)
punct(predicted-2, .-18)

cc(said-14, But-1)
nn(Dongen-4, Dirk-2)
nn(Dongen-4, Van-3)
nsubj(said-14, Dongen-4)
punct(Dongen-4, ,-5)
appos(Dongen-4, president-6)
prep(president-6, of-7)
det(Association-10, the-8)
nn(Association-10, National-9)
pobj(of-7, Association-10)
prep(Association-10, of-11)
dep(of-11, Wholesaler-Distributors-12)
punct(Dongen-4, ,-13)
root(ROOT-0, said-14)
mark(omen-26, that-15)
amod(month-17, last-16)
poss(rise-19, month-17)
possessive(month-17, 's-18)
nsubj(omen-26, rise-19)
punct(omen-26, ``-20)
cop(omen-26, is-21)
neg(omen-26, n't-22)
advmod(omen-26, as-23)
amod(omen-26, bad-24)
det(omen-26, an-25)
ccomp(said-14, omen-26)
punct(omen-26, ''-27)
mark(suggests-33, as-28)
det(figure-32, the-29)
number(%-31, 0.9-30)
amod(figure-32, %-31)
nsubj(suggests-33, figure-32)
rcmod(omen-26, suggests-33)
punct(said-14, .-34)

punct(explained-37, ``-1)
mark(examine-4, If-2)
dep(examine-4, you-3)
advcl(concentrated-12, examine-4)
det(data-6, the-5)
dobj(examine-4, data-6)
advmod(examine-4, carefully-7)
punct(concentrated-12, ,-8)
det(increase-10, the-9)
nsubjpass(concentrated-12, increase-10)
auxpass(concentrated-12, is-11)
ccomp(explained-37, concentrated-12)
prep(concentrated-12, in-13)
nn(prices-18, energy-14)
cc(energy-14, and-15)
conj(energy-14, motor-16)
nn(prices-18, vehicle-17)
pobj(in-13, prices-18)
punct(prices-18, ,-19)
advmod(than-21, rather-20)
prep(prices-18, than-21)
cop(advance-25, being-22)
det(advance-25, a-23)
amod(advance-25, broad-based-24)
pcomp(than-21, advance-25)
prep(advance-25, in-26)
det(prices-28, the-27)
pobj(in-26, prices-28)
prep(prices-28, of-29)
nn(goods-33, consumer-30)
cc(consumer-30, and-31)
conj(consumer-30, industrial-32)
pobj(of-29, goods-33)
punct(explained-37, ,-34)
punct(explained-37, ''-35)
dep(explained-37, he-36)
root(ROOT-0, explained-37)
punct(explained-37, .-38)

nn(prices-3, Passenger-1)
nn(prices-3, car-2)
nsubj(jumped-4, prices-3)
root(ROOT-0, jumped-4)
num(%-6, 3.8-5)
dobj(jumped-4, %-6)
prep(jumped-4, in-7)
dep(in-7, September-8)
punct(jumped-4, ,-9)
prep(jumped-4, after-10)
pcomp(after-10, climbing-11)
num(%-13, 0.5-12)
dobj(climbing-11, %-13)
prep(climbing-11, in-14)
dep(in-14, August-15)
cc(climbing-11, and-16)
conj(climbing-11, declining-17)
prep(declining-17, in-18)
det(spring-21, the-19)
amod(spring-21, late-20)
pobj(in-18, spring-21)
cc(spring-21, and-22)
conj(spring-21, summer-23)
punct(jumped-4, .-24)

amod(analysts-2, Many-1)
nsubj(said-3, analysts-2)
root(ROOT-0, said-3)
det(increase-6, the-4)
nn(increase-6, September-5)
nsubj(event-10, increase-6)
cop(event-10, was-7)
det(event-10, a-8)
amod(event-10, one-time-9)
ccomp(said-3, event-10)
punct(event-10, ,-11)
vmod(event-10, coming-12)
mark(introduced-15, as-13)
dep(introduced-15, dealers-14)
advcl(coming-12, introduced-15)
poss(models-18, their-16)
num(models-18, 1990-17)
dobj(introduced-15, models-18)
punct(said-3, .-19)

mark(adjusted-7, Although-1)
predet(data-5, all-2)
det(data-5, the-3)
nn(data-5, price-4)
nsubjpass(adjusted-7, data-5)
auxpass(adjusted-7, were-6)
advcl(rose-15, adjusted-7)
prep(adjusted-7, for-8)
amod(fluctuations-11, normal-9)
amod(fluctuations-11, seasonal-10)
pobj(for-8, fluctuations-11)
punct(rose-15, ,-12)
nn(prices-14, car-13)
nsubj(rose-15, prices-14)
root(ROOT-0, rose-15)
prep(rose-15, beyond-16)
det(increase-20, the-17)
amod(increase-20, customary-18)
nn(increase-20, autumn-19)
pobj(beyond-16, increase-20)
punct(rose-15, .-21)

nsubj(rose-5, Prices-1)
prep(Prices-1, for-2)
nn(equipment-4, capital-3)
pobj(for-2, equipment-4)
root(ROOT-0, rose-5)
det(%-9, a-6)
amod(%-9, hefty-7)
num(%-9, 1.1-8)
dobj(rose-5, %-9)
prep(rose-5, in-10)
dep(in-10, September-11)
punct(rose-5, ,-12)
mark(fell-19, while-13)
nsubj(fell-19, prices-14)
prep(prices-14, for-15)
nn(equipment-18, home-16)
amod(equipment-18, electronic-17)
pobj(for-15, equipment-18)
advcl(rose-5, fell-19)
num(%-21, 1.1-20)
dobj(fell-19, %-21)
punct(rose-5, .-22)

nn(prices-2, Food-1)
nsubj(declined-3, prices-2)
root(ROOT-0, declined-3)
num(%-5, 0.6-4)
dobj(declined-3, %-5)
punct(declined-3, ,-6)
prep(declined-3, after-7)
pcomp(after-7, climbing-8)
num(%-10, 0.3-9)
dobj(climbing-8, %-10)
prep(climbing-8, in-11)
dep(in-11, August-12)
punct(declined-3, .-13)

advmod(showed-7, Meanwhile-1)
punct(showed-7, ,-2)
det(report-6, the-3)
amod(report-6, retail-4)
nn(report-6, sales-5)
nsubj(showed-7, report-6)
root(ROOT-0, showed-7)
mark(rose-11, that-8)
nn(sales-10, car-9)
nsubj(rose-11, sales-10)
ccomp(showed-7, rose-11)
num(%-13, 0.8-12)
dobj(rose-11, %-13)
prep(rose-11, in-14)
dep(in-14, September-15)
prep(rose-11, to-16)
pobj(to-16, $-17)
number(billion-19, 32.82-18)
num($-17, billion-19)
punct(showed-7, .-20)

cc(come-10, But-1)
advmod(part-4, at-2)
pobj(at-2, least-3)
nsubj(come-10, part-4)
prep(part-4, of-5)
det(increase-7, the-6)
pobj(of-5, increase-7)
aux(come-10, could-8)
aux(come-10, have-9)
ccomp(said-16, come-10)
prep(come-10, from-11)
amod(prices-13, higher-12)
pobj(from-11, prices-13)
punct(said-16, ,-14)
dep(said-16, analysts-15)
root(ROOT-0, said-16)
punct(said-16, .-17)

nsubj(rose-6, Sales-1)
prep(Sales-1, at-2)
amod(stores-5, general-3)
nn(stores-5, merchandise-4)
pobj(at-2, stores-5)
root(ROOT-0, rose-6)
num(%-8, 1.7-7)
dobj(rose-6, %-8)
prep(rose-6, after-9)
pcomp(after-9, declining-10)
num(%-12, 0.6-11)
dobj(declining-10, %-12)
prep(declining-10, in-13)
dep(in-13, August-14)
punct(rose-6, ,-15)
mark(fell-21, while-16)
nsubj(fell-21, sales-17)
prep(sales-17, of-18)
nn(materials-20, building-19)
pobj(of-18, materials-20)
advcl(rose-6, fell-21)
num(%-23, 1.8-22)
dobj(fell-21, %-23)
prep(fell-21, after-24)
pcomp(after-24, rising-25)
num(%-27, 1.7-26)
dobj(rising-25, %-27)
punct(rose-6, .-28)

nn(prices-2, Producer-1)
nsubj(grew-6, prices-2)
prep(prices-2, for-3)
amod(goods-5, intermediate-4)
pobj(for-3, goods-5)
root(ROOT-0, grew-6)
num(%-8, 0.4-7)
dobj(grew-6, %-8)
prep(grew-6, in-9)
dep(in-9, September-10)
punct(grew-6, ,-11)
prep(grew-6, after-12)
pcomp(after-12, dropping-13)
prep(dropping-13, for-14)
num(months-17, three-15)
amod(months-17, consecutive-16)
pobj(for-14, months-17)
punct(grew-6, .-18)

nsubj(jumped-12, Prices-1)
prep(Prices-1, for-2)
amod(goods-4, crude-3)
pobj(for-2, goods-4)
punct(goods-4, ,-5)
det(array-7, an-6)
appos(goods-4, array-7)
prep(array-7, of-8)
amod(materials-10, raw-9)
pobj(of-8, materials-10)
punct(goods-4, ,-11)
root(ROOT-0, jumped-12)
num(%-14, 1.1-13)
dobj(jumped-12, %-14)
prep(jumped-12, after-15)
pcomp(after-15, declining-16)
num(%-18, 1.9-17)
