aux(suggesting-8, Is-1)
nn(Canelo-13, J.-12)
nsubj(says-10, Canelo-13)
punct(Canelo-13, ,-14)
nn(strategist-17, chief-15)
nn(strategist-17, market-16)
appos(Canelo-13, strategist-17)
prep(strategist-17, for-18)
pobj(for-18, Bear-19)
punct(Bear-19, ,-20)
conj(Bear-19, Stearns-21)
cc(Bear-19, &-22)
conj(Bear-19, Co.-23)
punct(says-10, ,-24)
cc(sending-5, and-25)
nsubj('s-27, it-26)
conj(sending-5, 's-27)
punct('s-27, ``-28)
dep('s-27, unwise-29)
punct('s-27, ''-30)
aux(overcommitted-33, to-31)
auxpass(overcommitted-33, be-32)
xcomp('s-27, overcommitted-33)
prep(overcommitted-33, to-34)
dep(to-34, stocks-35)
punct(sending-5, .-36)

nn(Weston-2, Alan-1)
nsubj(adds-16, Weston-2)
punct(Weston-2, ,-3)
appos(Weston-2, president-4)
prep(president-4, of-5)
nn(Management-8, Weston-6)
nn(Management-8, Capital-7)
pobj(of-5, Management-8)
punct(Management-8, ,-9)
det(firm-14, a-10)
nn(firm-14, Los-11)
nn(firm-14, Angeles-12)
nn(firm-14, money-management-13)
appos(Management-8, firm-14)
punct(Management-8, ,-15)
root(ROOT-0, adds-16)
mark(time-30, that-17)
prep(time-30, in-18)
pobj(in-18, periods-19)
prep(periods-19, of-20)
dep(of-20, uncertainty-21)
prep(periods-19, like-22)
dep(like-22, today-23)
punct(time-30, ,-24)
punct(time-30, ``-25)
dep(time-30, it-26)
cop(time-30, 's-27)
det(time-30, a-28)
amod(time-30, good-29)
ccomp(adds-16, time-30)
aux(cut-32, to-31)
vmod(time-30, cut-32)
dep(cut-32, out-33)
det(branches-36, the-34)
amod(branches-36, dead-35)
dobj(cut-32, branches-36)
prep(branches-36, of-37)
poss(portfolio-39, your-38)
pobj(of-37, portfolio-39)
punct(adds-16, .-40)
punct(adds-16, ''-41)

neg(everybody-2, Not-1)
nsubj(agrees-3, everybody-2)
root(ROOT-0, agrees-3)
mark(time-7, that-4)
dep(time-7, it-5)
cop(time-7, 's-6)
ccomp(agrees-3, time-7)
aux(trim-9, to-8)
vmod(time-7, trim-9)
punct(agrees-3, .-10)

punct(says-13, ``-1)
dep(inclined-5, We-2)
auxpass(inclined-5, are-3)
neg(inclined-5, n't-4)
ccomp(says-13, inclined-5)
aux(prune-7, to-6)
xcomp(inclined-5, prune-7)
nn(portfolios-9, stock-8)
dobj(prune-7, portfolios-9)
advmod(prune-7, now-10)
punct(says-13, ,-11)
punct(says-13, ''-12)
root(ROOT-0, says-13)
nn(Einhorn-16, Steven-14)
nn(Einhorn-16, G.-15)
nsubj(says-13, Einhorn-16)
punct(Einhorn-16, ,-17)
appos(Einhorn-16, chairman-18)
prep(chairman-18, of-19)
det(committee-23, the-20)
nn(committee-23, investment-21)
nn(committee-23, policy-22)
pobj(of-19, committee-23)
prep(committee-23, of-24)
pobj(of-24, Goldman-25)
punct(Goldman-25, ,-26)
conj(Goldman-25, Sachs-27)
cc(Goldman-25, &-28)
conj(Goldman-25, Co-29)
punct(says-13, .-30)

punct(stay-4, ``-1)
dep(stay-4, Investors-2)
aux(stay-4, should-3)
root(ROOT-0, stay-4)
prep(stay-4, with-5)
poss(stocks-7, their-6)
pobj(with-5, stocks-7)
punct(stay-4, .-8)

dep(expect-2, We-1)
root(ROOT-0, expect-2)
det(market-7, a-3)
amod(market-7, choppy-4)
cc(choppy-4, and-5)
conj(choppy-4, sloppy-6)
dobj(expect-2, market-7)
prep(expect-2, for-8)
det(period-11, a-9)
amod(period-11, short-10)
pobj(for-8, period-11)
punct(expect-2, ,-12)
cc(expect-2, but-13)
dep(think-17, we-14)
aux(think-17, do-15)
neg(think-17, n't-16)
conj(expect-2, think-17)
dep(be-20, it-18)
aux(be-20, will-19)
ccomp(think-17, be-20)
dep(be-20, ugly-21)
punct(expect-2, .-22)

det(downside-2, The-1)
nsubj(limited-4, downside-2)
dep(limited-4, is-3)
root(ROOT-0, limited-4)
punct(limited-4, .-5)
punct(limited-4, ''-6)

cc(stress-13, And-1)
advmod(those-3, even-2)
nsubj(stress-13, those-3)
dep(say-5, who-4)
dep(those-3, say-5)
det(selling-8, some-6)
amod(selling-8, selective-7)
nsubj(be-10, selling-8)
aux(be-10, may-9)
ccomp(say-5, be-10)
prep(be-10, in-11)
dep(in-11, order-12)
root(ROOT-0, stress-13)
mark(need-16, that-14)
dep(need-16, individuals-15)
ccomp(stress-13, need-16)
aux(be-18, to-17)
xcomp(need-16, be-18)
prep(be-18, in-19)
det(market-22, the-20)
nn(market-22, stock-21)
pobj(in-19, market-22)
aux(achieve-24, to-23)
ccomp(be-18, achieve-24)
poss(objectives-28, their-25)
amod(objectives-28, long-term-26)
nn(objectives-28, investment-27)
dobj(achieve-24, objectives-28)
cc(achieve-24, and-29)
aux(help-31, to-30)
conj(achieve-24, help-31)
ccomp(help-31, balance-32)
poss(assets-35, their-33)
amod(assets-35, other-34)
dobj(balance-32, assets-35)
punct(stress-13, .-36)

det(selling-2, Any-1)
nsubjpass(thought-out-10, selling-2)
punct(say-5, ,-3)
dep(say-5, they-4)
parataxis(thought-out-10, say-5)
punct(say-5, ,-6)
aux(thought-out-10, should-7)
auxpass(thought-out-10, be-8)
advmod(thought-out-10, well-9)
root(ROOT-0, thought-out-10)
punct(thought-out-10, ,-11)
cc(thought-out-10, and-12)
conj(thought-out-10, executed-13)
advmod(executed-13, gradually-14)
punct(executed-13, ,-15)
prep(executed-13, during-16)
nn(rallies-18, market-17)
pobj(during-16, rallies-18)
punct(thought-out-10, .-19)

dep(offer-2, They-1)
root(ROOT-0, offer-2)
det(suggestions-4, these-3)
dobj(offer-2, suggestions-4)
punct(offer-2, :-5)

aux(RID-2, GET-1)
root(ROOT-0, RID-2)
prep(RID-2, OF-3)
det(DOGS-5, THE-4)
pobj(OF-3, DOGS-5)
punct(RID-2, .-6)

punct(says-21, ``-1)
ccomp(says-21, Sell-2)
dobj(Sell-2, stocks-3)
dep(doing-7, that-4)
aux(doing-7, are-5)
neg(doing-7, n't-6)
ccomp(stocks-3, doing-7)
advmod(doing-7, well-8)
advmod(doing-7, now-9)
punct(doing-7, ,-10)
cc(doing-7, and-11)
mark(have-15, that-12)
aux(have-15, do-13)
neg(have-15, n't-14)
conj(doing-7, have-15)
amod(prospects-18, good-16)
nn(prospects-18, earnings-17)
dobj(have-15, prospects-18)
punct(says-21, ,-19)
punct(says-21, ''-20)
root(ROOT-0, says-21)
nn(Goldman-23, Alfred-22)
nsubj(says-21, Goldman-23)
punct(Goldman-23, ,-24)
amod(analyst-26, technical-25)
appos(Goldman-23, analyst-26)
prep(analyst-26, at-27)
amod(Louis-based-29, St.-28)
amod(Edwards-31, Louis-based-29)
nn(Edwards-31, A.G.-30)
pobj(at-27, Edwards-31)
cc(Edwards-31, &-32)
conj(Edwards-31, Sons-33)
punct(says-21, .-34)

punct(do-4, ``-1)
amod(people-3, Most-2)
nsubj(do-4, people-3)
root(ROOT-0, do-4)
advmod(opposite-7, just-5)
det(opposite-7, the-6)
dobj(do-4, opposite-7)
punct(do-4, :-8)
dep(sell-10, They-9)
parataxis(do-4, sell-10)
poss(winners-12, their-11)
dobj(sell-10, winners-12)
cc(sell-10, and-13)
conj(sell-10, keep-14)
poss(losers-16, their-15)
dobj(keep-14, losers-16)
punct(do-4, .-17)
punct(do-4, ''-18)

det(types-2, Which-1)
nsubj(are-5, types-2)
prep(types-2, of-3)
dep(of-3, stocks-4)
root(ROOT-0, are-5)
advmod(likely-7, most-6)
advmod(are-5, likely-7)
dep(likely-7, to-8)
dep(to-8, qualify-9)
punct(are-5, ?-10)

nn(stocks-2, Technology-1)
dep(says-4, stocks-2)
punct(says-4, ,-3)
root(ROOT-0, says-4)
nn(Goldman-6, Mr.-5)
nsubj(says-4, Goldman-6)
punct(says-4, .-7)

root(ROOT-0, WATCH-1)
prep(WATCH-1, FOR-2)
nn(DISAPPOINTMENTS-4, EARNINGS-3)
pobj(FOR-2, DISAPPOINTMENTS-4)
punct(WATCH-1, .-5)

det(company-2, A-1)
nsubj(have-5, company-2)
aux(have-5, does-3)
neg(have-5, n't-4)
ccomp(says-17, have-5)
aux(post-7, to-6)
xcomp(have-5, post-7)
det(loss-9, a-8)
dobj(post-7, loss-9)
aux(candidate-13, to-10)
cop(candidate-13, be-11)
det(candidate-13, a-12)
xcomp(have-5, candidate-13)
prep(candidate-13, for-14)
dep(for-14, sale-15)
punct(says-17, ,-16)
root(ROOT-0, says-17)
nn(Jr.-21, Charles-18)
nn(Jr.-21, I.-19)
nn(Jr.-21, Clough-20)
nsubj(says-17, Jr.-21)
punct(Jr.-21, ,-22)
nn(strategist-25, chief-23)
nn(strategist-25, market-24)
appos(Jr.-21, strategist-25)
prep(strategist-25, at-26)
nn(Lynch-28, Merrill-27)
pobj(at-26, Lynch-28)
cc(Lynch-28, &-29)
conj(Lynch-28, Co-30)
punct(says-17, .-31)

mark(live-5, If-1)
dep(live-5, earnings-2)
aux(live-5, do-3)
neg(live-5, n't-4)
advcl(enough-17, live-5)
dep(live-5, up-6)
prep(live-5, to-7)
poss(expectations-10, analysts-8)
possessive(analysts-8, '-9)
pobj(to-7, expectations-10)
punct(says-13, ,-11)
dep(says-13, he-12)
dep(enough-17, says-13)
punct(says-13, ,-14)
dep(enough-17, that-15)
cop(enough-17, 's-16)
root(ROOT-0, enough-17)
aux(dump-19, to-18)
xcomp(enough-17, dump-19)
det(stock-21, the-20)
dobj(dump-19, stock-21)
punct(enough-17, .-22)

nn(Markese-2, John-1)
nsubj(raises-15, Markese-2)
punct(Markese-2, ,-3)
appos(Markese-2, director-4)
prep(director-4, of-5)
dep(of-5, research-6)
prep(director-4, for-7)
det(Association-10, the-8)
nn(Association-10, American-9)
pobj(for-7, Association-10)
prep(Association-10, of-11)
nn(Investors-13, Individual-12)
pobj(of-11, Investors-13)
punct(Markese-2, ,-14)
root(ROOT-0, raises-15)
det(note-18, a-16)
amod(note-18, cautionary-17)
dobj(raises-15, note-18)
punct(raises-15, .-19)

punct(mistake-15, ``-1)
csubj(mistake-15, Substituting-2)
det(rule-4, a-3)
dobj(Substituting-2, rule-4)
prep(rule-4, of-5)
dep(of-5, thumb-6)
prep(Substituting-2, for-7)
poss(judgment-10, your-8)
amod(judgment-10, own-9)
pobj(for-7, judgment-10)
punct(mistake-15, ''-11)
aux(mistake-15, can-12)
cop(mistake-15, be-13)
det(mistake-15, a-14)
ccomp(says-18, mistake-15)
punct(says-18, ,-16)
dep(says-18, he-17)
root(ROOT-0, says-18)
punct(says-18, .-19)

det(disappointment-3, An-1)
nn(disappointment-3, earnings-2)
nsubj(reflect-5, disappointment-3)
aux(reflect-5, may-4)
root(ROOT-0, reflect-5)
det(situation-7, a-6)
dobj(reflect-5, situation-7)
dep('s-9, that-8)
dep(situation-7, 's-9)
dep('s-9, short-term-10)
punct(reflect-5, .-11)

cc(says-4, But-1)
nn(Clough-3, Mr.-2)
nsubj(says-4, Clough-3)
root(ROOT-0, says-4)
punct(says-4, ,-5)
punct(says-4, ``-6)
det(risk-8, The-7)
nsubj(is-9, risk-8)
ccomp(says-4, is-9)
mark(will-13, that-10)
nn(disappointments-12, earnings-11)
nsubj(will-13, disappointments-12)
ccomp(is-9, will-13)
dep(will-13, continue-14)
punct(says-4, .-15)
punct(says-4, ''-16)

det(economy-2, The-1)
nsubj(decelerating-4, economy-2)
aux(decelerating-4, is-3)
root(ROOT-0, decelerating-4)
prep(decelerating-4, after-5)
num(years-8, six-6)
amod(years-8, good-7)
pobj(after-5, years-8)
punct(decelerating-4, ,-9)
cc(decelerating-4, and-10)
punct(decelerating-4, ``-11)
advmod(now-13, right-12)
advmod('s-15, now-13)
nsubj('s-15, it-14)
ccomp(decelerating-4, 's-15)
dep('s-15, better-16)
aux(shoot-18, to-17)
xcomp('s-15, shoot-18)
advmod(shoot-18, first-19)
cc(shoot-18, and-20)
conj(shoot-18, ask-21)
dep(ask-21, questions-22)
advmod(ask-21, later-23)
punct(decelerating-4, .-24)
punct(decelerating-4, ''-25)

det(types-2, Which-1)
nsubj(have-6, types-2)
prep(types-2, of-3)
dep(of-3, stocks-4)
advmod(have-6, currently-5)
root(ROOT-0, have-6)
det(risks-10, the-7)
amod(risks-10, greatest-8)
nn(risks-10, earnings-9)
dobj(have-6, risks-10)
punct(have-6, ?-11)

nn(companies-2, Computer-1)
nsubj(says-16, companies-2)
punct(companies-2, ;-3)
nn(stocks-6, commodity-4)
amod(stocks-6, cyclical-5)
conj(companies-2, stocks-6)
punct(stocks-6, ,-7)
prep(stocks-6, like-8)
dep(like-8, autos-9)
punct(companies-2, ;-10)
cc(companies-2, and-11)
nn(stocks-13, retailing-12)
conj(companies-2, stocks-13)
punct(says-16, ,-14)
dep(says-16, he-15)
root(ROOT-0, says-16)
punct(says-16, .-17)

root(ROOT-0, BEWARE-1)
prep(BEWARE-1, OF-2)
amod(DEBT-4, HEAVY-3)
pobj(OF-2, DEBT-4)
punct(BEWARE-1, .-5)

det(companies-2, The-1)
nsubj(ones-12, companies-2)
amod(companies-2, apt-3)
aux(run-5, to-4)
xcomp(apt-3, run-5)
prep(run-5, into-6)
nn(problems-8, earnings-7)
pobj(into-6, problems-8)
dep(run-5, soonest-9)
cop(ones-12, are-10)
det(ones-12, the-11)
ccomp(says-18, ones-12)
prep(ones-12, with-13)
amod(loads-16, heavy-14)
nn(loads-16, debt-15)
pobj(with-13, loads-16)
punct(says-18, ,-17)
root(ROOT-0, says-18)
nn(Biehl-20, Larry-19)
nsubj(says-18, Biehl-20)
punct(Biehl-20, ,-21)
appos(Biehl-20, partner-22)
prep(partner-22, in-23)
det(firm-31, the-24)
dep(firm-31, San-25)
nn(San-25, Mateo-26)
punct(San-25, ,-27)
dep(San-25, Calif.-28)
punct(San-25, ,-29)
nn(firm-31, money-management-30)
pobj(in-23, firm-31)
prep(firm-31, of-32)
pobj(of-32, Bailard-33)
punct(Bailard-33, ,-34)
conj(Bailard-33, Biehl-35)
cc(Bailard-33, &-36)
conj(Bailard-33, Kaiser-37)
punct(says-18, .-38)

nn(Canelo-2, Mr.-1)
nsubj(agrees-6, Canelo-2)
prep(Canelo-2, of-3)
nn(Stearns-5, Bear-4)
pobj(of-3, Stearns-5)
root(ROOT-0, agrees-6)
punct(agrees-6, :-7)
punct(agrees-6, ``-8)
mark(have-12, If-9)
dep(have-12, we-10)
aux(have-12, do-11)
advcl(dumped-29, have-12)
det(slowdown-15, an-13)
amod(slowdown-15, economic-14)
dobj(have-12, slowdown-15)
punct(says-19, ,-16)
punct(says-19, ''-17)
dep(says-19, he-18)
parataxis(dumped-29, says-19)
punct(says-19, ,-20)
punct(dumped-29, ``-21)
nsubjpass(dumped-29, companies-22)
prep(companies-22, with-23)
amod(ratios-26, high-24)
nn(ratios-26, debt-25)
pobj(with-23, ratios-26)
aux(dumped-29, will-27)
auxpass(dumped-29, be-28)
ccomp(agrees-6, dumped-29)
advmod(dumped-29, en-30)
dep(en-30, masse-31)
punct(agrees-6, .-32)
punct(agrees-6, ''-33)

det(course-3, The-1)
amod(course-3, best-2)
nsubj(is-7, course-3)
prep(course-3, for-4)
amod(investors-6, individual-5)
pobj(for-4, investors-6)
ccomp(say-17, is-7)
aux(sell-9, to-8)
xcomp(is-7, sell-9)
det(stocks-11, these-10)
dobj(sell-9, stocks-11)
advmod(sell-9, now-12)
punct(say-17, ,-13)
det(advisers-16, the-14)
num(advisers-16, two-15)
nsubj(say-17, advisers-16)
root(ROOT-0, say-17)
punct(say-17, .-18)

root(ROOT-0, SELL-1)
punct(STOCKS-5, `-2)
nn(STOCKS-5, WHISPER-3)
punct(STOCKS-5, '-4)
dobj(SELL-1, STOCKS-5)
punct(SELL-1, .-6)

nn(Corp.-2, UAL-1)
poss(difficulty-4, Corp.-2)
possessive(Corp.-2, 's-3)
nsubj(tip-off-20, difficulty-4)
prep(difficulty-4, in-5)
pcomp(in-5, obtaining-6)
nn(financing-8, bank-7)
dobj(obtaining-6, financing-8)
prep(financing-8, for-9)
poss(buy-out-12, its-10)
amod(buy-out-12, leveraged-11)
pobj(for-9, buy-out-12)
cc(difficulty-4, and-13)
poss(plunge-17, its-14)
amod(plunge-17, resulting-15)
nn(plunge-17, price-16)
conj(difficulty-4, plunge-17)
cop(tip-off-20, is-18)
det(tip-off-20, a-19)
ccomp(says-33, tip-off-20)
prep(tip-off-20, to-21)
dep(going-24, what-22)
aux(going-24, 's-23)
pcomp(to-21, going-24)
aux(happen-26, to-25)
xcomp(going-24, happen-26)
prep(happen-26, to-27)
punct(to-27, ``-28)
nn(stocks-30, takeover-29)
pobj(to-27, stocks-30)
punct(says-33, ,-31)
punct(says-33, ''-32)
root(ROOT-0, says-33)
nn(Canelo-35, Mr.-34)
nsubj(says-33, Canelo-35)
punct(says-33, .-36)

nn(activity-2, Takeover-1)
nsubj(slow-4, activity-2)
aux(slow-4, will-3)
ccomp(says-17, slow-4)
dep(slow-4, down-5)
advmod(tighten-11, as-6)
amod(banks-10, more-7)
cc(more-7, and-8)
conj(more-7, more-9)
nsubj(tighten-11, banks-10)
ccomp(slow-4, tighten-11)
poss(requirements-14, their-12)
nn(requirements-14, lending-13)
dobj(tighten-11, requirements-14)
punct(says-17, ,-15)
dep(says-17, he-16)
root(ROOT-0, says-17)
punct(says-17, .-18)

punct(deals-8, ``-1)
dep(deals-8, There-2)
aux(deals-8, 'll-3)
cop(deals-8, be-4)
amod(deals-8, fewer-5)
cc(fewer-5, and-6)
conj(fewer-5, fewer-7)
root(ROOT-0, deals-8)
punct(deals-8, .-9)
punct(deals-8, ''-10)

advmod(say-6, Moreover-1)
punct(say-6, ,-2)
amod(advisers-5, many-3)
amod(advisers-5, financial-4)
nsubj(say-6, advisers-5)
root(ROOT-0, say-6)
dep(be-9, individuals-7)
aux(be-9, should-8)
ccomp(say-6, be-9)
prep(be-9, in-10)
det(market-13, the-11)
nn(market-13, stock-12)
pobj(in-10, market-13)
prep(be-9, as-14)
amod(investors-16, long-term-15)
pobj(as-14, investors-16)
punct(as-14, ,-17)
neg(as-19, not-18)
prep(as-14, as-19)
pobj(as-19, traders-20)
dep(traders-20, trying-21)
aux(catch-23, to-22)
xcomp(trying-21, catch-23)
det(stock-27, the-24)
amod(stock-27, next-25)
amod(stock-27, hot-26)
dobj(catch-23, stock-27)
punct(say-6, .-28)

prep(avoid-7, In-1)
dep(In-1, general-2)
punct(say-5, ,-3)
dep(say-5, they-4)
parataxis(avoid-7, say-5)
punct(say-5, ,-6)
root(ROOT-0, avoid-7)
nn(stocks-9, takeover-8)
dobj(avoid-7, stocks-9)
punct(avoid-7, .-10)

root(ROOT-0, COMPARE-1)
nn(RATIOS-3, P/E-2)
dobj(COMPARE-1, RATIOS-3)
prep(COMPARE-1, WITH-4)
dep(WITH-4, PROSPECTS-5)
punct(COMPARE-1, .-6)

nn(Canelo-2, Mr.-1)
nsubj(suggests-3, Canelo-2)
root(ROOT-0, suggests-3)
mark(compare-6, that-4)
dep(compare-6, investors-5)
ccomp(suggests-3, compare-6)
nn(ratios-8, price/earnings-7)
dobj(compare-6, ratios-8)
punct(price-11, -LRB--9)
det(price-11, the-10)
dep(ratios-8, price-11)
prep(price-11, of-12)
det(share-14, a-13)
pobj(of-12, share-14)
prep(share-14, of-15)
dep(of-15, stock-16)
vmod(price-11, divided-17)
prep(divided-17, by-18)
det(company-20, a-19)
poss(earnings-23, company-20)
possessive(company-20, 's-21)
amod(earnings-23, per-share-22)
pobj(by-18, earnings-23)
prep(earnings-23, for-24)
det(period-27, a-25)
amod(period-27, 12-month-26)
pobj(for-24, period-27)
punct(price-11, -RRB--28)
prep(compare-6, with-29)
amod(rates-32, projected-30)
nn(rates-32, growth-31)
pobj(with-29, rates-32)
punct(suggests-3, .-33)

punct(says-26, ``-1)
mark(think-4, If-2)
dep(think-4, you-3)
advcl(right-17, think-4)
dep(grow-7, earnings-5)
aux(grow-7, will-6)
ccomp(think-4, grow-7)
prep(grow-7, at-8)
num(%-10, 20-9)
pobj(at-8, %-10)
det(year-12, a-11)
dep(%-10, year-12)
punct(right-17, ,-13)
nsubj(right-17, it-14)
cop(right-17, 's-15)
advmod(right-17, all-16)
ccomp(says-26, right-17)
aux(pay-19, to-18)
xcomp(right-17, pay-19)
number(times-21, 20-20)
num(earnings-22, times-21)
dobj(pay-19, earnings-22)
punct(says-26, ,-23)
punct(says-26, ''-24)
dep(says-26, he-25)
root(ROOT-0, says-26)
punct(says-26, .-27)

punct(pay-5, ``-1)
cc(pay-5, But-2)
aux(pay-5, do-3)
neg(pay-5, n't-4)
root(ROOT-0, pay-5)
number(times-7, 30-6)
num(earnings-8, times-7)
dobj(pay-5, earnings-8)
prep(pay-5, for-9)
det(company-11, a-10)
pobj(for-9, company-11)
dobj(grow-16, that-12)
auxpass(expected-14, 's-13)
dep(company-11, expected-14)
aux(grow-16, to-15)
xcomp(expected-14, grow-16)
prep(grow-16, at-17)
num(%-19, 15-18)
pobj(at-17, %-19)
det(year-21, a-20)
dep(%-19, year-21)
punct(pay-5, .-22)
punct(pay-5, ''-23)

nn(Canelo-2, Mr.-1)
nsubj(thinks-3, Canelo-2)
root(ROOT-0, thinks-3)
det(market-5, the-4)
nsubj(go-8, market-5)
aux(go-8, will-6)
advmod(go-8, probably-7)
ccomp(thinks-3, go-8)
dep(go-8, higher-9)
punct(go-8, ,-10)
cc(go-8, but-11)
punct(go-8, ``-12)
aux(be-14, will-13)
conj(go-8, be-14)
dep(be-14, ruthless-15)
prep(be-14, with-16)
dep(with-16, stocks-17)
mark(are-21, if-18)
det(earnings-20, the-19)
nsubj(are-21, earnings-20)
advcl(be-14, are-21)
neg(are-21, n't-22)
advmod(are-21, there-23)
punct(thinks-3, .-24)
punct(thinks-3, ''-25)

nn(Markese-2, Mr.-1)
nsubj(cautions-3, Markese-2)
root(ROOT-0, cautions-3)
mark(follow-9, that-4)
dep(follow-9, investors-5)
aux(follow-9, should-6)
neg(follow-9, n't-7)
advmod(follow-9, slavishly-8)
ccomp(cautions-3, follow-9)
det(trigger-14, any-10)
amod(trigger-14, specific-11)
nn(trigger-14, price/earnings-12)
nn(trigger-14, sell-13)
dobj(follow-9, trigger-14)
punct(cautions-3, .-15)

punct(says-25, ``-1)
mark(say-4, If-2)
dep(say-4, you-3)
advcl(knocks-16, say-4)
dep(say-4, sell-5)
dobj(say-4, anytime-6)
det(company-8, a-7)
poss(ratio-11, company-8)
possessive(company-8, 's-9)
nn(ratio-11, price/earnings-10)
nsubj(exceeds-12, ratio-11)
dep(anytime-6, exceeds-12)
dep(exceeds-12, 15-13)
punct(knocks-16, ,-14)
dep(knocks-16, that-15)
ccomp(says-25, knocks-16)
dep(knocks-16, out-17)
predet(stocks-21, all-18)
poss(stocks-21, your-19)
nn(stocks-21, growth-20)
dobj(knocks-16, stocks-21)
punct(says-25, ,-22)
punct(says-25, ''-23)
dep(says-25, he-24)
root(ROOT-0, says-25)
punct(says-25, .-26)

punct(eliminate-3, ``-1)
dep(eliminate-3, You-2)
root(ROOT-0, eliminate-3)
dobj(eliminate-3, companies-4)
prep(companies-4, with-5)
amod(prospects-7, substantial-6)
pobj(with-5, prospects-7)
dep(moving-10, that-8)
aux(moving-10, are-9)
ccomp(companies-4, moving-10)
dep(moving-10, up-11)
prep(moving-10, in-12)
dep(in-12, price-13)
punct(eliminate-3, .-14)
punct(eliminate-3, ''-15)

root(ROOT-0, EXAMINE-1)
dep(CHANGED-4, WHAT-2)
dep(CHANGED-4, HAS-3)
ccomp(EXAMINE-1, CHANGED-4)
punct(EXAMINE-1, .-5)

nn(Schlesinger-2, Tom-1)
nsubj(says-13, Schlesinger-2)
punct(Schlesinger-2, ,-3)
nn(analyst-5, market-4)
appos(Schlesinger-2, analyst-5)
prep(analyst-5, at-6)
nn(Edwards-8, A.G.-7)
pobj(at-6, Edwards-8)
cc(Edwards-8, &-9)
nn(Inc.-11, Sons-10)
conj(Edwards-8, Inc.-11)
punct(Schlesinger-2, ,-12)
root(ROOT-0, says-13)
dep(consider-16, investors-14)
aux(consider-16, should-15)
ccomp(says-13, consider-16)
dep(consider-16, selling-17)
mark(change-24, if-18)
dep(change-24, there-19)
aux(change-24, has-20)
cop(change-24, been-21)
det(change-24, a-22)
amod(change-24, fundamental-23)
advcl(consider-16, change-24)
prep(change-24, in-25)
det(company-27, a-26)
pobj(in-25, company-27)
prep(change-24, since-28)
dep(bought-30, they-29)
pcomp(since-28, bought-30)
poss(stock-32, its-31)
dobj(bought-30, stock-32)
punct(says-13, .-33)

root(ROOT-0, Say-1)
dep(purchased-3, you-2)
ccomp(Say-1, purchased-3)
det(stock-5, a-4)
dobj(purchased-3, stock-5)
mwe(of-7, because-6)
prep(purchased-3, of-7)
det(product-10, a-8)
amod(product-10, new-9)
pobj(of-7, product-10)
dep(was-12, that-11)
dep(product-10, was-12)
prep(was-12, in-13)
det(works-15, the-14)
pobj(in-13, works-15)
punct(Say-1, .-16)

advmod(scrapped-12, Now-1)
punct(scrapped-12, ,-2)
mwe(of-4, because-3)
prep(scrapped-12, of-4)
amod(difficulties-6, various-5)
pobj(of-4, difficulties-6)
punct(scrapped-12, ,-7)
det(product-9, the-8)
nsubjpass(scrapped-12, product-9)
aux(scrapped-12, has-10)
auxpass(scrapped-12, been-11)
root(ROOT-0, scrapped-12)
punct(scrapped-12, .-13)

dep(says-5, Time-1)
aux(sell-3, to-2)
vmod(Time-1, sell-3)
punct(says-5, ,-4)
root(ROOT-0, says-5)
nn(Schlesinger-7, Mr.-6)
nsubj(says-5, Schlesinger-7)
punct(says-5, .-8)

advmod(suppose-6, Similarly-1)
punct(says-4, ,-2)
