poss(production-3, Japan-1)
conj(systems-3, regulations-9)
aux(govern-11, to-10)
vmod(regulations-9, govern-11)
poss(use-13, their-12)
dobj(govern-11, use-13)
aux(kept-16, have-14)
neg(kept-16, not-15)
ccomp(said-23, kept-16)
dep(kept-16, pace-17)
punct(said-23, ,-18)
det(People-20, the-19)
poss(Daily-22, People-20)
possessive(People-20, 's-21)
nsubj(said-23, Daily-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

prep(used-7, Besides-1)
dep(Besides-1, money-2)
punct(used-7, ,-3)
dep(used-7, criminals-4)
aux(used-7, have-5)
advmod(used-7, also-6)
ccomp(said-17, used-7)
dep(used-7, computers-8)
aux(steal-10, to-9)
xcomp(used-7, steal-10)
dobj(steal-10, secrets-11)
cc(secrets-11, and-12)
conj(secrets-11, intelligence-13)
punct(said-17, ,-14)
det(newspaper-16, the-15)
nsubj(said-17, newspaper-16)
root(ROOT-0, said-17)
punct(said-17, ,-18)
cc(said-17, but-19)
dep(gave-21, it-20)
conj(said-17, gave-21)
neg(details-24, no-22)
amod(details-24, more-23)
dobj(gave-21, details-24)
punct(said-17, .-25)

amod(tourists-2, Japanese-1)
nsubjpass(told-5, tourists-2)
aux(told-5, will-3)
auxpass(told-5, be-4)
ccomp(said-23, told-5)
aux(take-7, to-6)
xcomp(told-5, take-7)
dep(take-7, care-8)
advmod(photographing-10, when-9)
ccomp(take-7, photographing-10)
nn(damage-12, earthquake-11)
dobj(photographing-10, damage-12)
prep(damage-12, in-13)
nn(Francisco-15, San-14)
pobj(in-13, Francisco-15)
punct(said-23, ,-16)
det(Association-19, the-17)
nn(Association-19, Japan-18)
nsubj(said-23, Association-19)
prep(Association-19, of-20)
nn(Agents-22, Travel-21)
pobj(of-20, Agents-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

det(association-2, The-1)
nsubj(issued-3, association-2)
root(ROOT-0, issued-3)
det(advisory-5, an-4)
dobj(issued-3, advisory-5)
prep(issued-3, to-6)
poss(agencies-10, its-7)
num(agencies-10, 1,685-8)
nn(agencies-10, member-9)
pobj(to-6, agencies-10)
prep(issued-3, following-11)
det(report-13, a-12)
pobj(following-11, report-13)
prep(report-13, from-14)
det(Ministry-17, the-15)
nn(Ministry-17, Foreign-16)
pobj(from-14, Ministry-17)
mark(causing-27, that-18)
nsubj(causing-27, picture-taking-19)
prep(picture-taking-19, by-20)
amod(tourists-22, Japanese-21)
pobj(by-20, tourists-22)
prep(picture-taking-19, in-23)
amod(areas-25, earthquake-stricken-24)
pobj(in-23, areas-25)
aux(causing-27, was-26)
dep(report-13, causing-27)
amod(feeling-29, ill-28)
dobj(causing-27, feeling-29)
prep(causing-27, among-30)
amod(residents-32, local-31)
pobj(among-30, residents-32)
punct(issued-3, ...-33)
punct(issued-3, .-34)

dep(said-2, Tass-1)
root(ROOT-0, said-2)
poss(tomb-5, Lenin-3)
possessive(Lenin-3, 's-4)
nsubjpass(closed-11, tomb-5)
prep(tomb-5, in-6)
nn(Square-8, Red-7)
pobj(in-6, Square-8)
aux(closed-11, will-9)
auxpass(closed-11, be-10)
ccomp(said-2, closed-11)
prep(closed-11, from-12)
pobj(from-12, Nov.-13)
num(Nov.-13, 10-14)
prep(from-12, to-15)
pobj(to-15, Jan.-16)
num(Jan.-16, 15-17)
prep(closed-11, for-18)
amod(maintenance-20, essential-19)
pobj(for-18, maintenance-20)
punct(said-2, .-21)

det(mausoleum-4, The-1)
amod(mausoleum-4, red-2)
nn(mausoleum-4, granite-3)
nsubj(draws-5, mausoleum-4)
root(ROOT-0, draws-5)
dobj(draws-5, thousands-6)
prep(thousands-6, of-7)
dep(of-7, visitors-8)
advmod(draws-5, daily-9)
punct(draws-5, .-10)

nsubj(rose-5, Fatalities-1)
prep(Fatalities-1, on-2)
amod(interstates-4, rural-3)
pobj(on-2, interstates-4)
ccomp(said-20, rose-5)
num(%-7, 33-6)
dobj(rose-5, %-7)
prep(rose-5, between-8)
pobj(between-8, 1986-9)
cc(1986-9, and-10)
amod(year-12, last-11)
conj(1986-9, year-12)
punct(said-20, ,-13)
det(Administration-19, the-14)
nn(Administration-19, National-15)
nn(Administration-19, Highway-16)
nn(Administration-19, Traffic-17)
nn(Administration-19, Safety-18)
nsubj(said-20, Administration-19)
root(ROOT-0, said-20)
prep(said-20, in-21)
det(report-23, a-22)
pobj(in-21, report-23)
prep(report-23, on-24)
det(impact-26, the-25)
pobj(on-24, impact-26)
prep(impact-26, of-27)
det(limit-32, the-28)
number(miles-per-hour-30, 65-29)
amod(limit-32, miles-per-hour-30)
nn(limit-32, speed-31)
pobj(of-27, limit-32)
prep(impact-26, on-33)
det(roads-35, those-34)
pobj(on-33, roads-35)
punct(said-20, .-36)

det(report-2, The-1)
nsubj(said-5, report-2)
prep(report-2, to-3)
dep(to-3, Congress-4)
root(ROOT-0, said-5)
mark(rose-8, that-6)
dep(rose-8, fatalities-7)
ccomp(said-5, rose-8)
num(%-10, 18-9)
dobj(rose-8, %-10)
prep(rose-8, in-11)
dep(in-11, 1987-12)
cc(rose-8, and-13)
num(%-15, 13-14)
conj(rose-8, %-15)
prep(%-15, in-16)
dep(in-16, 1988-17)
prep(rose-8, on-18)
amod(interstates-20, rural-19)
pobj(on-18, interstates-20)
punct(said-5, .-21)

det(bill-4, The-1)
num(bill-4, 1987-2)
nn(bill-4, highway-3)
nsubj(permitted-5, bill-4)
root(ROOT-0, permitted-5)
dep(raise-8, states-6)
aux(raise-8, to-7)
xcomp(permitted-5, raise-8)
det(limit-11, the-9)
nn(limit-11, speed-10)
dobj(raise-8, limit-11)
prep(raise-8, to-12)
num(mph-14, 65-13)
pobj(to-12, mph-14)
prep(raise-8, from-15)
num(mph-17, 55-16)
pobj(from-15, mph-17)
prep(raise-8, on-18)
amod(roads-20, interstate-19)
pobj(on-18, roads-20)
punct(roads-20, ,-21)
dep(defined-24, which-22)
auxpass(defined-24, are-23)
dep(roads-20, defined-24)
prep(defined-24, as-25)
pobj(as-25, highways-26)
dep(pass-28, that-27)
ccomp(highways-26, pass-28)
prep(pass-28, through-29)
pobj(through-29, areas-30)
prep(areas-30, with-31)
mwe(than-33, fewer-32)
quantmod(50,000-34, than-33)
num(people-35, 50,000-34)
pobj(with-31, people-35)
punct(permitted-5, .-36)

prep(increased-7, Since-1)
dep(Since-1, 1987-2)
punct(increased-7, ,-3)
num(states-5, 40-4)
nsubj(increased-7, states-5)
aux(increased-7, have-6)
root(ROOT-0, increased-7)
det(limit-10, the-8)
nn(limit-10, speed-9)
dobj(increased-7, limit-10)
prep(limit-10, on-11)
amod(interstates-13, rural-12)
pobj(on-11, interstates-13)
punct(increased-7, .-14)

punct(attributed-9, ``-1)
quantmod(one-third-3, About-2)
num(increase-7, one-third-3)
amod(increase-7, of-4)
det(increase-7, the-5)
nn(increase-7, fatality-6)
nsubjpass(attributed-9, increase-7)
auxpass(attributed-9, is-8)
root(ROOT-0, attributed-9)
prep(attributed-9, to-10)
amod(travel-12, greater-11)
pobj(to-10, travel-12)
punct(attributed-9, ,-13)
cc(attributed-9, and-14)
quantmod(two-thirds-16, about-15)
dep(attributed-18, two-thirds-16)
auxpass(attributed-18, is-17)
conj(attributed-9, attributed-18)
prep(attributed-18, to-19)
amod(factors-21, other-20)
pobj(to-19, factors-21)
punct(to-19, -LCB--22)
advmod(to-24, primarily-23)
prep(to-19, to-24)
amod(speed-26, greater-25)
pobj(to-24, speed-26)
punct(to-19, -RCB--27)
punct(attributed-9, ,-28)
punct(attributed-9, ''-29)
conj(attributed-9, according-30)
pcomp(according-30, to-31)
dep(to-31, NHTSA-32)
punct(attributed-9, .-33)

det(report-2, The-1)
nsubj(showed-3, report-2)
root(ROOT-0, showed-3)
mark(rose-10, that-4)
nsubj(rose-10, deaths-5)
prep(deaths-5, on-6)
amod(highways-9, urban-7)
amod(highways-9, interstate-8)
pobj(on-6, highways-9)
ccomp(showed-3, rose-10)
num(%-12, 7-11)
dobj(rose-10, %-12)
prep(rose-10, between-13)
pobj(between-13, 1986-14)
cc(1986-14, and-15)
amod(year-17, last-16)
conj(1986-14, year-17)
punct(rose-10, ,-18)
mark(same-27, while-19)
nsubj(same-27, fatalities-20)
prep(fatalities-20, on-21)
amod(roads-23, non-interstate-22)
pobj(on-21, roads-23)
cop(same-27, were-24)
dep(same-27, about-25)
det(same-27, the-26)
advcl(rose-10, same-27)
prep(same-27, in-28)
dep(in-28, 1988-29)
prep(same-27, as-30)
pcomp(as-30, in-31)
dep(in-31, 1986-32)
punct(showed-3, .-33)

prep(rose-15, In-1)
pobj(In-1, states-2)
dep(raised-4, that-3)
ccomp(states-2, raised-4)
det(limit-7, the-5)
nn(limit-7, speed-6)
dobj(raised-4, limit-7)
prep(limit-7, on-8)
amod(interstates-10, rural-9)
pobj(on-8, interstates-10)
punct(rose-15, ,-11)
det(rate-14, the-12)
nn(rate-14, fatality-13)
nsubj(rose-15, rate-14)
root(ROOT-0, rose-15)
quantmod(18-17, about-16)
num(%-18, 18-17)
dobj(rose-15, %-18)
prep(rose-15, to-19)
num(deaths-21, 1.7-20)
pobj(to-19, deaths-21)
prep(deaths-21, per-22)
number(million-24, 100-23)
num(miles-25, million-24)
pobj(per-22, miles-25)
vmod(miles-25, traveled-26)
prep(rose-15, between-27)
pobj(between-27, 1986-28)
cc(1986-28, and-29)
conj(1986-28, 1988-30)
punct(rose-15, .-31)

prep(same-22, In-1)
dep(In-1, contrast-2)
punct(same-22, ,-3)
det(rate-6, the-4)
nn(rate-6, fatality-5)
nsubj(same-22, rate-6)
prep(rate-6, in-7)
det(states-9, the-8)
pobj(in-7, states-9)
dep(retained-11, that-10)
dep(states-9, retained-11)
det(limit-15, the-12)
number(mph-14, 55-13)
amod(limit-15, mph-14)
dobj(retained-11, limit-15)
cop(same-22, was-16)
dep(same-22, 0.9-17)
amod(year-19, last-18)
tmod(same-22, year-19)
punct(same-22, ,-20)
det(same-22, the-21)
root(ROOT-0, same-22)
prep(same-22, as-23)
pcomp(as-23, in-24)
dep(in-24, 1986-25)
punct(same-22, .-26)

amod(Reasoning-2, Well-Seasoned-1)
root(ROOT-0, Reasoning-2)

punct(changes-5, -LRB--1)
punct(changes-5, ``-2)
nn(manufacturer-4, Food-3)
nsubj(changes-5, manufacturer-4)
root(ROOT-0, changes-5)
dobj(changes-5, spelling-6)
prep(spelling-6, of-7)
punct(of-7, `-8)
dep(of-7, catsup-9)
punct(of-7, '-10)
prep(changes-5, to-11)
punct(to-11, `-12)
dep(to-11, ketchup-13)
punct(changes-5, ,-14)
punct(changes-5, '-15)
xcomp(changes-5, saying-16)
dep(spelling-20, that-17)
cop(spelling-20, 's-18)
det(spelling-20, the-19)
ccomp(saying-16, spelling-20)
dep(prefer-23, people-21)
advmod(prefer-23, now-22)
rcmod(spelling-20, prefer-23)
punct(changes-5, .-24)
punct(changes-5, ''-25)

punct(Bulletin-4, ---1)
nn(Bulletin-4, WSJ-2)
nn(Bulletin-4, Business-3)
root(ROOT-0, Bulletin-4)
punct(Bulletin-4, -RRB--5)

amod(preference-2, Public-1)
nsubj(is-3, preference-2)
root(ROOT-0, is-3)
dep(is-3, important-4)
punct(is-3, ,-5)
dep(is-3, So-6)
nn(names-8, product-7)
nsubj(match-10, names-8)
aux(match-10, should-9)
ccomp(is-3, match-10)
dep(match-10, up-11)
punct(is-3, ,-12)
cc(is-3, And-13)
nsubj(take-23, firms-14)
dep(find-16, that-15)
ccomp(firms-14, find-16)
dep(lagging-19, they-17)
aux(lagging-19, 're-18)
ccomp(find-16, lagging-19)
dep(lagging-19, behind-20)
aux(take-23, Should-21)
advmod(take-23, now-22)
conj(is-3, take-23)
dobj(take-23, steps-24)
vmod(steps-24, to-25)
dep(to-25, ketchup-26)
punct(is-3, !-27)

punct(Ludcke-4, ---1)
nn(Ludcke-4, George-2)
nn(Ludcke-4, O.-3)
root(ROOT-0, Ludcke-4)
punct(Ludcke-4, .-5)

root(ROOT-0, Judge-1)
neg(Judge-1, Not-2)

advmod(easy-2, How-1)
dep(is-4, easy-2)
nsubj(is-4, it-3)
root(ROOT-0, is-4)
aux(attack-6, To-5)
xcomp(is-4, attack-6)
poss(views-9, others-7)
possessive(others-7, '-8)
dobj(attack-6, views-9)
prep(attack-6, Without-10)
advmod(setting-12, ever-11)
pcomp(Without-10, setting-12)
det(foot-14, A-13)
dobj(setting-12, foot-14)
prep(setting-12, in-15)
poss(shoes-17, their-16)
pobj(in-15, shoes-17)
punct(is-4, !-18)

punct(Leiby-4, ---1)
nn(Leiby-4, G.-2)
nn(Leiby-4, Sterling-3)
root(ROOT-0, Leiby-4)
punct(Leiby-4, .-5)

root(ROOT-0, Daffynition-1)

amod(course-2, Money-making-1)
nn(wad-working-4, course-2)
punct(wad-working-4, :-3)
root(ROOT-0, wad-working-4)
punct(wad-working-4, .-5)

punct(Henry-3, ---1)
nn(Henry-3, Thomas-2)
root(ROOT-0, Henry-3)
punct(Henry-3, .-4)

prep(lays-23, In-1)
det(article-6, an-2)
dep(article-6, Oct.-3)
dep(Oct.-3, 10-4)
nn(article-6, editorial-page-5)
pobj(In-1, article-6)
punct(article-6, ,-7)
punct(article-6, ``-8)
dep(Turn-15, It-9)
cop(Turn-15, 's-10)
det(Bank-13, the-11)
nn(Bank-13, World-12)
poss(Turn-15, Bank-13)
possessive(Bank-13, 's-14)
dep(article-6, Turn-15)
vmod(Turn-15, to-16)
dep(to-16, Adjust-17)
punct(lays-23, ,-18)
punct(lays-23, ''-19)
nn(Roberts-22, Paul-20)
nn(Roberts-22, Craig-21)
nsubj(lays-23, Roberts-22)
root(ROOT-0, lays-23)
dobj(lays-23, most-24)
prep(most-24, of-25)
det(blame-27, the-26)
pobj(of-25, blame-27)
prep(blame-27, for-28)
dep(ails-30, what-29)
pcomp(for-28, ails-30)
amod(countries-32, developing-31)
dobj(ails-30, countries-32)
prep(lays-23, at-33)
det(doorstep-35, the-34)
pobj(at-33, doorstep-35)
prep(doorstep-35, of-36)
det(Bank-39, the-37)
nn(Bank-39, World-38)
pobj(of-36, Bank-39)
punct(lays-23, .-40)

det(article-2, The-1)
nsubj(replete-7, article-2)
cop(replete-7, is-3)
punct(replete-7, ,-4)
advmod(replete-7, unfortunately-5)
punct(replete-7, ,-6)
root(ROOT-0, replete-7)
prep(replete-7, with-8)
amod(distortions-10, outrageous-9)
pobj(with-8, distortions-10)
punct(replete-7, .-11)

nsubj(is-7, One-1)
prep(One-1, of-2)
nn(Roberts-4, Mr.-3)
poss(observations-6, Roberts-4)
possessive(Roberts-4, 's-5)
pobj(of-2, observations-6)
root(ROOT-0, is-7)
mark(is-15, that-8)
det(Bank-10, the-9)
poss(portfolio-14, Bank-10)
possessive(Bank-10, 's-11)
amod(portfolio-14, own-12)
nn(portfolio-14, loan-13)
nsubj(is-15, portfolio-14)
ccomp(is-7, is-15)
prep(is-15, in-16)
amod(trouble-18, deep-17)
pobj(in-16, trouble-18)
mwe(of-20, because-19)
prep(is-15, of-20)
poss(lending-22, its-21)
pobj(of-20, lending-22)
prep(lending-22, to-23)
amod(countries-25, developing-24)
pobj(to-23, countries-25)
punct(is-7, .-26)

dep(is-2, This-1)
root(ROOT-0, is-2)
advmod(is-2, just-3)
neg(is-2, not-4)
advmod(is-2, so-5)
punct(is-2, .-6)

det(reality-2, The-1)
nsubj(is-3, reality-2)
root(ROOT-0, is-3)
mark(solid-9, that-4)
nn(finances-6, Bank-5)
nsubj(solid-9, finances-6)
cop(solid-9, are-7)
npadvmod(solid-9, rock-8)
ccomp(is-3, solid-9)
punct(is-3, .-10)

prep(affected-28, As-1)
pcomp(As-1, of-2)
pobj(of-2, June-3)
num(June-3, 30-4)
punct(June-3, ,-5)
num(June-3, 1989-6)
punct(June-3, ---7)
det(day-9, the-8)
dep(June-3, day-9)
poss(year-13, our-10)
nn(year-13, past-11)
amod(year-13, fiscal-12)
nsubj(came-14, year-13)
rcmod(day-9, came-14)
prep(came-14, to-15)
det(close-17, a-16)
pobj(to-15, close-17)
punct(June-3, ---18)
quantmod(4.1-20, only-19)
num(%-21, 4.1-20)
nsubjpass(affected-28, %-21)
prep(%-21, of-22)
det(Bank-24, the-23)
poss(portfolio-26, Bank-24)
possessive(Bank-24, 's-25)
pobj(of-22, portfolio-26)
auxpass(affected-28, was-27)
root(ROOT-0, affected-28)
prep(affected-28, by-29)
pobj(by-29, arrears-30)
prep(arrears-30, of-31)
amod(months-34, over-32)
num(months-34, six-33)
pobj(of-31, months-34)
punct(affected-28, .-35)

dep(level-6, This-1)
cop(level-6, is-2)
det(level-6, an-3)
advmod(low-5, enviably-4)
amod(level-6, low-5)
root(ROOT-0, level-6)
punct(level-6, .-7)

advmod(follows-5, Moreover-1)
punct(follows-5, ,-2)
det(Bank-4, the-3)
nsubj(follows-5, Bank-4)
root(ROOT-0, follows-5)
det(policy-9, a-6)
amod(policy-9, prudent-7)
amod(policy-9, provisioning-8)
dobj(follows-5, policy-9)
cc(follows-5, and-10)
aux(set-12, has-11)
conj(follows-5, set-12)
dep(set-12, aside-13)
dobj(set-12, $-14)
number(million-16, 800-15)
num($-14, million-16)
prep(set-12, against-17)
amod(losses-20, possible-18)
nn(losses-20, loan-19)
pobj(against-17, losses-20)
punct(follows-5, .-21)

prep($-19, For-1)
det(year-5, the-2)
amod(year-5, same-3)
amod(year-5, fiscal-4)
pobj(For-1, year-5)
punct($-19, ,-6)
prep($-19, by-7)
det(way-9, the-8)
pobj(by-7, way-9)
punct($-19, ,-10)
det(Bank-12, the-11)
poss(income-15, Bank-12)
possessive(Bank-12, 's-13)
amod(income-15, net-14)
nsubj($-19, income-15)
cop($-19, was-16)
det($-19, a-17)
amod($-19, robust-18)
root(ROOT-0, $-19)
number(billion-21, 1.1-20)
num($-19, billion-21)
prep($-19, after-22)
dep(after-22, provisions-23)
punct($-19, .-24)

mwe(of-2, Because-1)
prep(have-16, of-2)
det(manner-5, the-3)
amod(manner-5, business-like-4)
pobj(of-2, manner-5)
prep(goes-10, in-6)
dep(in-6, which-7)
det(Bank-9, the-8)
nsubj(goes-10, Bank-9)
rcmod(manner-5, goes-10)
prep(goes-10, about-11)
dep(about-11, development-12)
punct(have-16, ,-13)
amod(markets-15, financial-14)
nsubj(have-16, markets-15)
root(ROOT-0, have-16)
dobj(have-16, confidence-17)
prep(confidence-17, in-18)
dep(in-18, it-19)
punct(have-16, .-20)

dep(helps-2, This-1)
root(ROOT-0, helps-2)
ccomp(helps-2, explain-3)
det(rating-6, the-4)
amod(rating-6, triple-A-5)
dobj(explain-3, rating-6)
vmod(rating-6, enjoyed-7)
prep(enjoyed-7, by-8)
poss(bonds-10, our-9)
pobj(by-8, bonds-10)
cc(rating-6, and-11)
poss(ability-13, our-12)
conj(rating-6, ability-13)
aux(borrow-15, to-14)
vmod(ability-13, borrow-15)
dobj(borrow-15, $-16)
number(billion-18, 9.3-17)
num($-16, billion-18)
prep(borrow-15, in-19)
amod(1989-21, fiscal-20)
pobj(in-19, 1989-21)
prep(borrow-15, on-22)
det(terms-26, the-23)
advmod(advantageous-25, most-24)
amod(terms-26, advantageous-25)
pobj(on-22, terms-26)
punct(helps-2, .-27)

nsubj(is-7, Another-1)
prep(Another-1, of-2)
nn(Roberts-4, Mr.-3)
poss(criticisms-6, Roberts-4)
possessive(Roberts-4, 's-5)
pobj(of-2, criticisms-6)
root(ROOT-0, is-7)
mark(done-12, that-8)
nn(lending-10, Bank-9)
nsubj(done-12, lending-10)
aux(done-12, has-11)
ccomp(is-7, done-12)
amod(harm-14, more-13)
dobj(done-12, harm-14)
prep(harm-14, than-15)
dep(than-15, good-16)
punct(done-12, ``-17)
prep(done-12, by-18)
pcomp(by-18, implanting-19)
det(incentives-22, the-20)
amod(incentives-22, wrong-21)
dobj(implanting-19, incentives-22)
cc(implanting-19, and-23)
conj(implanting-19, deflecting-24)
dep(deflecting-24, energy-25)
advmod(from-27, away-26)
prep(deflecting-24, from-27)
amod(development-29, economic-28)
pobj(from-27, development-29)
punct(is-7, .-30)
punct(is-7, ''-31)

advmod(is-7, Here-1)
punct(is-7, ,-2)
advmod(is-7, too-3)
punct(is-7, ,-4)
nn(Roberts-6, Mr.-5)
nsubj(is-7, Roberts-6)
root(ROOT-0, is-7)
dep(off-9, way-8)
prep(is-7, off-9)
det(mark-11, the-10)
pobj(off-9, mark-11)
punct(is-7, .-12)

det(reality-2, The-1)
nsubj(is-3, reality-2)
root(ROOT-0, is-3)
mark(linked-9, that-4)
nn(loans-6, Bank-5)
nsubjpass(linked-9, loans-6)
aux(linked-9, have-7)
auxpass(linked-9, been-8)
ccomp(is-3, linked-9)
prep(linked-9, to-10)
nn(improvements-12, policy-11)
pobj(to-10, improvements-12)
prep(linked-9, for-13)
num(years-15, 40-14)
pobj(for-13, years-15)
punct(is-3, .-16)

poss(loans-4, Our-1)
amod(loans-4, traditional-2)
nn(loans-4, project-3)
nsubj(supported-10, loans-4)
aux(supported-10, have-5)
punct(supported-10, ,-6)
prep(supported-10, for-7)
dep(for-7, instance-8)
punct(supported-10, ,-9)
root(ROOT-0, supported-10)
amod(pricing-13, sensible-11)
nn(pricing-13, energy-12)
dobj(supported-10, pricing-13)
prep(pricing-13, in-14)
det(sector-17, the-15)
nn(sector-17, power-16)
pobj(in-14, sector-17)
punct(pricing-13, ,-18)
amod(policies-21, sound-19)
amod(policies-21, interest-rate-20)
conj(pricing-13, policies-21)
prep(policies-21, in-22)
det(area-25, the-23)
nn(area-25, credit-24)
pobj(in-22, area-25)
cc(pricing-13, and-26)
det(operation-28, the-27)
conj(pricing-13, operation-28)
prep(operation-28, of-29)
amod(utilities-31, public-30)
pobj(of-29, utilities-31)
prep(operation-28, as-32)
amod(autonomous-35, efficient-33)
punct(autonomous-35, ,-34)
amod(agencies-36, autonomous-35)
pobj(as-32, agencies-36)
punct(supported-10, .-37)

advmod(borne-8, By-1)
cc(By-1, and-2)
conj(By-1, large-3)
punct(borne-8, ,-4)
det(efforts-6, these-5)
nsubj(borne-8, efforts-6)
aux(borne-8, have-7)
root(ROOT-0, borne-8)
dep(borne-8, fruit-9)
punct(borne-8, .-10)

prep(financed-25, In-1)
poss(region-4, my-2)
nn(region-4, home-3)
pobj(In-1, region-4)
punct(region-4, ,-5)
nn(America-7, Latin-6)
appos(region-4, America-7)
punct(region-4, ,-8)
nsubjpass(financed-25, much-9)
prep(much-9, of-10)
det(base-14, the-11)
amod(base-14, existing-12)
nn(base-14, infrastructure-13)
pobj(of-10, base-14)
punct(base-14, ---15)
det(block-19, an-16)
amod(block-19, important-17)
nn(block-19, building-18)
dep(base-14, block-19)
prep(block-19, for-20)
dep(for-20, development-21)
punct(base-14, ---22)
aux(financed-25, has-23)
auxpass(financed-25, been-24)
root(ROOT-0, financed-25)
prep(financed-25, by-26)
det(Bank-29, the-27)
nn(Bank-29, World-28)
pobj(by-26, Bank-29)
punct(financed-25, .-30)

nn(Roberts-2, Mr.-1)
nsubj(takes-4, Roberts-2)
advmod(takes-4, also-3)
root(ROOT-0, takes-4)
det(swipe-6, a-5)
dobj(takes-4, swipe-6)
prep(takes-4, at-7)
det(Bank-9, the-8)
poss(lending-12, Bank-9)
possessive(Bank-9, 's-10)
nn(lending-12, adjustment-11)
pobj(at-7, lending-12)
punct(takes-4, .-13)

dep(facts-4, What-1)
cop(facts-4, are-2)
det(facts-4, the-3)
root(ROOT-0, facts-4)
prep(facts-4, on-5)
det(type-7, this-6)
pobj(on-5, type-7)
prep(type-7, of-8)
dep(of-8, lending-9)
punct(facts-4, ?-10)

det(Bank-2, The-1)
nsubj(making-5, Bank-2)
aux(making-5, has-3)
aux(making-5, been-4)
root(ROOT-0, making-5)
nn(loans-7, adjustment-6)
dobj(making-5, loans-7)
prep(making-5, for-8)
num(years-10, 10-9)
pobj(for-8, years-10)
punct(making-5, .-11)

mark(name-3, As-1)
poss(name-3, their-2)
advcl(linked-9, name-3)
dep(name-3, implies-4)
punct(linked-9, ,-5)
det(operations-7, these-6)
nsubjpass(linked-9, operations-7)
auxpass(linked-9, are-8)
root(ROOT-0, linked-9)
prep(linked-9, to-10)
amod(reforms-13, far-reaching-11)
nn(reforms-13, policy-12)
pobj(to-10, reforms-13)
dep(aim-15, that-14)
dep(reforms-13, aim-15)
prep(aim-15, at-16)
pcomp(at-16, helping-17)
nn(countries-19, borrowing-18)
nsubj(get-20, countries-19)
ccomp(helping-17, get-20)
dep(get-20, back-21)
prep(get-20, on-22)
det(path-25, the-23)
