amod(members-2, Influential-1)
conj(certificates-9, currency-11)
punct(print-7, .-12)

nn(Banknote-2, U.S.-1)
nsubj(said-3, Banknote-2)
root(ROOT-0, said-3)
punct(assurance-9, ``-4)
dep(assurance-9, there-5)
aux(assurance-9, can-6)
cop(assurance-9, be-7)
neg(assurance-9, no-8)
ccomp(said-3, assurance-9)
punct(assurance-9, ''-10)
det(agreement-13, a-11)
nn(agreement-13, sale-12)
nsubjpass(concluded-16, agreement-13)
aux(concluded-16, would-14)
auxpass(concluded-16, be-15)
ccomp(assurance-9, concluded-16)
punct(said-3, .-17)

dep(said-3, It-1)
advmod(said-3, also-2)
root(ROOT-0, said-3)
det(offer-6, the-4)
nn(offer-6, tender-5)
nsubj(have-9, offer-6)
aux(have-9, would-7)
advmod(have-9, probably-8)
ccomp(said-3, have-9)
aux(extended-12, to-10)
auxpass(extended-12, be-11)
xcomp(have-9, extended-12)
advmod(extended-12, further-13)
aux(complete-15, to-14)
xcomp(extended-12, complete-15)
nn(arrangements-17, financing-16)
dobj(complete-15, arrangements-17)
punct(said-3, .-18)

nn(Banknote-2, U.S.-1)
nsubj(said-3, Banknote-2)
root(ROOT-0, said-3)
dep(extended-5, Citibank-4)
ccomp(said-3, extended-5)
det(date-8, the-6)
nn(date-8, expiration-7)
dobj(extended-5, date-8)
prep(date-8, of-9)
poss(commitment-11, its-10)
pobj(of-9, commitment-11)
prep(commitment-11, for-12)
amod(financing-15, senior-13)
amod(financing-15, secured-14)
pobj(for-12, financing-15)
prep(extended-5, to-16)
pobj(to-16, Nov.-17)
num(Nov.-17, 15-18)
punct(said-3, .-19)

det(offer-2, The-1)
nsubjpass(extended-10, offer-2)
punct(offer-2, ,-3)
vmod(offer-2, made-4)
tmod(made-4, June-5)
num(June-5, 1-6)
punct(offer-2, ,-7)
aux(extended-10, has-8)
auxpass(extended-10, been-9)
root(ROOT-0, extended-10)
amod(times-12, several-11)
dobj(extended-10, times-12)
punct(extended-10, .-13)

advmod(held-2, Closely-1)
amod(Banknote-4, held-2)
nn(Banknote-4, U.S.-3)
nsubj(offered-5, Banknote-4)
root(ROOT-0, offered-5)
det($-7, the-6)
dobj(offered-5, $-7)
num($-7, 7-8)
det(share-10, a-9)
dep($-7, share-10)
punct($-7, ,-11)
cc($-7, or-12)
conj($-7, $-13)
number(million-15, 126-14)
num($-13, million-15)
punct($-7, ,-16)
prep(offered-5, for-17)
advmod(as-20, as-18)
advmod(as-20, many-19)
quantmod(million-22, as-20)
number(million-22, 14.9-21)
num(shares-23, million-22)
pobj(for-17, shares-23)
punct(shares-23, ,-24)
cc(shares-23, or-25)
num(%-27, 78.6-26)
conj(shares-23, %-27)
punct(shares-23, ,-28)
conj(shares-23, of-29)
nn(Banknote-31, International-30)
poss(shares-33, Banknote-31)
possessive(Banknote-31, 's-32)
pobj(of-29, shares-33)
amod(shares-33, outstanding-34)
punct(offered-5, .-35)

nn(Banknote-2, U.S.-1)
nsubj(said-3, Banknote-2)
root(ROOT-0, said-3)
mark(tendered-27, that-4)
prep(tendered-27, as-5)
pcomp(as-5, of-6)
pobj(of-6, Oct.-7)
num(Oct.-7, 13-8)
punct(tendered-27, ,-9)
number(million-11, 16.1-10)
num(shares-12, million-11)
nsubjpass(tendered-27, shares-12)
punct(shares-12, ,-13)
cc(shares-12, or-14)
quantmod(84.3-16, about-15)
num(%-17, 84.3-16)
conj(shares-12, %-17)
prep(%-17, of-18)
det(shares-22, the-19)
advmod(diluted-21, fully-20)
amod(shares-22, diluted-21)
pobj(of-18, shares-22)
amod(shares-22, outstanding-23)
punct(shares-12, ,-24)
aux(tendered-27, had-25)
auxpass(tendered-27, been-26)
ccomp(said-3, tendered-27)
punct(said-3, .-28)

nn(Inc.-3, Gitano-1)
nn(Inc.-3, Group-2)
nsubj(said-4, Inc.-3)
root(ROOT-0, said-4)
dep(agreed-6, it-5)
ccomp(said-4, agreed-6)
aux(buy-8, to-7)
xcomp(agreed-6, buy-8)
num(%-10, 50-9)
dobj(buy-8, %-10)
prep(%-10, of-11)
nn(Ltd.-14, Regatta-12)
nn(Ltd.-14, Sport-13)
pobj(of-11, Ltd.-14)
punct(Ltd.-14, ,-15)
det(maker-20, a-16)
advmod(held-18, closely-17)
amod(maker-20, held-18)
nn(maker-20, apparel-19)
appos(Ltd.-14, maker-20)
punct(Ltd.-14, ,-21)
prep(buy-8, with-22)
det(assumption-24, the-23)
pobj(with-22, assumption-24)
prep(assumption-24, of-25)
pobj(of-25, $-26)
number(million-28, 3-27)
num($-26, million-28)
prep($-26, of-29)
amod(debt-31, contingent-30)
pobj(of-29, debt-31)
punct(said-4, .-32)

prep(has-11, Under-1)
det(terms-3, the-2)
pobj(Under-1, terms-3)
prep(terms-3, of-4)
det(contract-6, the-5)
pobj(of-4, contract-6)
punct(has-11, ,-7)
amod(York-based-9, New-8)
amod(Gitano-10, York-based-9)
nsubj(has-11, Gitano-10)
root(ROOT-0, has-11)
det(option-13, the-12)
dobj(has-11, option-13)
aux(acquire-15, to-14)
vmod(option-13, acquire-15)
det(%-19, the-16)
amod(%-19, remaining-17)
num(%-19, 50-18)
dobj(acquire-15, %-19)
prep(%-19, of-20)
pobj(of-20, Regatta-21)
punct(Regatta-21, ,-22)
det(maker-24, a-23)
dep(Regatta-21, maker-24)
prep(maker-24, of-25)
poss(clothes-31, men-26)
possessive(men-26, 's-27)
cc(men-26, and-28)
conj(men-26, women-29)
possessive(women-29, 's-30)
pobj(of-25, clothes-31)
vmod(clothes-31, sold-32)
advmod(in-34, primarily-33)
prep(sold-32, in-34)
nn(stores-36, department-35)
pobj(in-34, stores-36)
punct(Regatta-21, ,-37)
prep(acquire-15, under-38)
amod(conditions-40, certain-39)
pobj(under-38, conditions-40)
punct(has-11, .-41)

det(%-3, That-1)
num(%-3, 50-2)
nsubjpass(held-6, %-3)
auxpass(held-6, is-4)
advmod(held-6, now-5)
root(ROOT-0, held-6)
prep(held-6, by-7)
nn(Parker-9, Clifford-8)
pobj(by-7, Parker-9)
punct(Parker-9, ,-10)
poss(president-13, Regatta-11)
possessive(Regatta-11, 's-12)
appos(Parker-9, president-13)
cc(president-13, and-14)
amod(officer-17, chief-15)
amod(officer-17, executive-16)
conj(president-13, officer-17)
punct(Parker-9, ,-18)
dobj(manage-23, who-19)
aux(continue-21, will-20)
dep(Parker-9, continue-21)
aux(manage-23, to-22)
xcomp(continue-21, manage-23)
poss(operations-26, Regatta-24)
possessive(Regatta-24, 's-25)
dobj(manage-23, operations-26)
prep(manage-23, under-27)
dep(under-27, Gitano-28)
punct(held-6, .-29)

prep(have-6, In-1)
dep(In-1, 1989-2)
punct(have-6, ,-3)
dep(have-6, Regatta-4)
aux(have-6, will-5)
ccomp(said-24, have-6)
dep(have-6, sales-7)
punct(in-9, ``-8)
prep(have-6, in-9)
pobj(in-9, excess-10)
prep(excess-10, of-11)
pobj(of-11, $-12)
number(million-14, 10-13)
num($-12, million-14)
punct(in-9, ''-15)
cc(have-6, and-16)
aux(show-18, will-17)
conj(have-6, show-18)
det(profit-20, a-19)
dobj(show-18, profit-20)
punct(said-24, ,-21)
nn(Parker-23, Mr.-22)
nsubj(said-24, Parker-23)
root(ROOT-0, said-24)
punct(said-24, .-25)

nsubj(said-18, Gitano-1)
punct(Gitano-1, ,-2)
dep(makes-4, which-3)
dep(Gitano-1, makes-4)
amod(apparel-6, budget-priced-5)
dobj(makes-4, apparel-6)
vmod(apparel-6, sold-7)
advmod(sold-7, mainly-8)
prep(sold-7, through-9)
nn(merchandisers-11, mass-10)
pobj(through-9, merchandisers-11)
prep(merchandisers-11, like-12)
nn(mart-14, K-13)
pobj(like-12, mart-14)
cc(mart-14, and-15)
conj(mart-14, Wal-Mart-16)
punct(Gitano-1, ,-17)
root(ROOT-0, said-18)
det(acquisition-21, the-19)
nn(acquisition-21, Regatta-20)
nsubj(enhance-23, acquisition-21)
aux(enhance-23, will-22)
ccomp(said-18, enhance-23)
poss(strategy-25, its-24)
dobj(enhance-23, strategy-25)
aux(expand-27, to-26)
vmod(strategy-25, expand-27)
prep(expand-27, into-28)
nn(stores-30, department-29)
pobj(into-28, stores-30)
punct(said-18, .-31)

det(fall-2, This-1)
nsubj(began-5, fall-2)
punct(began-5, ,-3)
dep(began-5, Gitano-4)
root(ROOT-0, began-5)
xcomp(began-5, manufacturing-6)
advmod(priced-8, moderately-7)
amod(clothes-9, priced-8)
dobj(manufacturing-6, clothes-9)
vmod(clothes-9, aimed-10)
prep(aimed-10, at-11)
nn(stores-13, department-12)
pobj(at-11, stores-13)
prep(manufacturing-6, under-14)
det(trademark-18, the-15)
nn(trademark-18, Gloria-16)
nn(trademark-18, Vanderbilt-17)
pobj(under-14, trademark-18)
punct(trademark-18, ,-19)
dep(acquired-23, which-20)
dep(acquired-23, Gitano-21)
advmod(acquired-23, recently-22)
dep(trademark-18, acquired-23)
punct(began-5, .-24)

nn(Corp.-2, Enron-1)
nn(Houston-4, Corp.-2)
punct(Houston-4, ,-3)
nsubj(said-6, Houston-4)
punct(Houston-4, ,-5)
root(ROOT-0, said-6)
det(sale-8, the-7)
nsubj(result-25, sale-8)
prep(sale-8, of-9)
nn(units-11, preference-10)
pobj(of-9, units-11)
prep(units-11, of-12)
poss(subsidiary-23, its-13)
advmod(formed-15, newly-14)
amod(subsidiary-23, formed-15)
nn(subsidiary-23, Enron-16)
nn(subsidiary-23, NGL-17)
nn(subsidiary-23, Partners-18)
nn(subsidiary-23, L.P.-19)
nn(subsidiary-23, master-20)
amod(subsidiary-23, limited-21)
nn(subsidiary-23, partnership-22)
pobj(of-12, subsidiary-23)
aux(result-25, will-24)
ccomp(said-6, result-25)
prep(result-25, in-26)
det(gain-29, an-27)
amod(gain-29, undetermined-28)
pobj(in-26, gain-29)
prep(gain-29, in-30)
det(quarter-33, the-31)
amod(quarter-33, fourth-32)
pobj(in-30, quarter-33)
punct(said-6, .-34)

prep(had-10, In-1)
det(quarter-4, the-2)
amod(quarter-4, year-ago-3)
pobj(In-1, quarter-4)
punct(had-10, ,-5)
det(concern-9, the-6)
amod(concern-9, natural-7)
nn(concern-9, gas-8)
nsubj(had-10, concern-9)
root(ROOT-0, had-10)
amod(income-12, net-11)
dobj(had-10, income-12)
prep(income-12, of-13)
pobj(of-13, $-14)
number(million-16, 25.2-15)
num($-14, million-16)
punct($-14, ,-17)
cc($-14, or-18)
num(cents-20, 34-19)
conj($-14, cents-20)
det(share-22, a-21)
dep(cents-20, share-22)
punct($-14, ,-23)
prep(income-12, on-24)
pobj(on-24, revenue-25)
prep(revenue-25, of-26)
quantmod($-28, about-27)
pobj(of-26, $-28)
number(billion-30, 1.46-29)
num($-28, billion-30)
punct(had-10, .-31)

det(results-2, Those-1)
nsubj(included-3, results-2)
root(ROOT-0, included-3)
det(charge-8, a-4)
amod(charge-8, $-5)
number(million-7, 2.7-6)
num($-5, million-7)
dobj(included-3, charge-8)
vmod(charge-8, related-9)
prep(related-9, to-10)
det(retirement-12, the-11)
pobj(to-10, retirement-12)
prep(retirement-12, of-13)
dep(of-13, debt-14)
punct(included-3, .-15)

prep(said-7, In-1)
det(move-4, a-2)
amod(move-4, related-3)
pobj(In-1, move-4)
punct(said-7, ,-5)
dep(said-7, Enron-6)
root(ROOT-0, said-7)
dep(increased-9, it-8)
ccomp(said-7, increased-9)
det(number-11, the-10)
dobj(increased-9, number-11)
prep(number-11, of-12)
det(partnership-14, the-13)
poss(units-16, partnership-14)
possessive(partnership-14, 's-15)
pobj(of-12, units-16)
dep(offer-19, it-17)
aux(offer-19, will-18)
rcmod(units-16, offer-19)
prep(increased-9, to-20)
dep(to-20, 6,930,000-21)
prep(increased-9, from-22)
dep(from-22, 5,500,000-23)
punct(said-7, .-24)

det(numbers-5, The-1)
amod(numbers-5, old-2)
cc(old-2, and-3)
conj(old-2, revised-4)
nsubj(include-7, numbers-5)
dep(numbers-5, both-6)
root(ROOT-0, include-7)
amod(provisions-9, over-allotment-8)
dobj(include-7, provisions-9)
punct(include-7, .-10)

dep(said-2, Enron-1)
root(ROOT-0, said-2)
det(unit-4, each-3)
nsubjpass(priced-7, unit-4)
aux(priced-7, will-5)
auxpass(priced-7, be-6)
ccomp(said-2, priced-7)
prep(priced-7, in-8)
det(range-12, the-9)
amod(range-12, $-10)
dep($-10, 19-to-$21-11)
pobj(in-8, range-12)
cc(priced-7, and-13)
aux(represent-15, will-14)
conj(priced-7, represent-15)
quantmod(80-17, about-16)
num(%-18, 80-17)
dobj(represent-15, %-18)
prep(%-18, of-19)
det(equity-22, the-20)
nn(equity-22, partnership-21)
pobj(of-19, equity-22)
punct(said-2, .-23)

amod(proceeds-2, Net-1)
nsubjpass(expected-7, proceeds-2)
prep(proceeds-2, from-3)
det(offering-5, the-4)
pobj(from-3, offering-5)
auxpass(expected-7, are-6)
root(ROOT-0, expected-7)
aux(close-10, to-8)
cop(close-10, be-9)
xcomp(expected-7, close-10)
prep(close-10, to-11)
pobj(to-11, $-12)
number(million-14, 200-13)
num($-12, million-14)
punct(expected-7, .-15)

nsubj(underwriters-14, Goldman-1)
punct(Goldman-1, ,-2)
conj(Goldman-1, Sachs-3)
cc(Goldman-1, &-4)
conj(Goldman-1, Co.-5)
punct(Goldman-1, ,-6)
cc(Goldman-1, and-7)
nn(Inc.-11, Drexel-8)
nn(Inc.-11, Burnham-9)
nn(Inc.-11, Lambert-10)
conj(Goldman-1, Inc.-11)
cop(underwriters-14, are-12)
amod(underwriters-14, lead-13)
root(ROOT-0, underwriters-14)
punct(underwriters-14, .-15)

nn(Goldberg-3, Arthur-1)
nn(Goldberg-3, M.-2)
nsubj(said-4, Goldberg-3)
root(ROOT-0, said-4)
dep(extended-6, he-5)
ccomp(said-4, extended-6)
poss(offer-10, his-7)
amod(offer-10, unsolicited-8)
nn(offer-10, tender-9)
dobj(extended-6, offer-10)
prep(offer-10, of-11)
pobj(of-11, $-12)
num($-12, 32-13)
det(share-15, a-14)
dep($-12, share-15)
dep(offer-17, tender-16)
dep(share-15, offer-17)
punct($-12, ,-18)
cc($-12, or-19)
conj($-12, $-20)
number(million-22, 154.3-21)
num($-20, million-22)
punct($-12, ,-23)
prep(offer-10, for-24)
nn(Corp.-27, Di-25)
nn(Corp.-27, Giorgio-26)
pobj(for-24, Corp.-27)
prep(extended-6, to-28)
pobj(to-28, Nov.-29)
num(Nov.-29, 1-30)
punct(said-4, .-31)

nn(Corp.-3, DIG-1)
nn(Corp.-3, Acquisition-2)
nsubj(said-13, Corp.-3)
punct(Corp.-3, ,-4)
det(investor-8, the-5)
nn(investor-8, New-6)
nn(investor-8, Jersey-7)
poss(vehicle-11, investor-8)
possessive(investor-8, 's-9)
nn(vehicle-11, acquisition-10)
appos(Corp.-3, vehicle-11)
punct(Corp.-3, ,-12)
root(ROOT-0, said-13)
mark(tendered-27, that-14)
prep(tendered-27, as-15)
pcomp(as-15, of-16)
det(close-18, the-17)
nn(yesterday-21, close-18)
prep(yesterday-21, of-19)
dep(of-19, business-20)
pobj(of-16, yesterday-21)
punct(tendered-27, ,-22)
num(shares-24, 560,839-23)
nsubjpass(tendered-27, shares-24)
aux(tendered-27, had-25)
auxpass(tendered-27, been-26)
ccomp(said-13, tendered-27)
punct(said-13, .-28)

prep(holds-9, Including-1)
det(stake-3, the-2)
pobj(Including-1, stake-3)
dep(held-6, DIG-4)
advmod(held-6, already-5)
rcmod(stake-3, held-6)
punct(holds-9, ,-7)
dep(holds-9, DIG-8)
root(ROOT-0, holds-9)
det(total-11, a-10)
dobj(holds-9, total-11)
prep(total-11, of-12)
quantmod(25-14, about-13)
num(%-15, 25-14)
pobj(of-12, %-15)
prep(%-15, of-16)
nn(Giorgio-18, Di-17)
poss(shares-20, Giorgio-18)
possessive(Giorgio-18, 's-19)
pobj(of-16, shares-20)
prep(holds-9, on-21)
det(basis-25, a-22)
advmod(diluted-24, fully-23)
amod(basis-25, diluted-24)
pobj(on-21, basis-25)
punct(holds-9, .-26)

det(offer-2, The-1)
nsubj(was-14, offer-2)
punct(offer-2, ,-3)
dep(includes-6, which-4)
advmod(includes-6, also-5)
dep(offer-2, includes-6)
amod(rights-12, common-7)
cc(common-7, and-8)
conj(common-7, preferred-9)
nn(rights-12, stock-10)
nn(rights-12, purchase-11)
dobj(includes-6, rights-12)
punct(offer-2, ,-13)
root(ROOT-0, was-14)
aux(expire-16, to-15)
xcomp(was-14, expire-16)
amod(night-18, last-17)
tmod(expire-16, night-18)
prep(expire-16, at-19)
dep(at-19, midnight-20)
punct(was-14, .-21)

det(date-4, The-1)
amod(date-4, new-2)
nn(date-4, expiration-3)
nsubj(date-7, date-4)
cop(date-7, is-5)
det(date-7, the-6)
root(ROOT-0, date-7)
prep(are-22, on-8)
dep(on-8, which-9)
poss(commitments-13, DIG-10)
possessive(DIG-10, 's-11)
amod(commitments-13, financing-12)
nsubj(are-22, commitments-13)
punct(commitments-13, ,-14)
dep(total-16, which-15)
dep(commitments-13, total-16)
quantmod($-18, about-17)
dobj(total-16, $-18)
number(million-20, 240-19)
num($-18, million-20)
punct(commitments-13, ,-21)
rcmod(date-7, are-22)
aux(expire-24, to-23)
xcomp(are-22, expire-24)
punct(date-7, .-25)

dep(unit-4, DIG-1)
cop(unit-4, is-2)
det(unit-4, a-3)
root(ROOT-0, unit-4)
prep(unit-4, of-5)
nn(Corp.-8, DIG-6)
nn(Corp.-8, Holding-7)
pobj(of-5, Corp.-8)
punct(Corp.-8, ,-9)
det(unit-11, a-10)
appos(Corp.-8, unit-11)
prep(unit-11, of-12)
nn(L.P-15, Rose-13)
nn(L.P-15, Partners-14)
pobj(of-12, L.P-15)
punct(unit-4, .-16)

nn(Goldberg-2, Mr.-1)
nsubj(partner-7, Goldberg-2)
cop(partner-7, is-3)
det(partner-7, the-4)
amod(partner-7, sole-5)
amod(partner-7, general-6)
root(ROOT-0, partner-7)
prep(partner-7, in-8)
nn(Partners-10, Rose-9)
pobj(in-8, Partners-10)
punct(partner-7, .-11)

prep(rejected-20, In-1)
dep(In-1, August-2)
punct(rejected-20, ,-3)
nn(Giorgio-5, Di-4)
nsubj(rejected-20, Giorgio-5)
punct(Giorgio-5, ,-6)
det(products-11, a-7)
nn(products-11, San-8)
nn(products-11, Francisco-9)
nn(products-11, food-10)
appos(Giorgio-5, products-11)
cc(products-11, and-12)
nn(marketing-15, building-13)
nn(marketing-15, materials-14)
conj(products-11, marketing-15)
cc(products-11, and-16)
nn(company-18, distribution-17)
conj(products-11, company-18)
punct(Giorgio-5, ,-19)
root(ROOT-0, rejected-20)
nn(Goldberg-22, Mr.-21)
poss(offer-24, Goldberg-22)
possessive(Goldberg-22, 's-23)
dobj(rejected-20, offer-24)
prep(rejected-20, as-25)
dep(as-25, inadequate-26)
punct(rejected-20, .-27)

prep(closed-12, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
nn(trading-7, composite-6)
pobj(In-1, trading-7)
dep(closed-12, yesterday-8)
punct(closed-12, ,-9)
nn(Giorgio-11, Di-10)
nsubj(closed-12, Giorgio-11)
root(ROOT-0, closed-12)
prep(closed-12, at-13)
pobj(at-13, $-14)
num($-14, 31.50-15)
det(share-17, a-16)
dep($-14, share-17)
punct(closed-12, ,-18)
advmod(closed-12, down-19)
pobj(down-19, $-20)
num($-20, 1.75-21)
punct(closed-12, .-22)

dep(belong-4, What-1)
aux(belong-4, does-2)
neg(belong-4, n't-3)
root(ROOT-0, belong-4)
advmod(belong-4, here-5)
punct(belong-4, ?-6)

dep(typewriters-3, A.-1)
amod(typewriters-3, manual-2)
root(ROOT-0, typewriters-3)
punct(typewriters-3, ,-4)
dep(snapshots-7, B.-5)
amod(snapshots-7, black-and-white-6)
appos(typewriters-3, snapshots-7)
punct(typewriters-3, ,-8)
dep(shows-12, C.-9)
nn(shows-12, radio-10)
nn(shows-12, adventure-11)
appos(typewriters-3, shows-12)
punct(typewriters-3, .-13)

mark(guessed-3, If-1)
dep(guessed-3, you-2)
advcl('re-8, guessed-3)
amod(snapshots-5, black-and-white-4)
dobj(guessed-3, snapshots-5)
punct('re-8, ,-6)
dep('re-8, you-7)
root(ROOT-0, 're-8)
dep('re-8, right-9)
punct('re-8, .-10)

prep(coming-12, After-1)
pobj(After-1, years-2)
prep(years-2, of-3)
pcomp(of-3, fading-4)
prep(fading-4, into-5)
det(background-7, the-6)
pobj(into-5, background-7)
punct(coming-12, ,-8)
amod(photography-10, two-tone-9)
nsubj(coming-12, photography-10)
aux(coming-12, is-11)
root(ROOT-0, coming-12)
advmod(coming-12, back-13)
punct(coming-12, .-14)

amod(advertisements-3, Trendy-1)
nn(advertisements-3, magazine-2)
nsubj(feature-4, advertisements-3)
root(ROOT-0, feature-4)
amod(photos-7, stark-5)
amod(photos-7, black-and-white-6)
dobj(feature-4, photos-7)
prep(photos-7, of-8)
nn(celebrities-10, Hollywood-9)
nsubj(pitching-11, celebrities-10)
pcomp(of-8, pitching-11)
dobj(pitching-11, jeans-12)
punct(jeans-12, ,-13)
conj(jeans-12, shoes-14)
cc(jeans-12, and-15)
conj(jeans-12, liquor-16)
punct(feature-4, .-17)

nn(studios-2, Portrait-1)
nsubj(report-9, studios-2)
vmod(studios-2, accustomed-3)
prep(accustomed-3, to-4)
pcomp(to-4, shooting-5)
advmod(in-7, only-6)
prep(shooting-5, in-7)
dep(in-7, color-8)
root(ROOT-0, report-9)
det(rush-11, a-10)
dobj(report-9, rush-11)
prep(rush-11, to-12)
amod(orders-15, black-and-white-13)
nn(orders-15, portrait-14)
pobj(to-12, orders-15)
punct(report-9, .-16)

cc(crowded-6, And-1)
amod(classes-4, black-and-white-2)
nn(classes-4, photography-3)
nsubjpass(crowded-6, classes-4)
auxpass(crowded-6, are-5)
root(ROOT-0, crowded-6)
prep(crowded-6, with-7)
dep(with-7, students-8)
punct(crowded-6, .-9)

dep(happening-3, What-1)
aux(happening-3, 's-2)
csubj(mirrors-6, happening-3)
prep(happening-3, in-4)
dep(in-4, photography-5)
root(ROOT-0, mirrors-6)
det(popularity-8, the-7)
dobj(mirrors-6, popularity-8)
prep(popularity-8, of-9)
pobj(of-9, black-10)
cc(black-10, and-11)
conj(black-10, white-12)
prep(popularity-8, in-13)
pobj(in-13, fashion-14)
punct(fashion-14, ,-15)
nn(furnishings-17, home-16)
conj(fashion-14, furnishings-17)
cc(fashion-14, and-18)
conj(fashion-14, cinematography-19)
punct(mirrors-6, .-20)

prep(advancing-8, On-1)
nn(Avenue-3, Seventh-2)
pobj(On-1, Avenue-3)
punct(advancing-8, ,-4)
dep(advancing-8, designers-5)
aux(advancing-8, have-6)
aux(advancing-8, been-7)
root(ROOT-0, advancing-8)
det(look-11, the-9)
amod(look-11, monochrome-10)
dobj(advancing-8, look-11)
prep(advancing-8, with-12)
nn(collections-14, clothing-13)
pobj(with-12, collections-14)
vmod(collections-14, done-15)
advmod(done-15, entirely-16)
prep(done-15, in-17)
pobj(in-17, black-18)
cc(black-18, and-19)
conj(black-18, white-20)
punct(advancing-8, .-21)

cc(enjoying-6, And-1)
amod(movies-4, classic-2)
amod(movies-4, black-and-white-3)
nsubj(enjoying-6, movies-4)
aux(enjoying-6, are-5)
root(ROOT-0, enjoying-6)
det(comeback-8, a-7)
dobj(enjoying-6, comeback-8)
prep(comeback-8, on-9)
nn(tapes-11, videocassette-10)
pobj(on-9, tapes-11)
punct(comeback-8, ,-12)
vmod(comeback-8, spurred-13)
punct(spurred-13, ,-14)
prep(spurred-13, in-15)
dep(in-15, part-16)
punct(spurred-13, ,-17)
prep(spurred-13, by-18)
det(backlash-20, the-19)
pobj(by-18, backlash-20)
prep(backlash-20, against-21)
pobj(against-21, colorization-22)
prep(colorization-22, of-23)
amod(films-25, old-24)
pobj(of-23, films-25)
punct(enjoying-6, .-26)

punct(swinging-5, ``-1)
det(pendulum-3, The-2)
nsubj(swinging-5, pendulum-3)
aux(swinging-5, is-4)
dep(says-13, swinging-5)
advmod(swinging-5, back-6)
prep(swinging-5, to-7)
pobj(to-7, black-8)
cc(black-8, and-9)
conj(black-8, white-10)
punct(swinging-5, ,-11)
punct(swinging-5, ''-12)
root(ROOT-0, says-13)
nn(DeMoulin-15, Richard-14)
nsubj(says-13, DeMoulin-15)
punct(DeMoulin-15, ,-16)
det(manager-19, the-17)
amod(manager-19, general-18)
appos(DeMoulin-15, manager-19)
prep(manager-19, of-20)
nn(Co.-23, Eastman-21)
nn(Co.-23, Kodak-22)
poss(division-27, Co.-23)
possessive(Co.-23, 's-24)
amod(division-27, professional-25)
nn(division-27, photography-26)
pobj(of-20, division-27)
punct(says-13, .-28)

prep(declining-12, Until-1)
num(years-3, two-2)
