nsubj(continue-15, Efforts-1)
prep(described-5, as-6)
det(man-8, a-7)
pobj(as-6, man-8)
prep(man-8, with-9)
amod(convictions-11, deep-10)
pobj(with-9, convictions-11)
punct(has-14, ,-12)
dep(has-14, he-13)
root(ROOT-0, has-14)
amod(programs-18, few-15)
amod(programs-18, major-16)
amod(programs-18, political-17)
dobj(has-14, programs-18)
mark(call-22, that-19)
dep(call-22, he-20)
aux(call-22, can-21)
dep(programs-18, call-22)
poss(own-24, his-23)
xcomp(call-22, own-24)
punct(has-14, .-25)

dep(speaks-12, Asked-1)
prep(Asked-1, about-2)
poss(achievement-5, his-3)
amod(achievement-5, greatest-4)
pobj(about-2, achievement-5)
prep(achievement-5, in-6)
amod(life-8, public-7)
pobj(in-6, life-8)
punct(speaks-12, ,-9)
dep(speaks-12, he-10)
advmod(speaks-12, first-11)
root(ROOT-0, speaks-12)
prep(speaks-12, about-13)
det(quality-15, the-14)
pobj(about-13, quality-15)
prep(quality-15, of-16)
poss(staff-18, his-17)
pobj(of-16, staff-18)
punct(speaks-12, .-19)

advmod(wonder-11, Now-1)
punct(wonder-11, ,-2)
mark(day-5, as-3)
nn(day-5, election-4)
advcl(wonder-11, day-5)
dep(day-5, nears-6)
punct(wonder-11, ,-7)
advmod(supporters-10, even-8)
det(supporters-10, some-9)
nsubj(wonder-11, supporters-10)
root(ROOT-0, wonder-11)
dep(do-15, what-12)
dep(do-15, he-13)
aux(do-15, will-14)
ccomp(wonder-11, do-15)
mark(wins-18, if-16)
dep(wins-18, he-17)
advcl(do-15, wins-18)
det(mayoralty-20, the-19)
dobj(wins-18, mayoralty-20)
prep(wins-18, on-21)
pobj(on-21, Nov.-22)
num(Nov.-22, 7-23)
punct(wonder-11, .-24)

dep(wonder-2, They-1)
root(ROOT-0, wonder-2)
mark(firm-7, whether-3)
dep(firm-7, he-4)
aux(firm-7, can-5)
cop(firm-7, be-6)
ccomp(wonder-2, firm-7)
prep(firm-7, with-8)
poss(allies-11, his-9)
amod(allies-11, longtime-10)
pobj(with-8, allies-11)
punct(allies-11, ,-12)
prep(allies-11, including-13)
nn(leaders-15, union-14)
pobj(including-13, leaders-15)
cc(leaders-15, and-16)
amod(cronies-18, political-17)
conj(leaders-15, cronies-18)
dep(seek-21, who-19)
aux(seek-21, may-20)
dep(leaders-15, seek-21)
det(place-23, a-22)
dobj(seek-21, place-23)
prep(place-23, at-24)
det(trough-26, the-25)
pobj(at-24, trough-26)
punct(wonder-2, .-27)

dep(wonder-2, They-1)
root(ROOT-0, wonder-2)
mark(has-5, whether-3)
dep(has-5, he-4)
ccomp(wonder-2, has-5)
det(know-how-8, the-6)
amod(know-how-8, economic-7)
dobj(has-5, know-how-8)
aux(steer-10, to-9)
vmod(know-how-8, steer-10)
det(city-12, the-11)
dobj(steer-10, city-12)
prep(steer-10, through-13)
det(crisis-17, a-14)
amod(crisis-17, possible-15)
amod(crisis-17, fiscal-16)
pobj(through-13, crisis-17)
punct(wonder-2, ,-18)
cc(wonder-2, and-19)
dep(wonder-21, they-20)
conj(wonder-2, wonder-21)
dep(advising-25, who-22)
aux(advising-25, will-23)
aux(advising-25, be-24)
ccomp(wonder-21, advising-25)
dep(advising-25, him-26)
punct(wonder-2, .-27)

aux(be-8, Will-1)
dep(be-8, he-2)
punct(be-8, ,-3)
mark(wins-6, if-4)
dep(wins-6, he-5)
dep(be-8, wins-6)
punct(be-8, ,-7)
root(ROOT-0, be-8)
prep(be-8, in-9)
det(thrall-11, the-10)
pobj(in-9, thrall-11)
prep(thrall-11, of-12)
det(liberal-15, the-13)
advmod(liberal-15, most-14)
pobj(of-12, liberal-15)
prep(liberal-15, of-16)
dep(of-16, his-17)
dep(of-16, allies-18)
punct(liberal-15, ,-19)
dep(advocate-21, who-20)
dep(liberal-15, advocate-21)
amod(policies-23, such-22)
dobj(advocate-21, policies-23)
prep(policies-23, as-24)
nn(control-26, rent-25)
pobj(as-24, control-26)
prep(control-26, for-27)
amod(buildings-29, commercial-28)
pobj(for-27, buildings-29)
punct(be-8, ,-30)
cc(be-8, or-31)
aux(tilt-34, will-32)
dep(tilt-34, he-33)
conj(be-8, tilt-34)
prep(tilt-34, toward-35)
det(interests-38, the-36)
nn(interests-38, real-estate-37)
pobj(toward-35, interests-38)
dep(funneled-41, that-39)
aux(funneled-41, have-40)
dep(interests-38, funneled-41)
dep(funneled-41, money-42)
prep(funneled-41, into-43)
poss(campaign-45, his-44)
pobj(into-43, campaign-45)
punct(be-8, ?-46)

prep(coasted-16, After-1)
poss(victory-5, his-2)
amod(victory-5, decisive-3)
nn(victory-5, primary-4)
pobj(After-1, victory-5)
prep(victory-5, over-6)
nn(Koch-10, Mayor-7)
nn(Koch-10, Edward-8)
nn(Koch-10, I.-9)
pobj(over-6, Koch-10)
prep(victory-5, in-11)
dep(in-11, September-12)
punct(coasted-16, ,-13)
nn(Dinkins-15, Mr.-14)
nsubj(coasted-16, Dinkins-15)
root(ROOT-0, coasted-16)
punct(coasted-16, ,-17)
prep(coasted-16, until-18)
dep(until-18, recently-19)
punct(coasted-16, ,-20)
prep(coasted-16, on-21)
det(lead-24, a-22)
amod(lead-24, quite-comfortable-23)
pobj(on-21, lead-24)
prep(lead-24, over-25)
poss(opponent-28, his-26)
amod(opponent-28, Republican-27)
pobj(over-25, opponent-28)
punct(opponent-28, ,-29)
nn(Giuliani-31, Rudolph-30)
appos(opponent-28, Giuliani-31)
punct(Giuliani-31, ,-32)
det(buster-36, the-33)
amod(buster-36, former-34)
nn(buster-36, crime-35)
appos(Giuliani-31, buster-36)
dep(proved-39, who-37)
aux(proved-39, has-38)
dep(buster-36, proved-39)
det(something-41, a-40)
dobj(proved-39, something-41)
prep(something-41, of-42)
det(bust-44, a-43)
pobj(of-42, bust-44)
prep(proved-39, as-45)
det(candidate-47, a-46)
pobj(as-45, candidate-47)
punct(coasted-16, .-48)

cc(stumbled-5, But-1)
nn(Dinkins-3, Mr.-2)
nsubj(stumbled-5, Dinkins-3)
aux(stumbled-5, has-4)
root(ROOT-0, stumbled-5)
prep(stumbled-5, in-6)
det(weeks-10, the-7)
amod(weeks-10, past-8)
num(weeks-10, two-9)
pobj(in-6, weeks-10)
prep(stumbled-5, over-11)
poss(campaign-13, his-12)
poss(payments-15, campaign-13)
possessive(campaign-13, 's-14)
pobj(over-11, payments-15)
prep(payments-15, to-16)
det(activist-19, a-17)
amod(activist-19, black-18)
pobj(to-16, activist-19)
dep(kidnapper-24, who-20)
cop(kidnapper-24, is-21)
det(kidnapper-24, a-22)
amod(kidnapper-24, convicted-23)
dep(activist-19, kidnapper-24)
punct(over-11, ,-25)
cc(over-11, and-26)
conj(over-11, over-27)
poss(handling-29, his-28)
pobj(over-27, handling-29)
prep(handling-29, of-30)
det(sale-33, a-31)
nn(sale-33, stock-32)
pobj(of-30, sale-33)
prep(sale-33, to-34)
poss(son-36, his-35)
pobj(to-34, son-36)
punct(stumbled-5, .-37)

dep(recorded-4, Polls-1)
advmod(recorded-4, also-2)
aux(recorded-4, have-3)
root(ROOT-0, recorded-4)
det(slippage-6, some-5)
dobj(recorded-4, slippage-6)
prep(slippage-6, in-7)
nn(Dinkins-9, Mr.-8)
poss(support-11, Dinkins-9)
possessive(Dinkins-9, 's-10)
pobj(in-7, support-11)
prep(support-11, among-12)
amod(voters-14, Jewish-13)
pobj(among-12, voters-14)
punct(recorded-4, ,-15)
cc(recorded-4, and-16)
amod(projections-18, citywide-17)
nsubj(put-20, projections-18)
advmod(put-20, now-19)
conj(recorded-4, put-20)
poss(lead-22, his-21)
dobj(put-20, lead-22)
prep(put-20, at-23)
amod(four-25, between-24)
num(points-29, four-25)
cc(four-25, and-26)
conj(four-25, 20-27)
nn(points-29, percentage-28)
pobj(at-23, points-29)
punct(recorded-4, .-30)

prep(appears-16, In-1)
det(interview-3, an-2)
pobj(In-1, interview-3)
prep(interview-3, with-4)
pobj(with-4, reporters-5)
cc(reporters-5, and-6)
conj(reporters-5, editors-7)
prep(reporters-5, of-8)
det(Journal-12, The-9)
nn(Journal-12, Wall-10)
nn(Journal-12, Street-11)
pobj(of-8, Journal-12)
punct(appears-16, ,-13)
nn(Dinkins-15, Mr.-14)
nsubj(appears-16, Dinkins-15)
root(ROOT-0, appears-16)
advmod(confident-18, quite-17)
acomp(appears-16, confident-18)
prep(confident-18, of-19)
dep(of-19, victory-20)
cc(of-19, and-21)
conj(of-19, of-22)
poss(ability-24, his-23)
pobj(of-22, ability-24)
aux(handle-26, to-25)
vmod(ability-24, handle-26)
det(mayoralty-28, the-27)
dobj(handle-26, mayoralty-28)
punct(appears-16, .-29)

punct(think-6, ``-1)
det(lot-3, A-2)
nsubj(think-6, lot-3)
prep(lot-3, of-4)
dep(of-4, people-5)
csubj(says-25, think-6)
dep(give-9, I-7)
aux(give-9, will-8)
ccomp(think-6, give-9)
dep(give-9, away-10)
det(store-12, the-11)
dobj(give-9, store-12)
punct(think-6, ,-13)
cc(think-6, but-14)
dep(assure-17, I-15)
aux(assure-17, can-16)
conj(think-6, assure-17)
dep(assure-17, you-18)
dep(will-20, I-19)
ccomp(assure-17, will-20)
neg(will-20, not-21)
punct(think-6, ,-22)
punct(think-6, ''-23)
dep(says-25, he-24)
root(ROOT-0, says-25)
punct(says-25, .-26)

punct(aware-4, ``-1)
dep(aware-4, I-2)
cop(aware-4, am-3)
root(ROOT-0, aware-4)
dep(have-6, we-5)
ccomp(aware-4, have-6)
amod(problems-9, real-7)
amod(problems-9, budgetary-8)
dobj(have-6, problems-9)
punct(aware-4, .-10)
punct(aware-4, ''-11)

det(city-2, The-1)
nsubj(full-4, city-2)
cop(full-4, is-3)
root(ROOT-0, full-4)
prep(full-4, of-5)
amod(bridges-7, aging-6)
pobj(of-5, bridges-7)
punct(bridges-7, ,-8)
nn(mains-10, water-9)
conj(bridges-7, mains-10)
cc(bridges-7, and-11)
conj(bridges-7, roadways-12)
dep(are-14, that-13)
dep(bridges-7, are-14)
prep(are-14, in-15)
pobj(in-15, need-16)
prep(need-16, of-17)
pobj(of-17, billions-18)
prep(billions-18, of-19)
dep(of-19, dollars-20)
amod(billions-18, worth-21)
prep(billions-18, of-22)
dep(of-22, repair-23)
punct(full-4, .-24)

amod(efforts-2, Renewed-1)
nsubj(be-9, efforts-2)
aux(fight-4, to-3)
vmod(efforts-2, fight-4)
dobj(fight-4, drugs-5)
cc(drugs-5, and-6)
conj(drugs-5, crime-7)
aux(be-9, will-8)
root(ROOT-0, be-9)
dep(be-9, costly-10)
punct(be-9, .-11)

cc(say-4, But-1)
nn(officials-3, city-2)
nsubj(say-4, officials-3)
root(ROOT-0, say-4)
nn(revenues-6, tax-5)
nsubj(are-7, revenues-6)
ccomp(say-4, are-7)
dep(are-7, lagging-8)
punct(say-4, .-9)

cc(is-17, And-1)
prep(is-17, after-2)
det(decade-4, a-3)
pobj(after-2, decade-4)
prep(decade-4, of-5)
amod(growth-8, explosive-6)
nn(growth-8, job-7)
pobj(of-5, growth-8)
prep(growth-8, on-9)
nn(Street-11, Wall-10)
pobj(on-9, Street-11)
punct(is-17, ,-12)
det(period-14, a-13)
nsubj(is-17, period-14)
prep(period-14, of-15)
dep(of-15, contraction-16)
root(ROOT-0, is-17)
prep(is-17, under-18)
dep(under-18, way-19)
punct(is-17, .-20)

nn(Koch-2, Mr.-1)
nsubj(announced-5, Koch-2)
advmod(announced-5, already-3)
aux(announced-5, has-4)
root(ROOT-0, announced-5)
dep(drop-8, he-6)
aux(drop-8, will-7)
ccomp(announced-5, drop-8)
num(jobs-10, 3,200-9)
dobj(drop-8, jobs-10)
prep(drop-8, from-11)
det(payroll-14, the-12)
nn(payroll-14, city-13)
pobj(from-11, payroll-14)
punct(announced-5, ,-15)
cc(announced-5, but-16)
dep(be-20, that-17)
aux(be-20, wo-18)
neg(be-20, n't-19)
conj(announced-5, be-20)
advmod(be-20, enough-21)
punct(announced-5, .-22)

nn(Regan-6, New-1)
nn(Regan-6, York-2)
nn(Regan-6, State-3)
nn(Regan-6, Comptroller-4)
nn(Regan-6, Edward-5)
nsubj(predicts-7, Regan-6)
root(ROOT-0, predicts-7)
det(gap-13, a-8)
amod(gap-13, $-9)
number(billion-11, 1.3-10)
num($-9, billion-11)
nn(gap-13, budget-12)
dobj(predicts-7, gap-13)
prep(gap-13, for-14)
det(city-16, the-15)
poss(year-20, city-16)
possessive(city-16, 's-17)
amod(year-20, next-18)
amod(year-20, fiscal-19)
pobj(for-14, year-20)
punct(gap-13, ,-21)
det(gap-23, a-22)
appos(gap-13, gap-23)
dep(grow-26, that-24)
aux(grow-26, could-25)
dep(gap-23, grow-26)
mark(is-29, if-27)
dep(is-29, there-28)
advcl(grow-26, is-29)
det(recession-31, a-30)
dep(is-29, recession-31)
punct(predicts-7, .-32)

mark(elected-2, If-1)
advcl(have-8, elected-2)
punct(have-8, ,-3)
nn(Dinkins-5, Mr.-4)
nsubj(have-8, Dinkins-5)
aux(have-8, will-6)
advmod(have-8, probably-7)
root(ROOT-0, have-8)
neg(choice-10, no-9)
dobj(have-8, choice-10)
cc(choice-10, but-11)
aux(raise-13, to-12)
conj(choice-10, raise-13)
dobj(raise-13, taxes-14)
prep(taxes-14, on-15)
amod(businesses-17, overburdened-16)
pobj(on-15, businesses-17)
cc(raise-13, or-18)
conj(raise-13, cut-19)
dobj(cut-19, spending-20)
prep(spending-20, in-21)
advmod(under-serviced-23, already-22)
amod(neighborhoods-24, under-serviced-23)
pobj(in-21, neighborhoods-24)
punct(have-8, .-25)

punct(going-4, ``-1)
dep(going-4, He-2)
aux(going-4, is-3)
dep(says-11, going-4)
aux(face-6, to-5)
xcomp(going-4, face-6)
det(mess-8, a-7)
dobj(face-6, mess-8)
punct(going-4, ,-9)
punct(going-4, ''-10)
root(ROOT-0, says-11)
nn(Stein-16, City-12)
nn(Stein-16, Council-13)
nn(Stein-16, President-14)
nn(Stein-16, Andrew-15)
nsubj(says-11, Stein-16)
punct(says-11, .-17)

punct(are-4, ``-1)
poss(supporters-3, His-2)
nsubj(are-4, supporters-3)
root(ROOT-0, are-4)
neg(are-4, not-5)
dep(are-4, venal-6)
punct(are-4, ,-7)
cc(are-4, but-8)
poss(solution-10, their-9)
nsubj(be-14, solution-10)
prep(solution-10, to-11)
dep(to-11, everything-12)
aux(be-14, will-13)
conj(are-4, be-14)
aux(spend-16, to-15)
xcomp(be-14, spend-16)
amod(money-18, more-17)
dobj(spend-16, money-18)
punct(be-14, ,-19)
cc(be-14, and-20)
dep(have-24, he-21)
aux(have-24, wo-22)
neg(have-24, n't-23)
conj(be-14, have-24)
det(money-26, any-25)
dobj(have-24, money-26)
punct(are-4, .-27)
punct(are-4, ''-28)

advmod(finessed-8, By-1)
cc(By-1, and-2)
conj(By-1, large-3)
punct(finessed-8, ,-4)
nn(Dinkins-6, Mr.-5)
nsubj(finessed-8, Dinkins-6)
aux(finessed-8, has-7)
root(ROOT-0, finessed-8)
det(question-11, the-9)
amod(question-11, touchy-10)
dobj(finessed-8, question-11)
prep(question-11, of-12)
poss(ox-14, whose-13)
nsubj(gore-17, ox-14)
dep(gore-17, he-15)
aux(gore-17, would-16)
pcomp(of-12, gore-17)
punct(finessed-8, .-18)

advmod(of-2, Instead-1)
prep(sold-12, of-2)
pcomp(of-2, focusing-3)
prep(focusing-3, on-4)
det(future-7, the-5)
amod(future-7, financial-6)
pobj(on-4, future-7)
punct(sold-12, ,-8)
nn(Dinkins-10, Mr.-9)
nsubj(sold-12, Dinkins-10)
aux(sold-12, has-11)
root(ROOT-0, sold-12)
dep(sold-12, himself-13)
prep(sold-12, as-14)
det(unifier-16, a-15)
pobj(as-14, unifier-16)
prep(unifier-16, for-17)
det(city-19, a-18)
pobj(for-17, city-19)
advmod(touched-21, recently-20)
vmod(city-19, touched-21)
prep(touched-21, by-22)
amod(violence-24, racial-23)
pobj(by-22, violence-24)
cc(as-14, and-25)
conj(as-14, as-26)
det(antidote-29, a-27)
amod(antidote-29, soothing-28)
pobj(as-26, antidote-29)
prep(antidote-29, to-30)
num(years-32, 12-31)
pobj(to-30, years-32)
prep(years-32, of-33)
pobj(of-33, commotion-34)
dep(commotion-34, generated-35)
prep(generated-35, by-36)
nn(Koch-38, Mayor-37)
pobj(by-36, Koch-38)
punct(sold-12, .-39)

punct(is-8, ``-1)
det(thing-3, The-2)
nsubj(is-8, thing-3)
prep(thing-3, about-4)
det(candidacy-7, the-5)
nn(candidacy-7, Dinkins-6)
pobj(about-4, candidacy-7)
dep(says-21, is-8)
mark(offers-11, that-9)
dep(offers-11, it-10)
ccomp(is-8, offers-11)
dep(offers-11, hope-12)
prep(offers-11, to-13)
det(range-16, a-14)
amod(range-16, broad-15)
pobj(to-13, range-16)
prep(range-16, of-17)
dep(of-17, people-18)
punct(is-8, ,-19)
punct(is-8, ''-20)
root(ROOT-0, says-21)
nn(Frucher-23, Meyer-22)
nsubj(says-21, Frucher-23)
punct(Frucher-23, ,-24)
det(executive-27, a-25)
nn(executive-27, real-estate-26)
appos(Frucher-23, executive-27)
cc(executive-27, and-28)
amod(aide-30, former-29)
conj(executive-27, aide-30)
prep(aide-30, to-31)
nn(Cuomo-34, Gov.-32)
nn(Cuomo-34, Mario-33)
pobj(to-31, Cuomo-34)
punct(says-21, .-35)

punct(candidacy-6, ``-1)
dep(candidacy-6, It-2)
cop(candidacy-6, is-3)
det(candidacy-6, a-4)
amod(candidacy-6, feel-good-5)
root(ROOT-0, candidacy-6)
punct(candidacy-6, .-7)
punct(candidacy-6, ''-8)

neg(doubt-2, No-1)
nsubj(influence-10, doubt-2)
punct(influence-10, ,-3)
nn(Dinkins-5, Mr.-4)
nsubj(influence-10, Dinkins-5)
aux(influence-10, has-6)
cop(influence-10, been-7)
det(influence-10, a-8)
amod(influence-10, calming-9)
root(ROOT-0, influence-10)
punct(influence-10, .-11)

dep(figure-5, He-1)
cop(figure-5, is-2)
det(figure-5, an-3)
amod(figure-5, avuncular-4)
root(ROOT-0, figure-5)
dep(remembers-7, who-6)
dep(figure-5, remembers-7)
det(birthdays-9, the-8)
dobj(remembers-7, birthdays-9)
prep(birthdays-9, of-10)
poss(children-13, colleagues-11)
possessive(colleagues-11, '-12)
pobj(of-10, children-13)
punct(remembers-7, ,-14)
conj(remembers-7, opens-15)
dep(opens-15, doors-16)
prep(opens-15, for-17)
dep(for-17, women-18)
punct(remembers-7, ,-19)
cc(remembers-7, and-20)
advmod(never-22, almost-21)
neg(has-23, never-22)
conj(remembers-7, has-23)
det(word-26, a-24)
amod(word-26, bad-25)
dobj(has-23, word-26)
aux(say-28, to-27)
vmod(word-26, say-28)
dobj(say-28, about-29)
dep(about-29, anybody-30)
punct(figure-5, .-31)

advmod(important-2, More-1)
dep(emerged-5, important-2)
punct(emerged-5, ,-3)
dep(emerged-5, he-4)
root(ROOT-0, emerged-5)
prep(emerged-5, as-6)
det(peacemaker-8, a-7)
pobj(as-6, peacemaker-8)
amod(summer-10, last-9)
tmod(emerged-5, summer-10)
prep(emerged-5, after-11)
det(rape-15, the-12)
nn(rape-15, Central-13)
nn(rape-15, Park-14)
pobj(after-11, rape-15)
prep(rape-15, of-16)
det(jogger-19, a-17)
amod(jogger-19, white-18)
pobj(of-16, jogger-19)
punct(charged-29, ---20)
prep(charged-29, in-21)
dep(in-21, which-22)
det(group-24, a-23)
nsubjpass(charged-29, group-24)
prep(group-24, of-25)
nn(teens-27, Harlem-26)
pobj(of-25, teens-27)
auxpass(charged-29, was-28)
dep(rape-15, charged-29)
punct(charged-29, ---30)
cc(rape-15, and-31)
det(murder-34, the-32)
amod(murder-34, racial-33)
conj(rape-15, murder-34)
prep(murder-34, of-35)
det(teen-ager-38, a-36)
amod(teen-ager-38, black-37)
pobj(of-35, teen-ager-38)
prep(murder-34, in-39)
det(neighborhood-43, the-40)
amod(neighborhood-43, white-41)
nn(neighborhood-43, Brooklyn-42)
pobj(in-39, neighborhood-43)
prep(neighborhood-43, of-44)
dep(of-44, Bensonhurst-45)
punct(emerged-5, .-46)

advmod(than-2, Rather-1)
prep(attracted-16, than-2)
pcomp(than-2, scaring-3)
dep(scaring-3, off-4)
amod(voters-6, white-5)
dobj(scaring-3, voters-6)
punct(attracted-16, ,-7)
mark(predicted-10, as-8)
dep(predicted-10, many-9)
advcl(attracted-16, predicted-10)
dep(would-12, he-11)
ccomp(predicted-10, would-12)
punct(attracted-16, ,-13)
nn(Dinkins-15, Mr.-14)
nsubj(attracted-16, Dinkins-15)
root(ROOT-0, attracted-16)
amod(whites-18, many-17)
dobj(attracted-16, whites-18)
advmod(of-21, precisely-19)
mwe(of-21, because-20)
prep(attracted-16, of-21)
poss(reputation-23, his-22)
pobj(of-21, reputation-23)
prep(reputation-23, for-24)
pcomp(for-24, having-25)
det(head-28, a-26)
amod(head-28, cool-27)
dobj(having-25, head-28)
punct(attracted-16, .-29)

punct(priority-7, -LRB--1)
csubj(priority-7, Keeping-2)
dep(Keeping-2, cool-3)
cop(priority-7, is-4)
det(priority-7, a-5)
nn(priority-7, Dinkins-6)
root(ROOT-0, priority-7)
punct(priority-7, :-8)
prep(known-17, On-9)
amod(days-11, humid-10)
pobj(On-9, days-11)
det(summer-13, this-12)
nsubjpass(known-17, summer-13)
punct(known-17, ,-14)
dep(known-17, he-15)
auxpass(known-17, was-16)
parataxis(priority-7, known-17)
aux(change-19, to-18)
xcomp(known-17, change-19)
poss(suits-22, his-20)
amod(suits-22, double-breasted-21)
dep(change-19, suits-22)
advmod(as-25, as-23)
advmod(as-25, many-24)
quantmod(four-26, as-25)
num(times-27, four-26)
dobj(change-19, times-27)
det(day-29, a-28)
dep(times-27, day-29)
punct(priority-7, .-30)
punct(priority-7, -RRB--31)

cc(shown-10, But-1)
advmod(in-3, even-2)
prep(shown-10, in-3)
poss(campaign-6, his-4)
nn(campaign-6, front-runner-5)
pobj(in-3, campaign-6)
punct(shown-10, ,-7)
dep(shown-10, he-8)
aux(shown-10, has-9)
root(ROOT-0, shown-10)
dobj(shown-10, signs-11)
prep(signs-11, of-12)
det(indecisiveness-14, the-13)
pobj(of-12, indecisiveness-14)
cc(indecisiveness-14, and-15)
conj(indecisiveness-14, confusion-16)
mark(say-19, that-17)
dep(say-19, some-18)
dep(indecisiveness-14, say-19)
aux(plagued-21, has-20)
ccomp(say-19, plagued-21)
poss(tenure-23, his-22)
dobj(plagued-21, tenure-23)
prep(tenure-23, as-24)
nn(president-27, Manhattan-25)
nn(president-27, borough-26)
pobj(as-24, president-27)
punct(plagued-21, ---28)
cc(plagued-21, and-29)
aux(hinder-31, might-30)
conj(plagued-21, hinder-31)
dep(hinder-31, him-32)
prep(hinder-31, as-33)
dep(as-33, mayor-34)
punct(shown-10, .-35)

prep(frittered-9, Over-1)
det(weeks-5, the-2)
amod(weeks-5, last-3)
amod(weeks-5, few-4)
pobj(Over-1, weeks-5)
punct(frittered-9, ,-6)
dep(frittered-9, he-7)
aux(frittered-9, has-8)
root(ROOT-0, frittered-9)
dep(frittered-9, away-10)
quantmod(half-12, roughly-11)
dobj(frittered-9, half-12)
prep(half-12, of-13)
dep(lead-19, what-14)
cop(lead-19, was-15)
advmod(lead-19, once-16)
det(lead-19, a-17)
amod(lead-19, 33-point-18)
pcomp(of-13, lead-19)
prep(lead-19, in-20)
det(polls-22, the-21)
pobj(in-20, polls-22)
prep(lead-19, over-23)
nn(Giuliani-25, Mr.-24)
pobj(over-23, Giuliani-25)
punct(frittered-9, .-26)

det(story-2, A-1)
nsubjpass(allowed-27, story-2)
prep(story-2, about-3)
advmod(mishandled-6, how-4)
dep(mishandled-6, he-5)
pcomp(about-3, mishandled-6)
det(sale-8, the-7)
dobj(mishandled-6, sale-8)
prep(sale-8, to-9)
poss(son-11, his-10)
pobj(to-9, son-11)
prep(sale-8, of-12)
poss(stock-14, his-13)
pobj(of-12, stock-14)
prep(stock-14, in-15)
det(company-18, a-16)
nn(company-18, media-17)
pobj(in-15, company-18)
vmod(company-18, controlled-19)
prep(controlled-19, by-20)
poss(Sutton-25, his-21)
amod(Sutton-25, political-22)
nn(Sutton-25, patron-23)
nn(Sutton-25, Percy-24)
pobj(by-20, Sutton-25)
auxpass(allowed-27, was-26)
