nsubjpass(expected-7, Confidence-1)
rcmod(buck-16, spent-19)
prep(spent-19, on-20)
dep(on-20, computers-21)
punct(get-11, .-22)
punct(get-11, ''-23)

det(program-2, The-1)
nsubj(runs-12, program-2)
punct(program-2, ,-3)
dep(shipped-7, which-4)
aux(shipped-7, will-5)
auxpass(shipped-7, be-6)
dep(program-2, shipped-7)
prep(shipped-7, in-8)
pobj(in-8, January-9)
num(January-9, 1990-10)
punct(program-2, ,-11)
root(ROOT-0, runs-12)
prep(runs-12, on-13)
det(system-17, the-14)
nn(system-17, Unix-15)
nn(system-17, operating-16)
pobj(on-13, system-17)
punct(runs-12, .-18)

dep(charge-3, Hewlett-Packard-1)
aux(charge-3, will-2)
root(ROOT-0, charge-3)
dobj(charge-3, $-4)
num($-4, 5,000-5)
prep(charge-3, for-6)
det(license-8, a-7)
pobj(for-6, license-8)
vmod(license-8, covering-9)
num(users-11, 10-10)
dobj(covering-9, users-11)
punct(charge-3, .-12)

det(program-2, The-1)
nsubj(works-4, program-2)
advmod(works-4, now-3)
root(ROOT-0, works-4)
prep(works-4, on-5)
det(workstations-10, all-6)
nn(workstations-10, Hewlett-Packard-7)
cc(Hewlett-Packard-7, and-8)
conj(Hewlett-Packard-7, Apollo-9)
pobj(on-5, workstations-10)
cc(on-5, and-11)
conj(on-5, on-12)
pobj(on-12, computers-13)
dep(computers-13, made-14)
prep(made-14, by-15)
nn(Inc.-18, Multiflow-16)
nn(Inc.-18, Computer-17)
pobj(by-15, Inc.-18)
prep(Inc.-18, of-19)
nn(Conn-22, Branford-20)
punct(Conn-22, ,-21)
pobj(of-19, Conn-22)
punct(works-4, .-23)

dep(said-2, Hewlett-Packard-1)
root(ROOT-0, said-2)
dep(sell-5, it-3)
aux(sell-5, will-4)
ccomp(said-2, sell-5)
dobj(sell-5, versions-6)
advmod(year-9, later-7)
amod(year-9, next-8)
tmod(sell-5, year-9)
mark(run-11, that-10)
ccomp(sell-5, run-11)
prep(run-11, on-12)
nn(Inc.-15, Sun-13)
nn(Inc.-15, Microsystems-14)
pobj(on-12, Inc.-15)
cc(Inc.-15, and-16)
nn(machines-20, Digital-17)
nn(machines-20, Equipment-18)
nn(machines-20, Corp.-19)
conj(Inc.-15, machines-20)
punct(said-2, .-21)

det(Broker-3, The-1)
nn(Broker-3, Task-2)
nsubj(differs-4, Broker-3)
root(ROOT-0, differs-4)
prep(differs-4, from-5)
amod(programs-7, other-6)
pobj(from-5, programs-7)
dep(spread-9, that-8)
dep(programs-7, spread-9)
amod(tasks-11, computing-10)
dobj(spread-9, tasks-11)
prep(spread-9, around-12)
det(network-14, a-13)
pobj(around-12, network-14)
punct(differs-4, .-15)

det(program-4, A-1)
advmod(available-3, previously-2)
amod(program-4, available-3)
nsubj(takes-20, program-4)
vmod(program-4, called-5)
nn(System-8, Network-6)
nn(System-8, Computing-7)
dep(called-5, System-8)
punct(program-4, ,-9)
vmod(program-4, developed-10)
prep(developed-10, by-11)
poss(division-15, Hewlett-Packard-12)
possessive(Hewlett-Packard-12, 's-13)
nn(division-15, Apollo-14)
pobj(by-11, division-15)
punct(takes-20, ,-16)
prep(takes-20, for-17)
dep(for-17, instance-18)
punct(takes-20, ,-19)
root(ROOT-0, takes-20)
det(task-22, a-21)
dobj(takes-20, task-22)
cc(takes-20, and-23)
conj(takes-20, splits-24)
dep(splits-24, it-25)
dep(splits-24, up-26)
prep(splits-24, into-27)
dep(into-27, parts-28)
punct(takes-20, ,-29)
vmod(takes-20, divvying-30)
dep(divvying-30, up-31)
det(parts-33, those-32)
dobj(divvying-30, parts-33)
prep(divvying-30, to-34)
amod(computers-36, several-35)
pobj(to-34, computers-36)
prep(computers-36, in-37)
det(network-39, a-38)
pobj(in-37, network-39)
prep(divvying-30, for-40)
amod(processing-42, simultaneous-41)
pobj(for-40, processing-42)
punct(takes-20, .-43)

cc(revised-8, But-1)
nsubjpass(revised-8, programs-2)
prep(programs-2, in-3)
amod(computers-5, individual-4)
pobj(in-3, computers-5)
aux(revised-8, must-6)
auxpass(revised-8, be-7)
root(ROOT-0, revised-8)
mark(work-12, in-9)
dep(work-12, order-10)
aux(work-12, to-11)
advcl(revised-8, work-12)
prep(work-12, with-13)
det(system-15, that-14)
pobj(with-13, system-15)
punct(revised-8, .-16)

dep(have-4, Applications-1)
aux(have-4, wo-2)
neg(have-4, n't-3)
root(ROOT-0, have-4)
aux(rewritten-7, to-5)
auxpass(rewritten-7, be-6)
xcomp(have-4, rewritten-7)
aux(work-9, to-8)
xcomp(rewritten-7, work-9)
prep(work-9, with-10)
nn(Broker-12, Task-11)
pobj(with-10, Broker-12)
punct(said-15, ,-13)
dep(said-15, Hewlett-Packard-14)
dep(have-4, said-15)
punct(said-15, ,-16)
cc(have-4, and-17)
det(user-19, the-18)
nsubj(able-26, user-19)
prep(user-19, of-20)
det(computer-22, a-21)
pobj(of-20, computer-22)
aux(able-26, wo-23)
neg(able-26, n't-24)
cop(able-26, be-25)
conj(have-4, able-26)
aux(tell-28, to-27)
xcomp(able-26, tell-28)
mark(doing-33, that-29)
det(machine-31, another-30)
nsubj(doing-33, machine-31)
aux(doing-33, is-32)
ccomp(tell-28, doing-33)
det(work-35, the-34)
dobj(doing-33, work-35)
punct(have-4, .-36)

det(Broker-3, The-1)
nn(Broker-3, Task-2)
nsubj(turns-5, Broker-3)
punct(turns-5, ``-4)
ccomp(said-23, turns-5)
det(network-7, that-6)
dobj(turns-5, network-7)
prep(turns-5, into-8)
punct(far-11, ---9)
advmod(far-11, as-10)
dep(into-8, far-11)
mark(concerned-16, as-12)
det(user-14, the-13)
nsubjpass(concerned-16, user-14)
auxpass(concerned-16, is-15)
dep(far-11, concerned-16)
punct(far-11, ---17)
num(computer-20, one-18)
amod(computer-20, giant-19)
pobj(into-8, computer-20)
punct(said-23, ,-21)
punct(said-23, ''-22)
root(ROOT-0, said-23)
nn(Kay-25, Bill-24)
nsubj(said-23, Kay-25)
punct(Kay-25, ,-26)
amod(manager-28, general-27)
appos(Kay-25, manager-28)
prep(manager-28, of-29)
poss(group-33, Hewlett-Packard-30)
possessive(Hewlett-Packard-30, 's-31)
nn(group-33, workstation-32)
pobj(of-29, group-33)
punct(said-23, .-34)

nn(wars-2, Price-1)
nsubj(starting-8, wars-2)
prep(wars-2, between-3)
det(giants-6, the-4)
nn(giants-6, fast-food-5)
pobj(between-3, giants-6)
aux(starting-8, are-7)
root(ROOT-0, starting-8)
aux(clobber-10, to-9)
xcomp(starting-8, clobber-10)
det(guys-14, the-11)
nn(guys-14, fast-food-12)
amod(guys-14, little-13)
dobj(clobber-10, guys-14)
punct(guys-14, :-15)
det(franchisees-17, the-16)
dep(guys-14, franchisees-17)
punct(starting-8, .-18)

punct(says-12, ``-1)
advmod(start-4, When-2)
dep(start-4, elephants-3)
dep(killed-9, start-4)
dep(start-4, fighting-5)
punct(killed-9, ,-6)
dep(killed-9, ants-7)
auxpass(killed-9, get-8)
ccomp(says-12, killed-9)
punct(says-12, ,-10)
punct(says-12, ''-11)
root(ROOT-0, says-12)
nn(Riese-14, Murray-13)
nsubj(says-12, Riese-14)
punct(Riese-14, ,-15)
appos(Riese-14, co-owner-16)
prep(co-owner-16, of-17)
nn(Restaurants-19, National-18)
pobj(of-17, Restaurants-19)
punct(Restaurants-19, ,-20)
det(franchisee-24, a-21)
nn(franchisee-24, New-22)
nn(franchisee-24, York-23)
appos(Restaurants-19, franchisee-24)
prep(franchisee-24, for-25)
nn(Hut-27, Pizza-26)
pobj(for-25, Hut-27)
punct(Hut-27, ,-28)
nn(Rogers-30, Roy-29)
conj(Hut-27, Rogers-30)
cc(Hut-27, and-31)
amod(chains-33, other-32)
conj(Hut-27, chains-33)
punct(says-12, .-34)

mark(saturate-6, As-1)
nn(outlets-5, hamburger-2)
cc(hamburger-2, and-3)
conj(hamburger-2, pizza-4)
nsubj(saturate-6, outlets-5)
advcl(struggling-14, saturate-6)
num(area-8, one-7)
dobj(saturate-6, area-8)
prep(area-8, after-9)
dep(after-9, another-10)
punct(struggling-14, ,-11)
dep(struggling-14, franchisers-12)
aux(struggling-14, are-13)
root(ROOT-0, struggling-14)
advmod(struggling-14, desperately-15)
prep(struggling-14, for-16)
nn(share-18, market-17)
pobj(for-16, share-18)
punct(struggling-14, ,-19)
ccomp(struggling-14, slashing-20)
dep(slashing-20, prices-21)
cc(slashing-20, and-22)
conj(slashing-20, stepping-23)
dep(stepping-23, up-24)
amod(promotions-26, costly-25)
dobj(stepping-23, promotions-26)
punct(struggling-14, .-27)

det(fight-2, The-1)
nsubj(putting-4, fight-2)
aux(putting-4, is-3)
root(ROOT-0, putting-4)
det(squeeze-7, a-5)
amod(squeeze-7, tight-6)
dobj(putting-4, squeeze-7)
prep(putting-4, on-8)
pobj(on-8, profits-9)
prep(profits-9, of-10)
dep(of-10, many-11)
punct(putting-4, ,-12)
ccomp(putting-4, threatening-13)
aux(drive-15, to-14)
xcomp(threatening-13, drive-15)
det(ones-18, the-16)
amod(ones-18, smallest-17)
dobj(drive-15, ones-18)
prep(drive-15, out-19)
pcomp(out-19, of-20)
dep(of-20, business-21)
cc(threatening-13, and-22)
conj(threatening-13, straining-23)
dobj(straining-23, relations-24)
prep(relations-24, between-25)
det(chains-29, the-26)
amod(chains-29, national-27)
nn(chains-29, fast-food-28)
pobj(between-25, chains-29)
cc(chains-29, and-30)
poss(franchisees-32, their-31)
conj(chains-29, franchisees-32)
punct(putting-4, .-33)

det(chains-2, The-1)
nsubj(used-4, chains-2)
punct(used-4, ``-3)
ccomp(says-31, used-4)
aux(offer-6, to-5)
xcomp(used-4, offer-6)
dep(offer-6, discounts-7)
prep(offer-6, during-8)
pobj(during-8, winter-9)
advmod(was-12, when-10)
dep(was-12, business-11)
ccomp(winter-9, was-12)
dep(was-12, slow-13)
punct(used-4, ,-14)
cc(used-4, but-15)
prep(become-25, in-16)
det(year-19, the-17)
amod(year-19, last-18)
pobj(in-16, year-19)
cc(so-21, or-20)
num(year-19, so-21)
punct(become-25, ,-22)
dep(become-25, discounting-23)
aux(become-25, has-24)
conj(used-4, become-25)
det(thing-28, a-26)
amod(thing-28, 12-month-27)
xcomp(become-25, thing-28)
punct(says-31, ,-29)
punct(says-31, ''-30)
root(ROOT-0, says-31)
nn(Harty-33, Donald-32)
nsubj(says-31, Harty-33)
punct(Harty-33, ,-34)
appos(Harty-33, president-35)
prep(president-35, of-36)
nn(Inc.-39, Charisma-37)
nn(Inc.-39, Group-38)
pobj(of-36, Inc.-39)
punct(Inc.-39, ,-40)
det(franchisee-44, a-41)
nn(franchisee-44, New-42)
nn(franchisee-44, York-43)
appos(Inc.-39, franchisee-44)
prep(franchisee-44, of-45)
nn(PLC-48, Grand-46)
nn(PLC-48, Metropolitan-47)
poss(chain-52, PLC-48)
possessive(PLC-48, 's-49)
nn(chain-52, Burger-50)
nn(chain-52, King-51)
pobj(of-45, chain-52)
punct(says-31, .-53)

dep(year-9, Though-1)
poss(sales-4, Charisma-2)
possessive(Charisma-2, 's-3)
nsubj(year-9, sales-4)
cop(year-9, are-5)
advmod(year-9, up-6)
advmod(up-6, slightly-7)
det(year-9, this-8)
advcl(says-13, year-9)
punct(says-13, ,-10)
nn(Harty-12, Mr.-11)
nsubj(says-13, Harty-12)
root(ROOT-0, says-13)
dep(flat-17, profits-14)
aux(flat-17, will-15)
cop(flat-17, be-16)
ccomp(says-13, flat-17)
cc(flat-17, or-18)
conj(flat-17, lower-19)
punct(says-13, .-20)

cc(says-27, And-1)
nn(Konopnicki-3, Bill-2)
nsubj(says-27, Konopnicki-3)
punct(Konopnicki-3, ,-4)
det(licensee-10, a-5)
dep(licensee-10, Safford-6)
punct(Safford-6, ,-7)
dep(Safford-6, Ariz.-8)
punct(Safford-6, ,-9)
appos(Konopnicki-3, licensee-10)
prep(licensee-10, of-11)
poss(Corp.-14, McDonald-12)
possessive(McDonald-12, 's-13)
pobj(of-11, Corp.-14)
dep(chairman-17, who-15)
cop(chairman-17, is-16)
dep(licensee-10, chairman-17)
prep(chairman-17, of-18)
det(company-20, the-19)
poss(Board-25, company-20)
possessive(company-20, 's-21)
nn(Board-25, National-22)
nn(Board-25, Operators-23)
nn(Board-25, Advisory-24)
pobj(of-18, Board-25)
punct(says-27, ,-26)
root(ROOT-0, says-27)
det(outlets-30, some-28)
nn(outlets-30, fast-food-29)
nsubj(be-33, outlets-30)
punct(be-33, ``-31)
aux(be-33, could-32)
ccomp(says-27, be-33)
prep(be-33, in-34)
amod(trouble-36, serious-35)
pobj(in-34, trouble-36)
punct(be-33, ,-37)
prep(be-33, based-38)
pcomp(based-38, on-39)
det(amount-41, the-40)
pobj(on-39, amount-41)
prep(amount-41, of-42)
pobj(of-42, discounting-43)
mark(seems-45, that-44)
dep(discounting-43, seems-45)
aux(going-48, to-46)
aux(going-48, be-47)
xcomp(seems-45, going-48)
dep(going-48, on-49)
punct(says-27, .-50)
punct(says-27, ''-51)

prep(kept-19, Until-1)
dep(Until-1, recently-2)
punct(kept-19, ,-3)
det(industry-7, the-4)
amod(industry-7, huge-5)
nn(industry-7, fast-food-6)
nsubj(kept-19, industry-7)
punct(industry-7, ,-8)
prep(industry-7, with-9)
pobj(with-9, sales-10)
prep(sales-10, of-11)
quantmod($-13, about-12)
pobj(of-11, $-13)
number(billion-15, 60.1-14)
num($-13, billion-15)
amod(year-17, last-16)
dep(sales-10, year-17)
punct(industry-7, ,-18)
root(ROOT-0, kept-19)
dep(kept-19, price-skirmishing-20)
prep(kept-19, to-21)
det(minimum-23, a-22)
pobj(to-21, minimum-23)
punct(kept-19, .-24)

cc(slashed-17, But-1)
advmod(year-4, early-2)
det(year-4, this-3)
tmod(slashed-17, year-4)
punct(slashed-17, ,-5)
nn(Inc.-7, PepsiCo-6)
poss(unit-11, Inc.-7)
possessive(Inc.-7, 's-8)
nn(unit-11, Taco-9)
nn(unit-11, Bell-10)
nsubj(slashed-17, unit-11)
cc(unit-11, and-12)
poss(Inc.-16, Wendy-13)
possessive(Wendy-13, 's-14)
nn(Inc.-16, International-15)
conj(unit-11, Inc.-16)
ccomp(says-24, slashed-17)
dep(slashed-17, prices-18)
cc(slashed-17, and-19)
conj(slashed-17, stepped-20)
dep(stepped-20, up-21)
dep(stepped-20, promotions-22)
punct(says-24, ,-23)
root(ROOT-0, says-24)
nn(Rohs-26, John-25)
dep(says-24, Rohs-26)
punct(Rohs-26, ,-27)
det(analyst-29, an-28)
appos(Rohs-26, analyst-29)
prep(analyst-29, for-30)
nn(Schroder-32, Wertheim-31)
pobj(for-30, Schroder-32)
cc(Schroder-32, &-33)
conj(Schroder-32, Co-34)
punct(says-24, .-35)

dep(brought-2, That-1)
root(ROOT-0, brought-2)
det(reaction-5, a-3)
nn(reaction-5, chain-4)
dobj(brought-2, reaction-5)
prep(reaction-5, in-6)
det(industry-8, the-7)
pobj(in-6, industry-8)
punct(brought-2, .-9)

det(situation-2, The-1)
nsubjpass(aggravated-5, situation-2)
auxpass(aggravated-5, was-3)
advmod(aggravated-5, further-4)
root(ROOT-0, aggravated-5)
advmod(month-8, early-6)
det(month-8, this-7)
dobj(aggravated-5, month-8)
punct(month-8, ,-9)
advmod(set-13, when-10)
nsubj(set-13, McDonald-11)
possessive(McDonald-11, 's-12)
dep(month-8, set-13)
dobj(set-13, plans-14)
aux(heat-16, to-15)
vmod(plans-14, heat-16)
dep(heat-16, up-17)
dobj(heat-16, the-18)
amod(the-18, discounting-19)
prep(heat-16, by-20)
pcomp(by-20, offering-21)
dep(offering-21, coupons-22)
punct(aggravated-5, .-23)

dep(decided-3, It-1)
advmod(decided-3, also-2)
root(ROOT-0, decided-3)
aux(go-5, to-4)
xcomp(decided-3, go-5)
dep(go-5, national-6)
prep(go-5, with-7)
pobj(with-7, pizza-8)
punct(pizza-8, ,-9)
dep(test-marketing-14, which-10)
dep(test-marketing-14, it-11)
aux(test-marketing-14, has-12)
aux(test-marketing-14, been-13)
ccomp(pizza-8, test-marketing-14)
punct(decided-3, .-15)

advmod(are-7, Now-1)
punct(are-7, ,-2)
amod(deals-4, two-for-one-3)
nsubj(are-7, deals-4)
prep(deals-4, on-5)
dep(on-5, pizza-6)
root(ROOT-0, are-7)
dep(are-7, common-8)
punct(are-7, ;-9)
advmod(are-11, so-10)
parataxis(are-7, are-11)
num(specials-13, 99-cent-12)
nsubj(are-11, specials-13)
prep(specials-13, on-14)
pobj(on-14, sandwiches-15)
advmod(priced-17, normally-16)
dep(sandwiches-15, priced-17)
advmod(as-19, twice-18)
advmod(priced-17, as-19)
advmod(as-19, high-20)
punct(are-7, .-21)

nsubj(occurs-8, The-1)
amod(The-1, discounting-2)
punct(say-4, ,-3)
parataxis(occurs-8, say-4)
nn(operators-6, fast-food-5)
nsubj(say-4, operators-6)
punct(say-4, ,-7)
root(ROOT-0, occurs-8)
prep(occurs-8, on-9)
det(scale-11, a-10)
pobj(on-9, scale-11)
cc(on-9, and-12)
conj(on-9, with-13)
det(frequency-15, a-14)
pobj(with-13, frequency-15)
dep(seen-19, they-16)
aux(seen-19, have-17)
neg(seen-19, n't-18)
dep(on-9, seen-19)
dep(seen-19, before-20)
punct(occurs-8, .-21)

det(result-2, The-1)
nsubj(is-3, result-2)
root(ROOT-0, is-3)
mark(running-8, that-4)
det(franchisees-6, some-5)
nsubj(running-8, franchisees-6)
aux(running-8, are-7)
ccomp(is-3, running-8)
advmod(running-8, hard-9)
advmod(stay-12, just-10)
aux(stay-12, to-11)
xcomp(running-8, stay-12)
advmod(stay-12, even-13)
punct(running-8, ,-14)
ccomp(running-8, laying-15)
dep(laying-15, off-16)
amod(managers-18, middle-17)
dobj(laying-15, managers-18)
cc(laying-15, and-19)
conj(laying-15, working-20)
advmod(working-20, harder-21)
aux(make-23, to-22)
xcomp(working-20, make-23)
dep(make-23, less-24)
punct(is-3, .-25)

nn(Mack-2, Joe-1)
nsubj(says-21, Mack-2)
punct(Mack-2, ,-3)
det(manager-6, a-4)
nn(manager-6, district-5)
appos(Mack-2, manager-6)
prep(manager-6, for-7)
nn(Inc.-10, Cormack-8)
nn(Inc.-10, Enterprises-9)
pobj(for-7, Inc.-10)
punct(Inc.-10, ,-11)
det(operator-15, a-12)
nn(operator-15, Burger-13)
nn(operator-15, King-14)
appos(Inc.-10, operator-15)
prep(operator-15, in-16)
nn(Neb.-19, Omaha-17)
punct(Neb.-19, ,-18)
pobj(in-16, Neb.-19)
punct(Mack-2, ,-20)
root(ROOT-0, says-21)
dep(prevalent-25, discounting-22)
cop(prevalent-25, is-23)
advmod(prevalent-25, so-24)
ccomp(says-21, prevalent-25)
mark(have-29, that-26)
punct(have-29, ``-27)
dep(have-29, we-28)
ccomp(prevalent-25, have-29)
aux(serve-31, to-30)
xcomp(have-29, serve-31)
number(%-36, 15-32)
dep(%-36, %-33)
dep(%-36, to-34)
number(%-36, 20-35)
npadvmod(more-37, %-36)
amod(customers-38, more-37)
dobj(serve-31, customers-38)
punct(have-29, ''-39)
aux(keep-41, to-40)
xcomp(have-29, keep-41)
dep(level-43, sales-42)
dep(keep-41, level-43)
punct(says-21, .-44)

punct(says-20, ``-1)
dep('s-3, It-2)
ccomp(says-20, 's-3)
advmod(doing-9, almost-4)
mark(doing-9, as-5)
mark(doing-9, if-6)
dep(doing-9, you-7)
aux(doing-9, 're-8)
advcl('s-3, doing-9)
amod(work-11, extra-10)
dobj(doing-9, work-11)
aux(give-13, to-12)
vmod(doing-9, give-13)
dep(give-13, away-14)
det(food-16, the-15)
dobj(give-13, food-16)
punct(says-20, ,-17)
punct(says-20, ''-18)
dep(says-20, he-19)
root(ROOT-0, says-20)
punct(says-20, .-21)

nn(D'Agosto-2, Alan-1)
nsubj(says-19, D'Agosto-2)
punct(D'Agosto-2, ,-3)
appos(D'Agosto-2, president-4)
prep(president-4, of-5)
poss(Inc.-8, Panda-6)
possessive(Panda-6, 's-7)
pobj(of-5, Inc.-8)
punct(Inc.-8, ,-9)
det(operator-11, an-10)
appos(Inc.-8, operator-11)
prep(operator-11, of-12)
poss(restaurants-15, Arby-13)
possessive(Arby-13, 's-14)
pobj(of-12, restaurants-15)
prep(restaurants-15, in-16)
dep(in-16, Omaha-17)
punct(D'Agosto-2, ,-18)
root(ROOT-0, says-19)
punct(says-19, :-20)
punct(says-19, ``-21)
nsubj(is-26, All-22)
dep(doing-25, we-23)
aux(doing-25, 're-24)
dep(All-22, doing-25)
dep(says-19, is-26)
xcomp(is-26, keeping-27)
det(customers-29, the-28)
dep(keeping-27, customers-29)
dep(customers-29, coming-30)
punct(is-26, ,-31)
cc(is-26, but-32)
dep(increasing-36, we-33)
aux(increasing-36, are-34)
neg(increasing-36, n't-35)
conj(is-26, increasing-36)
dep(increasing-36, sales-37)
punct(says-19, .-38)
punct(says-19, ''-39)

mark(outlets-3, With-1)
nn(outlets-3, fast-food-2)
advcl(think-15, outlets-3)
dep(outlets-3, on-4)
det(corner-6, every-5)
pobj(on-4, corner-6)
punct(think-15, ,-7)
dep(think-15, he-8)
punct(think-15, ,-9)
prep(think-15, like-10)
dep(like-10, many-11)
punct(think-15, ,-12)
aux(think-15, does-13)
neg(think-15, n't-14)
root(ROOT-0, think-15)
dep(has-17, he-16)
ccomp(think-15, has-17)
det(choice-19, a-18)
dobj(has-17, choice-19)
prep(has-17, in-20)
det(war-23, the-21)
nn(war-23, price-22)
pobj(in-20, war-23)
punct(think-15, :-24)
punct(think-15, ``-25)
poss(customers-27, Our-26)
nsubj(say-28, customers-27)
parataxis(think-15, say-28)
mark(go-33, that-29)
dep(go-33, they-30)
aux(go-33, wo-31)
neg(go-33, n't-32)
ccomp(say-28, go-33)
prep(go-33, into-34)
det(store-37, a-35)
nn(store-37, fast-food-36)
pobj(into-34, store-37)
mark(get-40, unless-38)
dep(get-40, they-39)
advcl(go-33, get-40)
det(coupon-42, a-41)
dobj(get-40, coupon-42)
punct(think-15, .-43)
punct(think-15, ''-44)

mark(continues-4, If-1)
det(battle-3, the-2)
nsubj(continues-4, battle-3)
advcl(close-12, continues-4)
advmod(longer-6, much-5)
advmod(continues-4, longer-6)
punct(close-12, ,-7)
amod(businesses-10, many-8)
nn(businesses-10, fast-food-9)
nsubj(close-12, businesses-10)
aux(close-12, will-11)
ccomp(predicts-16, close-12)
cc(close-12, or-13)
conj(close-12, merge-14)
punct(predicts-16, ,-15)
root(ROOT-0, predicts-16)
nn(Morrissey-18, Vincent-17)
nsubj(predicts-16, Morrissey-18)
punct(Morrissey-18, ,-19)
dep(owns-21, who-20)
dep(Morrissey-18, owns-21)
det(string-23, a-22)
dobj(owns-21, string-23)
prep(string-23, of-24)
nn(stores-28, Kentucky-25)
nn(stores-28, Fried-26)
nn(stores-28, Chicken-27)
pobj(of-24, stores-28)
prep(string-23, in-29)
det(Midwest-31, the-30)
pobj(in-29, Midwest-31)
punct(predicts-16, .-32)

punct(says-9, ``-1)
det(industry-3, The-2)
nsubj(is-4, industry-3)
ccomp(says-9, is-4)
dep(is-4, overbuilt-5)
punct(says-9, ,-6)
punct(says-9, ''-7)
dep(says-9, he-8)
root(ROOT-0, says-9)
punct(says-9, .-10)

punct(managed-5, ``-1)
nn(franchisers-3, Fast-food-2)
nsubj(managed-5, franchisers-3)
aux(managed-5, have-4)
root(ROOT-0, managed-5)
aux(squeeze-7, to-6)
xcomp(managed-5, squeeze-7)
advmod(squeeze-7, in-8)
dep(squeeze-7, stores-9)
prep(squeeze-7, into-10)
det(corner-12, every-11)
pobj(into-10, corner-12)
amod(corner-12, available-13)
punct(managed-5, .-14)
punct(managed-5, ''-15)

det(Association-4, The-1)
nn(Association-4, National-2)
nn(Association-4, Restaurant-3)
nsubj(says-5, Association-4)
root(ROOT-0, says-5)
amod(units-8, quick-service-6)
nn(units-8, restaurant-7)
nsubj(rose-12, units-8)
prep(units-8, in-9)
det(U.S.-11, the-10)
pobj(in-9, U.S.-11)
ccomp(says-5, rose-12)
num(%-14, 14-13)
dobj(rose-12, %-14)
prep(rose-12, to-15)
dep(to-15, 131,146-16)
prep(rose-12, between-17)
pobj(between-17, 1983-18)
cc(1983-18, and-19)
num(year-24, 1987-20)
punct(year-24, ,-21)
det(year-24, the-22)
