dep(want-3, Consumers-1)
punct(Ill.-13, ,-14)
aux(receive-16, will-15)
ccomp(said-29, receive-16)
nn(stock-18, Amcore-17)
dobj(receive-16, stock-18)
amod(stock-18, equal-19)
prep(equal-19, to-20)
number(times-22, 10-21)
num(earnings-26, times-22)
poss(earnings-26, Central-23)
possessive(Central-23, 's-24)
num(earnings-26, 1989-25)
pobj(to-20, earnings-26)
punct(said-29, ,-27)
dep(said-29, Amcore-28)
root(ROOT-0, said-29)
punct(said-29, .-30)

prep(earned-10, For-1)
det(months-5, the-2)
amod(months-5, first-3)
num(months-5, nine-4)
pobj(For-1, months-5)
prep(months-5, of-6)
dep(of-6, 1989-7)
punct(earned-10, ,-8)
dep(earned-10, Central-9)
root(ROOT-0, earned-10)
dobj(earned-10, $-11)
number(million-13, 2-12)
num($-11, million-13)
punct(earned-10, .-14)

nsubj(has-9, Amcore-1)
punct(Amcore-1, ,-2)
advmod(Amcore-1, also-3)
det(company-7, a-4)
nn(company-7, bank-5)
amod(company-7, holding-6)
dep(Amcore-1, company-7)
punct(Amcore-1, ,-8)
root(ROOT-0, has-9)
dobj(has-9, assets-10)
prep(assets-10, of-11)
pobj(of-11, $-12)
number(billion-14, 1.06-13)
num($-12, billion-14)
punct(has-9, .-15)

poss(assets-3, Central-1)
possessive(Central-1, 's-2)
nsubj($-5, assets-3)
cop($-5, are-4)
root(ROOT-0, $-5)
number(million-7, 240-6)
num($-5, million-7)
punct($-5, .-8)

punct(report-12, -LRB--1)
prep(report-12, During-2)
poss(year-5, its-3)
nn(year-5, centennial-4)
pobj(During-2, year-5)
punct(report-12, ,-6)
det(Journal-10, The-7)
nn(Journal-10, Wall-8)
nn(Journal-10, Street-9)
nsubj(report-12, Journal-10)
aux(report-12, will-11)
root(ROOT-0, report-12)
dobj(report-12, events-13)
prep(events-13, of-14)
det(century-17, the-15)
amod(century-17, past-16)
pobj(of-14, century-17)
mark(stand-19, that-18)
ccomp(events-13, stand-19)
prep(stand-19, as-20)
pobj(as-20, milestones-21)
prep(milestones-21, of-22)
amod(history-25, American-23)
nn(history-25, business-24)
pobj(of-22, history-25)
punct(report-12, .-26)
punct(report-12, -RRB--27)

amod(LENSES-3, SOFT-1)
nn(LENSES-3, CONTACT-2)
nsubj(WON-4, LENSES-3)
root(ROOT-0, WON-4)
amod(blessing-6, federal-5)
dobj(WON-4, blessing-6)
prep(WON-4, on-7)
pobj(on-7, March-8)
num(March-8, 18-9)
punct(March-8, ,-10)
num(March-8, 1971-11)
punct(WON-4, ,-12)
cc(WON-4, and-13)
advmod(became-15, quickly-14)
conj(WON-4, became-15)
nn(openers-17, eye-16)
xcomp(became-15, openers-17)
prep(became-15, for-18)
poss(makers-20, their-19)
pobj(for-18, makers-20)
punct(WON-4, .-21)

det(Administration-5, The-1)
nn(Administration-5, Food-2)
cc(Food-2, and-3)
conj(Food-2, Drug-4)
nsubj(said-8, Administration-5)
det(day-7, that-6)
nsubj(said-8, day-7)
root(ROOT-0, said-8)
nsubj(start-13, Bausch-9)
cc(Bausch-9, &-10)
conj(Bausch-9, Lomb-11)
aux(start-13, could-12)
ccomp(said-8, start-13)
xcomp(start-13, selling-14)
dep(selling-14, them-15)
prep(selling-14, in-16)
det(U.S.-18, the-17)
pobj(in-16, U.S.-18)
punct(said-8, .-19)

det(product-3, The-1)
amod(product-3, cornflake-size-2)
nsubj(comfortable-6, product-3)
cop(comfortable-6, was-4)
advmod(comfortable-6, more-5)
root(ROOT-0, comfortable-6)
cc(comfortable-6, and-7)
advmod(prone-9, less-8)
conj(comfortable-6, prone-9)
prep(prone-9, to-10)
pcomp(to-10, falling-11)
advmod(falling-11, out-12)
prep(comfortable-6, than-13)
amod(lenses-16, hard-14)
nn(lenses-16, contact-15)
pobj(than-13, lenses-16)
punct(lenses-16, ,-17)
dep(been-20, which-18)
aux(been-20, had-19)
dep(lenses-16, been-20)
dep(been-20, around-21)
prep(been-20, since-22)
dep(since-22, 1939-23)
punct(comfortable-6, .-24)

nsubj(sold-4, Bausch-1)
cc(Bausch-1, &-2)
conj(Bausch-1, Lomb-3)
root(ROOT-0, sold-4)
det(softies-6, the-5)
dobj(sold-4, softies-6)
prep(sold-4, under-7)
det(sublicense-9, a-8)
pobj(under-7, sublicense-9)
prep(sublicense-9, from-10)
nn(Development-13, National-11)
nn(Development-13, Patent-12)
pobj(from-10, Development-13)
punct(Development-13, ,-14)
dep(gained-17, which-15)
aux(gained-17, had-16)
dep(Development-13, gained-17)
det(rights-19, the-18)
dobj(gained-17, rights-19)
prep(rights-19, from-20)
det(Academy-23, the-21)
nn(Academy-23, Czechoslovakia-22)
pobj(from-20, Academy-23)
prep(Academy-23, of-24)
dep(of-24, Sciences-25)
punct(sold-4, .-26)

nn(Wichterle-2, Otto-1)
nsubj(invented-7, Wichterle-2)
punct(Wichterle-2, ,-3)
det(Czech-5, a-4)
appos(Wichterle-2, Czech-5)
punct(Wichterle-2, ,-6)
root(ROOT-0, invented-7)
dep(invented-7, them-8)
prep(invented-7, in-9)
dep(in-9, 1962-10)
punct(invented-7, .-11)

det(lens-3, The-1)
amod(lens-3, plastic-2)
nsubj(wraps-4, lens-3)
root(ROOT-0, wraps-4)
dep(wraps-4, itself-5)
prep(wraps-4, over-6)
det(cornea-8, the-7)
pobj(over-6, cornea-8)
punct(wraps-4, ,-9)
xcomp(wraps-4, absorbing-10)
nn(moisture-12, eye-11)
dobj(absorbing-10, moisture-12)
mark(permitting-14, while-13)
advcl(absorbing-10, permitting-14)
dep(pass-17, oxygen-15)
aux(pass-17, to-16)
xcomp(permitting-14, pass-17)
advmod(pass-17, through-18)
punct(wraps-4, .-19)

cc(became-5, But-1)
det(lens-4, the-2)
amod(lens-4, new-3)
nsubj(became-5, lens-4)
root(ROOT-0, became-5)
det(eye-7, the-6)
xcomp(became-5, eye-7)
prep(eye-7, of-8)
det(storm-10, a-9)
pobj(of-8, storm-10)
punct(became-5, .-11)

prep(seized-6, In-1)
pobj(In-1, September-2)
num(September-2, 1971-3)
nn(officials-5, California-4)
nsubj(seized-6, officials-5)
root(ROOT-0, seized-6)
punct(lenses-10, ``-7)
amod(lenses-10, bootlegged-8)
punct(lenses-10, ''-9)
dobj(seized-6, lenses-10)
punct(lenses-10, ---11)
vmod(lenses-10, made-12)
prep(made-12, by-13)
amod(companies-15, unlicensed-14)
pobj(by-13, companies-15)
punct(lenses-10, ---16)
mark(showed-19, after-17)
dep(showed-19, some-18)
advcl(seized-6, showed-19)
dobj(showed-19, traces-20)
prep(traces-20, of-21)
dep(of-21, bacteria-22)
punct(seized-6, .-23)

prep(debating-5, In-1)
dep(In-1, October-2)
dep(debating-5, doctors-3)
aux(debating-5, were-4)
root(ROOT-0, debating-5)
det(product-7, the-6)
poss(safety-9, product-7)
possessive(product-7, 's-8)
dobj(debating-5, safety-9)
punct(debating-5, ,-10)
dep(claiming-12, some-11)
vmod(debating-5, claiming-12)
dep(caused-14, it-13)
ccomp(claiming-12, caused-14)
dep(caused-14, infections-15)
punct(debating-5, .-16)

cc(were-3, And-1)
dep(were-3, there-2)
root(ROOT-0, were-3)
nn(hearings-5, Senate-4)
dep(were-3, hearings-5)
prep(hearings-5, on-6)
det(questions-8, the-7)
pobj(on-6, questions-8)
prep(were-3, in-9)
pobj(in-9, July-10)
num(July-10, 1972-11)
punct(were-3, .-12)

det(product-2, The-1)
nsubj(overcame-3, product-2)
root(ROOT-0, overcame-3)
det(publicity-6, the-4)
amod(publicity-6, bad-5)
dobj(overcame-3, publicity-6)
cc(overcame-3, and-7)
conj(overcame-3, kept-8)
dep(kept-8, evolving-9)
punct(overcame-3, .-10)

det(lenses-4, The-1)
amod(lenses-4, early-2)
amod(lenses-4, soft-3)
nsubjpass(expected-14, lenses-4)
punct(lenses-4, ,-5)
dep(cost-7, which-6)
dep(lenses-4, cost-7)
dobj(cost-7, $-8)
num($-8, 300-9)
det(set-11, a-10)
dep($-8, set-11)
punct(lenses-4, ,-12)
auxpass(expected-14, were-13)
root(ROOT-0, expected-14)
aux(last-16, to-15)
xcomp(expected-14, last-16)
prep(last-16, for-17)
det(year-19, a-18)
pobj(for-17, year-19)
punct(expected-14, .-20)

prep(offered-21, In-1)
dep(In-1, 1983-2)
punct(versions-7, ``-3)
amod(versions-7, extended-4)
nn(versions-7, wear-5)
punct(versions-7, ''-6)
nsubj(offered-21, versions-7)
punct(versions-7, ,-8)
vmod(versions-7, designed-9)
aux(worn-12, to-10)
auxpass(worn-12, be-11)
xcomp(designed-9, worn-12)
prep(worn-12, for-13)
num(days-15, 30-14)
pobj(for-13, days-15)
prep(days-15, at-16)
det(time-18, a-17)
pobj(at-16, time-18)
punct(versions-7, ,-19)
dep(offered-21, wree-20)
root(ROOT-0, offered-21)
punct(offered-21, .-22)

num(months-2, Eighteen-1)
npadvmod(ago-3, months-2)
advmod(model-9, ago-3)
det(model-9, a-4)
punct(seven-day-8, ``-5)
amod(seven-day-8, disposable-6)
punct(seven-day-8, ''-7)
amod(model-9, seven-day-8)
root(ROOT-0, model-9)
dep(model-9, bowed-10)
punct(model-9, ;-11)
det(year-13, a-12)
poss(supply-15, year-13)
possessive(year-13, 's-14)
nsubj(costs-16, supply-15)
parataxis(model-9, costs-16)
quantmod($-18, about-17)
dobj(costs-16, $-18)
num($-18, 500-19)
punct(model-9, .-20)

amod(month-2, Last-1)
tmod(cautioned-9, month-2)
det(FDA-4, the-3)
nsubj(cautioned-9, FDA-4)
cc(FDA-4, and-5)
nn(Institute-8, Contact-6)
nn(Institute-8, Lens-7)
conj(FDA-4, Institute-8)
root(ROOT-0, cautioned-9)
dep(cautioned-9, users-10)
mark(result-16, that-11)
amod(infections-14, serious-12)
nn(infections-14, eye-13)
nsubj(result-16, infections-14)
aux(result-16, could-15)
ccomp(cautioned-9, result-16)
prep(result-16, from-17)
pcomp(from-17, wearing-18)
dep(wearing-18, lenses-19)
mwe(than-21, more-20)
quantmod(seven-22, than-21)
num(days-23, seven-22)
dobj(wearing-18, days-23)
prep(days-23, at-24)
det(stretch-26, a-25)
pobj(at-24, stretch-26)
punct(cautioned-9, .-27)

dep(using-13, Today-1)
number(million-3, 20-2)
nsubj(using-13, million-3)
prep(million-3, of-4)
det(Americans-8, the-5)
number(million-7, 25-6)
num(Americans-8, million-7)
pobj(of-4, Americans-8)
vmod(Americans-8, using-9)
nn(lenses-11, contact-10)
dobj(using-9, lenses-11)
aux(using-13, are-12)
root(ROOT-0, using-13)
det(type-16, the-14)
amod(type-16, soft-15)
dobj(using-13, type-16)
punct(using-13, .-17)

prep(account-9, Including-1)
det(products-6, the-2)
nn(products-6, accesory-3)
nn(products-6, eye-4)
nn(products-6, care-5)
pobj(Including-1, products-6)
punct(account-9, ,-7)
dep(account-9, contacts-8)
root(ROOT-0, account-9)
prep(account-9, for-10)
pobj(for-10, $-11)
number(billion-13, 2-12)
num($-11, billion-13)
prep($-11, in-14)
amod(sales-17, annual-15)
amod(sales-17, retail-16)
pobj(in-14, sales-17)
punct(account-9, .-18)

mark(remains-3, Although-1)
dep(remains-3, Bausch-2)
advcl(coming-21, remains-3)
det(leader-5, the-4)
xcomp(remains-3, leader-5)
prep(remains-3, among-6)
det(majors-9, the-7)
num(majors-9, six-8)
pobj(among-6, majors-9)
punct(coming-21, ,-10)
nsubj(coming-21, Johnson-11)
cc(Johnson-11, &-12)
conj(Johnson-11, Johnson-13)
punct(Johnson-11, ,-14)
prep(Johnson-11, with-15)
poss(disposables-18, its-16)
amod(disposables-18, new-17)
pobj(with-15, disposables-18)
punct(Johnson-11, ,-19)
aux(coming-21, is-20)
root(ROOT-0, coming-21)
dep(coming-21, on-22)
advmod(coming-21, fast-23)
punct(coming-21, .-24)

det(market-4, The-1)
nn(market-4, roller-coaster-2)
nn(market-4, stock-3)
nsubj(making-6, market-4)
aux(making-6, is-5)
root(ROOT-0, making-6)
dep(tougher-8, life-7)
xcomp(making-6, tougher-8)
prep(tougher-8, for-9)
amod(companies-11, small-10)
pobj(for-9, companies-11)
vmod(companies-11, trying-12)
aux(raise-14, to-13)
xcomp(trying-12, raise-14)
dep(raise-14, money-15)
punct(making-6, .-16)

prep(postponing-17, In-1)
det(wake-3, the-2)
pobj(In-1, wake-3)
prep(wake-3, of-4)
poss(plunge-7, Friday-5)
possessive(Friday-5, 's-6)
pobj(of-4, plunge-7)
cc(plunge-7, and-8)
poss(rebound-11, yesterday-9)
possessive(yesterday-9, 's-10)
conj(plunge-7, rebound-11)
punct(postponing-17, ,-12)
det(companies-14, some-13)
nsubj(postponing-17, companies-14)
aux(postponing-17, are-15)
advmod(postponing-17, already-16)
root(ROOT-0, postponing-17)
dep(postponing-17, deals-18)
punct(postponing-17, ,-19)
cc(postponing-17, and-20)
dep(wish-22, others-21)
conj(postponing-17, wish-22)
dep(could-24, they-23)
ccomp(wish-22, could-24)
punct(postponing-17, .-25)

prep(expect-10, As-1)
pcomp(As-1, in-2)
amod(times-5, other-3)
amod(times-5, jittery-4)
pobj(in-2, times-5)
punct(expect-10, ,-6)
amod(businesses-9, many-7)
amod(businesses-9, small-8)
nsubj(expect-10, businesses-9)
root(ROOT-0, expect-10)
det(time-14, a-11)
advmod(rough-13, particularly-12)
amod(time-14, rough-13)
dobj(expect-10, time-14)
xcomp(expect-10, raising-15)
dep(raising-15, funds-16)
mark(shun-19, as-17)
dep(shun-19, investors-18)
advcl(expect-10, shun-19)
amod(deals-21, risky-20)
dobj(shun-19, deals-21)
punct(shun-19, ,-22)
vmod(shun-19, seeking-23)
dep(seeking-23, safety-24)
prep(seeking-23, in-25)
amod(companies-27, bigger-26)
pobj(in-25, companies-27)
punct(expect-10, .-28)

advmod(recover-6, Even-1)
mark(recover-6, if-2)
nn(prices-4, stock-3)
nsubj(recover-6, prices-4)
advmod(recover-6, fully-5)
advcl(frighten-17, recover-6)
prep(recover-6, from-7)
poss(decline-11, Friday-8)
possessive(Friday-8, 's-9)
amod(decline-11, sharp-10)
pobj(from-7, decline-11)
punct(frighten-17, ,-12)
det(conditions-15, the-13)
amod(conditions-15, unsettled-14)
nsubj(frighten-17, conditions-15)
aux(frighten-17, will-16)
root(ROOT-0, frighten-17)
amod(investors-19, many-18)
dobj(frighten-17, investors-19)
punct(frighten-17, .-20)

punct(says-17, ``-1)
det(implication-3, The-2)
nsubj(is-8, implication-3)
prep(implication-3, of-4)
det(situation-7, an-5)
amod(situation-7, unsettled-6)
pobj(of-4, situation-7)
ccomp(says-17, is-8)
mark(drop-13, that-9)
det(thing-11, the-10)
nsubj(drop-13, thing-11)
aux(drop-13, could-12)
ccomp(is-8, drop-13)
advmod(drop-13, dramatically-14)
punct(says-17, ,-15)
punct(says-17, ''-16)
root(ROOT-0, says-17)
nn(Jr.-20, Henry-18)
nn(Jr.-20, Linsert-19)
nsubj(says-17, Jr.-20)
punct(Jr.-20, ,-21)
appos(Jr.-20, chairman-22)
prep(chairman-22, of-23)
nn(Corp.-25, Martek-24)
pobj(of-23, Corp.-25)
punct(chairman-22, ,-26)
det(company-30, a-27)
amod(company-30, four-year-old-28)
nn(company-30, biotechnology-29)
appos(chairman-22, company-30)
dep(planning-33, that-31)
aux(planning-33, is-32)
dep(company-30, planning-33)
det(placement-36, a-34)
amod(placement-36, private-35)
dobj(planning-33, placement-36)
prep(placement-36, of-37)
dep(of-37, stock-38)
punct(says-17, .-39)

punct(more-10, ``-1)
det(variables-4, The-2)
amod(variables-4, more-3)
dep(more-10, variables-4)
dep(indicate-6, that-5)
dep(variables-4, indicate-6)
dep(indicate-6, risk-7)
punct(more-10, ,-8)
det(more-10, the-9)
root(ROOT-0, more-10)
det(investor-12, the-11)
nsubj(going-14, investor-12)
aux(going-14, is-13)
rcmod(more-10, going-14)
aux(drive-16, to-15)
xcomp(going-14, drive-16)
det(bargain-19, a-17)
amod(bargain-19, hard-18)
dobj(drive-16, bargain-19)
punct(more-10, .-20)
punct(more-10, ''-21)

advmod(month-3, Earlier-1)
det(month-3, this-2)
tmod(said-16, month-3)
punct(said-16, ,-4)
nn(Inc.-6, Staples-5)
nsubj(said-16, Inc.-6)
punct(Inc.-6, ,-7)
det(discounter-14, a-8)
dep(discounter-14, Newton-9)
punct(Newton-9, ,-10)
dep(Newton-9, Mass.-11)
punct(Newton-9, ,-12)
nn(discounter-14, office-supplies-13)
appos(Inc.-6, discounter-14)
punct(Inc.-6, ,-15)
root(ROOT-0, said-16)
dep(accelerate-19, it-17)
aux(accelerate-19, would-18)
ccomp(said-16, accelerate-19)
nn(plans-21, expansion-20)
dobj(accelerate-19, plans-21)
dep(accelerate-19, nationwide-22)
cc(accelerate-19, and-23)
conj(accelerate-19, offer-24)
dobj(offer-24, more-25)
prep(more-25, of-26)
poss(stock-28, its-27)
pobj(of-26, stock-28)
prep(offer-24, to-29)
det(public-31, the-30)
pobj(to-29, public-31)
punct(said-16, .-32)

prep(selling-8, At-1)
det(time-3, the-2)
pobj(At-1, time-3)
punct(selling-8, ,-4)
poss(shares-6, its-5)
nsubj(selling-8, shares-6)
aux(selling-8, were-7)
root(ROOT-0, selling-8)
prep(selling-8, above-9)
poss(price-13, their-10)
amod(price-13, initial-11)
nn(price-13, offering-12)
pobj(above-9, price-13)
prep(price-13, of-14)
pobj(of-14, $-15)
num($-15, 19-16)
punct(selling-8, ,-17)
cc(selling-8, and-18)
dep(believed-20, bankers-19)
conj(selling-8, believed-20)
dep(sell-23, Staples-21)
aux(sell-23, would-22)
ccomp(believed-20, sell-23)
amod(stock-25, new-24)
dobj(sell-23, stock-25)
prep(sell-23, without-26)
det(hitch-28, a-27)
pobj(without-26, hitch-28)
punct(selling-8, .-29)

cc(seems-16, But-1)
prep(seems-16, with-2)
det(company-4, the-3)
poss(shares-6, company-4)
possessive(company-4, 's-5)
nsubj(standing-7, shares-6)
pcomp(with-2, standing-7)
prep(standing-7, at-8)
pobj(at-8, $-9)
num($-9, 15-10)
dep(standing-7, yesterday-11)
punct(seems-16, ,-12)
det(offering-15, a-13)
amod(offering-15, new-14)
nsubj(seems-16, offering-15)
ccomp(say-21, seems-16)
dep(seems-16, unlikely-17)
punct(say-21, ,-18)
nn(officials-20, company-19)
nsubj(say-21, officials-20)
root(ROOT-0, say-21)
punct(say-21, .-22)

dep(continues-5, Business-1)
punct(continues-5, ,-2)
advmod(continues-5, however-3)
punct(continues-5, ,-4)
ccomp(says-25, continues-5)
aux(robust-9, to-6)
cop(robust-9, be-7)
punct(robust-9, ``-8)
xcomp(continues-5, robust-9)
punct(continues-5, ,-10)
punct(continues-5, ''-11)
cc(continues-5, and-12)
det(market-15, the-13)
nn(market-15, stock-14)
nsubj(affected-18, market-15)
aux(affected-18, has-16)
neg(affected-18, n't-17)
conj(continues-5, affected-18)
det(concern-20, the-19)
poss(plans-23, concern-20)
possessive(concern-20, 's-21)
nn(plans-23, expansion-22)
dobj(affected-18, plans-23)
punct(says-25, ,-24)
root(ROOT-0, says-25)
nn(Krasnow-27, Todd-26)
nsubj(says-25, Krasnow-27)
punct(Krasnow-27, ,-28)
det(executive-31, a-29)
amod(executive-31, senior-30)
appos(Krasnow-27, executive-31)
punct(says-25, .-32)

amod(companies-2, Other-1)
nsubj(figure-3, companies-2)
root(ROOT-0, figure-3)
dep(avoid-7, they-4)
aux(avoid-7, ca-5)
neg(avoid-7, n't-6)
ccomp(figure-3, avoid-7)
det(market-9, the-8)
dobj(avoid-7, market-9)
punct(figure-3, .-10)

punct(have-3, ``-1)
dep(have-3, We-2)
root(ROOT-0, have-3)
nn(requirements-5, capital-4)
dobj(have-3, requirements-5)
punct(says-8, ,-6)
punct(says-8, ''-7)
dep(have-3, says-8)
nn(Linsert-10, Mr.-9)
nsubj(says-8, Linsert-10)
punct(says-8, ,-11)
punct(have-15, ``-12)
dep(have-15, so-13)
dep(have-15, we-14)
parataxis(have-3, have-15)
aux(go-17, to-16)
xcomp(have-15, go-17)
advmod(go-17, ahead-18)
punct(go-17, ''-19)
prep(go-17, with-20)
det(placement-27, a-21)
amod(placement-27, planned-22)
amod(placement-27, $-23)
number(billion-25, 1.5-24)
num($-23, billion-25)
amod(placement-27, private-26)
pobj(with-20, placement-27)
punct(have-3, .-28)

mark(goes-4, Unless-1)
det(market-3, the-2)
nsubj(goes-4, market-3)
advcl(take-15, goes-4)
advmod(up-7, right-5)
advmod(up-7, back-6)
advmod(goes-4, up-7)
punct(says-10, ,-8)
dep(says-10, he-9)
parataxis(take-15, says-10)
punct(says-10, ,-11)
punct(take-15, ``-12)
dep(take-15, it-13)
aux(take-15, may-14)
root(ROOT-0, take-15)
dep(take-15, us-16)
number(nine-19, six-17)
dep(nine-19, to-18)
num(months-20, nine-19)
tmod(take-15, months-20)
aux(find-22, to-21)
vmod(take-15, find-22)
det(money-24, the-23)
dobj(find-22, money-24)
punct(take-15, ,-25)
advmod(of-27, instead-26)
prep(take-15, of-27)
dep(of-27, three-28)
punct(take-15, .-29)
punct(take-15, ''-30)

cc(have-9, And-1)
det(company-7, the-2)
dep(company-7, Columbia-3)
punct(Columbia-3, ,-4)
dep(Columbia-3, Md.-5)
punct(Columbia-3, ,-6)
nsubj(have-9, company-7)
aux(have-9, may-8)
ccomp(adds-18, have-9)
aux(settle-11, to-10)
xcomp(have-9, settle-11)
prep(settle-11, for-12)
det(price-15, a-13)
amod(price-15, lower-14)
pobj(for-12, price-15)
punct(adds-18, ,-16)
dep(adds-18, he-17)
root(ROOT-0, adds-18)
punct(adds-18, .-19)

dep(nerve-racking-4, Life-1)
cop(nerve-racking-4, is-2)
advmod(nerve-racking-4, particularly-3)
root(ROOT-0, nerve-racking-4)
prep(nerve-racking-4, for-5)
pobj(for-5, companies-6)
dobj(go-11, that-7)
aux(planned-9, had-8)
ccomp(companies-6, planned-9)
aux(go-11, to-10)
xcomp(planned-9, go-11)
dep(go-11, public-12)
det(week-14, this-13)
tmod(go-11, week-14)
punct(nerve-racking-4, .-15)

dep(becoming-3, Hand-holding-1)
aux(becoming-3, is-2)
root(ROOT-0, becoming-3)
det(requirement-7, an-4)
nn(requirement-7, investment-banking-5)
nn(requirement-7, job-6)
xcomp(becoming-3, requirement-7)
punct(becoming-3, .-8)

nsubj(has-14, Robertson-1)
punct(Robertson-1, ,-2)
conj(Robertson-1, Stephens-3)
cc(Robertson-1, &-4)
conj(Robertson-1, Co.-5)
punct(Robertson-1, ,-6)
det(concern-12, a-7)
nn(concern-12, San-8)
nn(concern-12, Francisco-9)
nn(concern-12, investment-10)
nn(concern-12, banking-11)
appos(Robertson-1, concern-12)
punct(Robertson-1, ,-13)
root(ROOT-0, has-14)
det(client-16, a-15)
dobj(has-14, client-16)
dep(looked-18, that-17)
dep(client-16, looked-18)
dep(looked-18, forward-19)
prep(looked-18, to-20)
pcomp(to-20, making-21)
poss(offering-25, its-22)
amod(offering-25, initial-23)
nn(offering-25, public-24)
dobj(making-21, offering-25)
dep(making-21, yesterday-26)
punct(has-14, .-27)

nsubj(discouraged-13, Officers-1)
prep(Officers-1, of-2)
det(company-4, the-3)
pobj(of-2, company-4)
punct(company-4, ,-5)
det(concern-8, a-6)
nn(concern-8, health-care-7)
appos(company-4, concern-8)
punct(company-4, ,-9)
punct(discouraged-13, ``-10)
cop(discouraged-13, were-11)
advmod(discouraged-13, very-12)
ccomp(says-30, discouraged-13)
prep(discouraged-13, on-14)
dep(on-14, Friday-15)
cc(discouraged-13, and-16)
conj(discouraged-13, felt-17)
dep(go-21, they-18)
aux(go-21, should-19)
neg(go-21, n't-20)
ccomp(felt-17, go-21)
dep(go-21, public-22)
punct(discouraged-13, ;-23)
dep(felt-25, we-24)
parataxis(discouraged-13, felt-25)
dep(should-27, they-26)
ccomp(felt-25, should-27)
punct(says-30, ,-28)
punct(says-30, ''-29)
root(ROOT-0, says-30)
nn(Robertson-32, Sanford-31)
nsubj(says-30, Robertson-32)
punct(Robertson-32, ,-33)
appos(Robertson-32, partner-34)
prep(partner-34, in-35)
det(concern-38, the-36)
nn(concern-38, banking-37)
pobj(in-35, concern-38)
punct(says-30, .-39)

mark(dropped-4, As-1)
det(market-3, the-2)
nsubj(dropped-4, market-3)
advcl(slashed-9, dropped-4)
dep(dropped-4, Friday-5)
punct(slashed-9, ,-6)
nn(Stephens-8, Robertson-7)
nsubj(slashed-9, Stephens-8)
root(ROOT-0, slashed-9)
det(value-11, the-10)
dobj(slashed-9, value-11)
prep(value-11, of-12)
det(offering-14, the-13)
pobj(of-12, offering-14)
prep(slashed-9, by-15)
num(%-17, 7-16)
pobj(by-15, %-17)
punct(slashed-9, .-18)
