nummod(put, 3)
advmod(unrelieved, almost)
amod(tragedy, unrelieved)
nmod(one, tragedy)
punct(one, ,)
cc(Vienna, and)
nsubj(Vienna, it)
cop(Vienna, was)
advmod(much, too)
advmod(Vienna, much)
advmod(Vienna, even)
case(Vienna, for)
amod(minded, morbid)
punct(minded, -)
amod(Vienna, minded)
conj(one, Vienna)
punct(thing, .)
nsubj(obsessed, He)
cop(obsessed, was)
root(ROOT, obsessed)
case(disease, by)
obl(obsessed, disease)
cc(poverty, and)
conj(disease, poverty)
punct(obsessed, ,)
case(melancholy, by)
det(melancholy, the)
obl(obsessed, melancholy)
case(age, of)
amod(age, old)
nmod(melancholy, age)
cc(tyranny, and)
det(tyranny, the)
conj(disease, tyranny)
case(lust, of)
nmod(tyranny, lust)
punct(obsessed, .)
det(children, The)
nsubj(rags, children)
nsubj(painted, he)
acl:relcl(children, painted)
cop(rags, were)
advmod(rags, almost)
advmod(rags, always)
case(rags, in)
root(ROOT, rags)
punct(ruthless, ,)
nmod:poss(portraits, his)
nsubj(ruthless, portraits)
cop(ruthless, were)
advmod(ruthless, often)
conj(rags, ruthless)
case(point, to)
det(point, the)
obl(ruthless, point)
case(ugliness, of)
nmod(point, ugliness)
punct(nudes, ,)
cc(nudes, and)
nmod:poss(nudes, his)
conj(point, nudes)
punct(nudes, --)
case(portraits, including)
amod(portraits, several)
compound(portraits, self)
punct(portraits, -)
nmod(nudes, portraits)
punct(stringy, --)
cop(stringy, were)
acl:relcl(nudes, stringy)
punct(contorted, ,)
conj(stringy, contorted)
cc(pathetic, and)
advmod(pathetic, strangely)
conj(stringy, pathetic)
punct(rags, .)
det(subject, The)
nsubj(body, subject)
nsubj(liked, he)
acl:relcl(subject, liked)
obj(liked, most)
cop(body, was)
det(body, the)
amod(body, female)
root(ROOT, body)
punct(body, ,)
obj(painted, which)
nsubj(painted, he)
acl:relcl(body, painted)
case(state, in)
det(state, every)
obl(painted, state)
punct(painted, --)
amod(state, naked)
punct(dressed, ,)
compound(dressed, half)
punct(dressed, -)
conj(naked, dressed)
punct(muffled, ,)
conj(dressed, muffled)
case(ears, to)
det(ears, the)
obl(muffled, ears)
punct(sitting, ,)
conj(muffled, sitting)
advmod(sitting, primly)
case(chair, in)
det(chair, a)
obl(sitting, chair)
punct(sitting, ,)
conj(sitting, lying)
advmod(lying, tauntingly)
case(bed, on)
det(bed, a)
obl(lying, bed)
cc(locked, or)
conj(lying, locked)
case(embrace, in)
det(embrace, an)
obl(locked, embrace)
punct(body, .)
det(thing, The)
advmod(surprising, most)
amod(thing, surprising)
nsubj(is, thing)
case(Congress, about)
det(Congress, the)
compound(second, Twenty)
punct(second, -)
amod(Congress, second)
nmod(thing, Congress)
case(Party, of)
det(Party, the)
compound(Party, Soviet)
compound(Party, Communist)
nmod(Congress, Party)
root(ROOT, is)
mark(surprising, that)
nsubj(surprising, it)
cop(surprising, is)
ccomp(is, surprising)
punct(surprising, --)
advmod(much, perhaps)
advmod(as, quite)
advmod(much, as)
advmod(surprising, much)
punct(much, ,)
case(way, in)
nmod:poss(way, its)
amod(way, own)
obl(much, way)
punct(Congress, ,)
case(Congress, as)
det(Congress, the)
compound(Congress, Twentieth)
nmod(way, Congress)
case(1956, of)
nmod(Congress, 1956)
punct(Congress, ,)
nsubj(ended, which)
acl:relcl(Congress, ended)
case(report, with)
det(report, that)
amod(report, famous)
punct(report, ``)
compound(report, secret)
punct(secret, '')
obl(ended, report)
case(Stalin, on)
nmod(report, Stalin)
punct(publication, .)
det(publication, The)
appos(report, publication)
amod(July, last)
appos(publication, July)
case(Program, of)
det(party, the)
nmod:poss(Program, party)
case(party, 's)
compound(Program, Draft)
nmod(July, Program)
punct(Program, --)
det(blueprint, that)
appos(Program, blueprint)
case(transition, for)
det(transition, the)
punct(transition, ``)
nmod(blueprint, transition)
case(communism, to)
nmod(transition, communism)
punct(transition, '')
punct(led, --)
aux(led, had)
acl:relcl(blueprint, led)
det(uninitiated, the)
obj(led, uninitiated)
mark(suppose, to)
xcomp(led, suppose)
mark(sort, that)
det(Congress, this)
nummod(second, Twenty)
punct(second, -)
amod(Congress, second)
nsubj(sort, Congress)
aux(sort, would)
cop(sort, be)
det(sort, a)
ccomp(suppose, sort)
case(apotheosis, of)
nmod(sort, apotheosis)
case(Khrushchev, of)
det(Khrushchev, the)
nmod(apotheosis, Khrushchev)
flat(Khrushchev, regime)
punct(consecration, ,)
det(consecration, a)
amod(consecration, solemn)
appos(Khrushchev, consecration)
case(ideas, of)
nmod(consecration, ideas)
nsubj(had, which)
acl:relcl(consecration, had)
punct(had, ,)
case(fact, in)
obl(current, fact)
punct(current, ,)
cop(current, been)
ccomp(had, current)
case(years, over)
det(years, the)
amod(years, last)
nummod(years, three)
cc(four, or)
conj(three, four)
obl(current, years)
punct(years, ()
advmod(defeat, i.e.)
punct(defeat, ,)
case(defeat, since)
det(defeat, the)
obl(current, defeat)
case(group, of)
det(group, the)
punct(group, ``)
amod(group, anti-party)
nmod(defeat, group)
punct(group, '')
punct(group, ))
case(journals, in)
det(journals, all)
amod(journals, theoretical)
compound(journals, party)
nmod(defeat, journals)
punct(is, .)
nsubj(ceased, These)
advmod(ceased, never)
root(ROOT, ceased)
mark(suggest, to)
xcomp(ceased, suggest)
mark(ideal, that)
mark(ideal, if)
punct(ideal, ,)
case(eyes, in)
det(eyes, the)
obl(ideal, eyes)
case(Marx, of)
nmod(eyes, Marx)
cc(Lenin, and)
conj(Marx, Lenin)
punct(communism, ``)
amod(communism, full)
appos(Marx, communism)
punct(communism, '')
cop(ideal, was)
advmod(ideal, still)
det(ideal, a)
advmod(distant, very)
amod(ideal, distant)
ccomp(suggest, ideal)
punct(ideal, ,)
det(establishment, the)
nsubj(ideal, establishment)
case(society, of)
det(society, a)
compound(society, Communist)
nmod(establishment, society)
aux(ideal, had)
advmod(had, now)
punct(become, ,)
case(Khrushchev, under)
obl(become, Khrushchev)
punct(become, ,)
conj(ideal, become)
det(reality, an)
punct(reality, ``)
amod(reality, immediate)
cc(tangible, and)
conj(immediate, tangible)
xcomp(become, reality)
punct(reality, '')
punct(ceased, .)
nsubj(seems, It)
root(ROOT, seems)
mark(took, that)
nsubj(took, Khrushchev)
nmod:npmod(Khrushchev, himself)
ccomp(seems, took)
det(pride, a)
advmod(special, very)
amod(pride, special)
obj(took, pride)
mark(made, in)
aux(made, having)
advcl(took, made)
det(contribution, a)
compound(shaking, world)
punct(shaking, -)
compound(contribution, shaking)
obj(made, contribution)
case(doctrine, to)
compound(doctrine, Marxist)
nmod(contribution, doctrine)
case(Program, with)
nmod:poss(Program, his)
compound(Program, Draft)
nmod(contribution, Program)
punct(part, ()
det(part, a)
amod(part, large)
appos(Program, part)
case(speech, of)
nmod:poss(speech, his)
nummod(hour, twelve)
punct(hour, -)
compound(speech, hour)
nmod(part, speech)
case(Congress, at)
det(Congress, the)
amod(Congress, recent)
nmod(speech, Congress)
cop(rehash, was)
punct(rehash, ,)
case(fact, in)
obl(rehash, fact)
punct(rehash, ,)
advmod(largely, very)
advmod(rehash, largely)
det(rehash, a)
parataxis(seems, rehash)
case(document, of)
det(document, that)
amod(document, interminable)
nmod(rehash, document)
punct(rehash, ))
punct(seems, .)
nsubj(proud, He)
cc(leaders, and)
amod(leaders, other)
amod(leaders, Soviet)
conj(He, leaders)
amod(leaders, responsible)
case(document, for)
det(document, the)
obl(responsible, document)
cop(proud, were)
root(ROOT, proud)
mark(brought, of)
aux(brought, having)
advcl(proud, brought)
compound:prt(brought, forward)
det(formulas, some)
amod(formulas, new)
obj(brought, formulas)
punct(formulas, ,)
case(replacement, such)
fixed(such, as)
det(replacement, the)
amod(replacement, early)
nmod(formulas, replacement)
case(dictatorship, of)
det(dictatorship, the)
nmod(replacement, dictatorship)
case(proletariat, of)
det(proletariat, the)
nmod(dictatorship, proletariat)
case(State, by)
det(State, an)
punct(State, ``)
det(People, All)
nmod:poss(State, People)
case(People, 's)
obl(laid, State)
punct(State, '')
punct(laid, ,)
cc(laid, and)
advmod(laid, also)
mark(laid, of)
aux(laid, having)
conj(brought, laid)
compound:prt(laid, down)
det(lines, the)
obj(laid, lines)
case(democratization, for)
det(democratization, a)
advmod(greater, much)
amod(democratization, greater)
punct(democratization, ``)
nmod(lines, democratization)
punct(democratization, '')
case(hierarchy, of)
det(hierarchy, the)
amod(hierarchy, whole)
nmod(democratization, hierarchy)
case(Soviets, of)
nmod(hierarchy, Soviets)
punct(democratization, ,)
acl(hierarchy, starting)
case(Soviet, with)
det(Soviet, the)
compound(Soviet, Supreme)
obl(starting, Soviet)
nmod:npmod(Soviet, itself)
punct(proud, .)
nmod:poss(plan, Their)
nsubj(promised, plan)
case(rotation, for)
nmod(plan, rotation)
case(leaders, of)
nmod(rotation, leaders)
root(ROOT, promised)
det(blow, a)
amod(blow, salutary)
obj(promised, blow)
case(bureaucracy, at)
punct(bureaucracy, ``)
nmod(blow, bureaucracy)
punct(bureaucracy, '')
cc(enable, and)
aux(enable, would)
conj(promised, enable)
punct(people, ``)
det(people, the)
obj(enable, people)
punct(people, '')
mark(take, to)
advcl(enable, take)
det(part, a)
advmod(direct, more)
amod(part, direct)
cc(active, and)
conj(direct, active)
obj(take, part)
mark(running, in)
acl(part, running)
det(country, the)
obj(running, country)
punct(promised, .)
advmod(democratic, Also)
punct(democratic, ,)
nsubj(democratic, elections)
aux(democratic, would)
cop(democratic, be)
advmod(democratic, more)
root(ROOT, democratic)
punct(democratic, ;)
punct(democratic, ;)
expl(be, there)
aux(be, might)
advmod(be, even)
parataxis(democratic, be)
nummod(candidates, two)
cc(more, or)
conj(two, more)
nsubj(be, candidates)
case(voters, for)
nmod(candidates, voters)
mark(choose, to)
acl(candidates, choose)
obl(choose, from)
punct(democratic, .)
det(doubt, No)
obl:tmod(was, doubt)
punct(was, ,)
expl(was, there)
root(ROOT, was)
advmod(was, still)
det(lot, a)
nsubj(was, lot)
case(Program, in)
det(Program, the)
compound(Program, Draft)
nmod(lot, Program)
punct(Program, --)
cc(speech, and)
case(speech, in)
nmod:poss(speech, Khrushchev)
case(Khrushchev, 's)
conj(Program, speech)
punct(speech, --)
nsubj(left, which)
acl:relcl(speech, left)
amod(points, many)
obj(left, points)
xcomp(left, obscure)
punct(was, .)
cop(intention, Was)
nsubj(intention, it)
det(party, the)
nmod:poss(intention, party)
case(party, 's)
root(ROOT, intention)
punct(intention, ,)
case(example, for)
obl(intention, example)
punct(intention, ,)
mark(abolish, to)
csubj(intention, abolish)
advmod(abolish, gradually)
det(system, the)
compound(system, kolkhoz)
obj(abolish, system)
cc(replace, and)
conj(abolish, replace)
obj(replace, it)
case(kolkhozes, by)
advmod(earning, uniformly)
compound(earning, wage)
punct(earning, -)
compound(kolkhozes, earning)
obl(replace, kolkhozes)
punct(kolkhozes, ,)
advmod(farms, i.e.)
punct(farms, ,)
compound(farms, state)
appos(kolkhozes, farms)
punct(farms, ()
nsubj(were, which)
acl:relcl(farms, were)
punct(were, ,)
advmod(were, moreover)
punct(were, ,)
mark(urbanized, to)
cop(urbanized, be)
advmod(urbanized, progressively)
punct(urbanized, ``)
ccomp(were, urbanized)
punct(urbanized, '')
punct(urbanized, ))
punct(intention, ?)
punct(intention, ?)
mark(know, As)
nsubj(know, we)
advcl(thrives, know)
punct(thrives, ,)
det(peasant, the)
amod(peasant, Soviet)
nsubj(thrives, peasant)
obl:tmod(thrives, today)
advmod(thrives, still)
advmod(largely, very)
advmod(thrives, largely)
root(ROOT, thrives)
mark(able, on)
cop(able, being)
advcl(thrives, able)
mark(sell, to)
xcomp(able, sell)
det(produce, the)
obj(sell, produce)
xcomp(sell, grown)
case(plot, on)
nmod:poss(plot, his)
amod(plot, private)
obl(grown, plot)
punct(thrives, ;)
punct(thrives, ;)
cc(far, and)
nsubj(far, it)
cop(far, is)
advmod(far, still)
advmod(far, very)
conj(thrives, far)
case(certain, from)
obl(far, certain)
advmod(valid, how)
obl(far, valid)
det(party, the)
nmod:poss(claim, party)
case(party, 's)
nsubj(is, claim)
cop(valid, is)
mark(finding, that)
case(number, in)
punct(number, ``)
det(number, a)
amod(number, growing)
obl(finding, number)
case(kolkhozes, of)
nmod(number, kolkhozes)
punct(number, '')
det(peasants, the)
nsubj(finding, peasants)
aux(finding, are)
ccomp(is, finding)
expl(finding, it)
advmod(profitable, more)
xcomp(finding, profitable)
punct(finding, ,)
mark(surrender, to)
advcl(finding, surrender)
nmod:poss(plots, their)
amod(plots, private)
obj(surrender, plots)
case(kolkhoz, to)
det(kolkhoz, the)
obl(surrender, kolkhoz)
cc(let, and)
mark(let, to)
conj(surrender, let)
det(latter, the)
nsubj:pass(turned, latter)
aux:pass(turned, be)
xcomp(let, turned)
case(something, into)
obl(turned, something)
advmod(turned, increasingly)
case(farm, like)
det(farm, a)
compound(farm, state)
nmod(something, farm)
punct(thrives, .)
mark(follows, If)
nsubj(follows, one)
advcl(finds, follows)
det(reports, the)
obj(follows, reports)
case(Congress, of)
det(Congress, the)
nmod(reports, Congress)
punct(finds, ,)
nsubj(finds, one)
root(ROOT, finds)
mark(seems, that)
expl(seems, there)
advmod(seems, still)
ccomp(finds, seems)
amod(uncertainty, considerable)
nsubj(seems, uncertainty)
case(minds, in)
det(minds, the)
nmod(uncertainty, minds)
case(leaders, of)
det(leaders, the)
nmod(minds, leaders)
nmod:npmod(leaders, themselves)
case(what, about)
obl(seems, what)
advmod(do, exactly)
mark(do, to)
acl:relcl(what, do)
case(matter, in)
det(matter, this)
obl(do, matter)
punct(finds, .)
det(Program, The)
compound(Program, Draft)
nsubj(interesting, Program)
cop(interesting, was)
root(ROOT, interesting)
case(respects, in)
amod(respects, other)
obl(interesting, respects)
punct(interesting, ,)
advmod(interesting, too)
punct(interesting, .)
nsubj(contained, It)
root(ROOT, contained)
punct(contained, ,)
case(example, for)
nmod(number, example)
punct(number, ,)
det(number, a)
obj(contained, number)
case(admissions, of)
amod(admissions, curious)
nmod(number, admissions)
case(peasants, about)
det(peasants, the)
nmod(admissions, peasants)
punct(peasants, ,)
nsubj(enjoy, who)
acl:relcl(peasants, enjoy)
det(benefits, no)
compound(benefits, sickness)
obj(enjoy, benefits)
punct(benefits, ,)
det(pensions, no)
amod(age, old)
punct(age, -)
compound(pensions, age)
appos(benefits, pensions)
punct(holidays, ,)
det(holidays, no)
amod(holidays, paid)
conj(benefits, holidays)
punct(benefit, ;)
punct(contained, ;)
nsubj(benefit, they)
advmod(benefit, still)
parataxis(contained, benefit)
advmod(less, far)
obj(benefit, less)
fixed(less, than)
det(cent, the)
punct(other, ``)
amod(cent, other)
punct(cent, '')
nummod(cent, 50)
compound(cent, per)
obl(less, cent)
case(nation, of)
det(nation, the)
nmod(cent, nation)
case(state, from)
det(state, that)
punct(state, ``)
compound(state, welfare)
nmod(cent, state)
punct(state, '')
obj(prides, which)
det(Union, the)
compound(Union, Soviet)
nsubj(prides, Union)
advmod(prides, so)
advmod(prides, greatly)
acl:relcl(state, prides)
obj(prides, itself)
mark(being, on)
advcl(prides, being)
punct(prides, .)
case(problems, Over)
det:predet(problems, all)
det(problems, these)
advmod(awkward, fairly)
amod(problems, awkward)
obl(being, problems)
nsubj(was, Khrushchev)
acl:relcl(problems, was)
mark(skate, to)
xcomp(was, skate)
advmod(lightly, rather)
advmod(skate, lightly)
punct(was, ;)
punct(was, ;)
cc(uncertain, and)
punct(uncertain, ,)
mark(repeated, though)
nsubj(repeated, he)
advcl(uncertain, repeated)
punct(repeated, ,)
advmod(repeated, over)
cc(over, and)
advmod(again, over)
conj(over, again)
punct(figures, ,)
det(figures, the)
amod(figures, spectacular)
obj(repeated, figures)
case(production, of)
amod(production, industrial)
cc(agricultural, and)
conj(industrial, agricultural)
nmod(figures, production)
case(1980, in)
nmod(figures, 1980)
punct(uncertain, ,)
det(people, the)
punct(people, ``)
amod(people, ordinary)
punct(people, '')
nsubj(uncertain, people)
case(Russia, in)
nmod(people, Russia)
cop(uncertain, are)
advmod(uncertain, still)
det(little, a)
obl:npmod(uncertain, little)
parataxis(contained, uncertain)
case(communism, as)
fixed(as, to)
advmod(communism, how)
punct(communism, ``)
nsubj(going, communism)
punct(communism, '')
aux(going, is)
advmod(going, really)
advcl(uncertain, going)
mark(work, to)
xcomp(going, work)
case(practice, in)
obl(work, practice)
punct(work, ,)
advmod(respect, especially)
case(respect, in)
obl(work, respect)
case(food, of)
nmod(respect, food)
punct(contained, .)
aux(progress, Would)
nsubj(progress, agriculture)
root(ROOT, progress)
advmod(rapidly, as)
advmod(progress, rapidly)
case(industry, as)
obl(progress, industry)
punct(progress, ?)
punct(progress, ?)
nsubj(something, This)
cop(something, was)
root(ROOT, something)
case(which, on)
obl(seemed, which)
nsubj(seemed, K.)
nmod:npmod(K., himself)
acl:relcl(something, seemed)
mark(have, to)
xcomp(seemed, have)
det(doubts, some)
obj(have, doubts)
punct(something, ;)
punct(something, ;)
mark(kept, for)
nsubj(kept, he)
advcl(something, kept)
mark(threatening, on)
advcl(kept, threatening)
mark(pull, that)
nsubj(pull, he)
aux(pull, would)
punct(pull, ``)
ccomp(threatening, pull)
det(ears, the)
obj(pull, ears)
punct(pull, '')
case(those, of)
nmod(ears, those)
amod(those, responsible)
case(production, for)
amod(production, agricultural)
obl(responsible, production)
punct(something, .)
cc(producing, And)
punct(producing, ,)
mark(know, as)
nsubj(know, we)
advcl(producing, know)
punct(producing, ,)
det(Lands, the)
compound(Lands, Virgin)
nsubj(producing, Lands)
aux(producing, are)
advmod(producing, not)
root(ROOT, producing)
advmod(much, as)
obj(producing, much)
mark(hoped, as)
nsubj(hoped, Khrushchev)
aux(hoped, had)
advcl(as, hoped)
punct(producing, .)
nsubj(wonder, One)
aux(wonder, can)
advmod(wonder, not)
cc(wonder, but)
root(ROOT, wonder)
mark(have, whether)
det(doubts, these)
nsubj(have, doubts)
case(success, about)
det(success, the)
nmod(doubts, success)
case(policy, of)
nmod:poss(policy, Khrushchev)
case(Khrushchev, 's)
amod(policy, agricultural)
nmod(success, policy)
ccomp(wonder, have)
advmod(have, not)
case(least, at)
nmod(something, least)
obj(have, something)
mark(do, to)
acl(something, do)
case(one, with)
obl(do, one)
case(surprises, of)
det(surprises, the)
amod(surprises, big)
nmod(one, surprises)
acl(surprises, provided)
case(Congress, by)
det(Congress, this)
obl(provided, Congress)
punct(harping, --)
det(harping, the)
compound(harping, obsessive)
appos(one, harping)
case(crimes, on)
det(crimes, the)
obl(harping, crimes)
cc(misdeeds, and)
conj(crimes, misdeeds)
case(group, of)
det(group, the)
punct(group, ``)
amod(group, anti-party)
nmod(crimes, group)
punct(harping, '')
root(ROOT, --)
nsubj:pass(charged, Molotov)
punct(Malenkov, ,)
conj(Molotov, Malenkov)
punct(Kaganovich, ,)
conj(Molotov, Kaganovich)
cc(others, and)
conj(Kaganovich, others)
punct(Molotov, --)
