amod(Pants-2, Red-1)
cc(imposition-10, or-17)
det(development-20, a-18)
amod(development-20, late-19)
conj(imposition-10, development-20)
prep(development-20, of-21)
det(civilization-24, the-22)
nn(civilization-24, Indus-23)
pobj(of-21, civilization-24)
punct(interpreted-5, .-25)

nsubj(accepts-2, Renfrew-1)
root(ROOT-0, accepts-2)
det(theory-5, the-3)
nn(theory-5, wave-4)
dobj(accepts-2, theory-5)
punct(accepts-2, ,-6)
cc(accepts-2, and-7)
prep(sets-18, in-8)
det(thirds-12, the-9)
amod(thirds-12, last-10)
num(thirds-12, two-11)
pobj(in-8, thirds-12)
prep(thirds-12, of-13)
pobj(of-13, Archaeology-14)
cc(Archaeology-14, &-15)
conj(Archaeology-14, Language-16)
nsubj(sets-18, he-17)
conj(accepts-2, sets-18)
prt(sets-18, forth-19)
poss(arguments-21, his-20)
dobj(sets-18, arguments-21)
prep(arguments-21, in-22)
poss(favor-24, its-23)
pobj(in-22, favor-24)
punct(accepts-2, .-25)

advmod(disorganized-38, Unfortunately-1)
punct(disorganized-38, ,-2)
det(presentation-4, the-3)
nsubj(disorganized-38, presentation-4)
prep(presentation-4, of-5)
poss(argument-8, his-6)
amod(argument-8, linguistic-7)
pobj(of-5, argument-8)
punct(argument-8, ,-9)
advmod(treading-15, where-10)
det(author-12, the-11)
nsubj(treading-15, author-12)
aux(treading-15, is-13)
advmod(treading-15, clearly-14)
rcmod(argument-8, treading-15)
prep(treading-15, on-16)
advmod(speculative-18, more-17)
amod(ground-19, speculative-18)
pobj(on-16, ground-19)
prep(ground-19, than-20)
pcomp(than-20, in-21)
det(parts-23, those-22)
pobj(in-21, parts-23)
vmod(parts-23, dealing-24)
prep(dealing-24, with-25)
amod(archaeology-27, outright-26)
pobj(with-25, archaeology-27)
punct(archaeology-27, ,-28)
advmod(is-31, where-29)
nsubj(is-31, he-30)
rcmod(archaeology-27, is-31)
prep(is-31, on-32)
advmod(familiar-34, more-33)
amod(territory-35, familiar-34)
pobj(on-32, territory-35)
punct(disorganized-38, ,-36)
cop(disorganized-38, is-37)
root(ROOT-0, disorganized-38)
cc(disorganized-38, and-39)
conj(disorganized-38, repetitious-40)
punct(disorganized-38, .-41)

nsubj(difficult-3, It-1)
cop(difficult-3, is-2)
root(ROOT-0, difficult-3)
aux(place-5, to-4)
xcomp(difficult-3, place-5)
predet(blame-8, all-6)
det(blame-8, the-7)
dobj(place-5, blame-8)
prep(place-5, on-9)
pobj(on-9, Renfrew-10)
punct(difficult-3, ,-11)
mark(noticed-17, for-12)
poss(editor-14, his-13)
nsubj(noticed-17, editor-14)
aux(noticed-17, should-15)
aux(noticed-17, have-16)
advcl(difficult-3, noticed-17)
det(lack-19, the-18)
dobj(noticed-17, lack-19)
prep(lack-19, of-20)
pobj(of-20, coherence-21)
punct(difficult-3, .-22)

det(result-2, The-1)
nsubj(argument-5, result-2)
cop(argument-5, is-3)
det(argument-5, an-4)
root(ROOT-0, argument-5)
nsubj(persuasive-8, that-6)
cop(persuasive-8, is-7)
rcmod(argument-5, persuasive-8)
cc(persuasive-8, but-9)
advmod(convincing-11, scarely-10)
conj(persuasive-8, convincing-11)
punct(argument-5, .-12)

advmod(easy-12, Nevertheless-1)
punct(easy-12, ,-2)
amod(books-4, good-3)
nsubj(easy-12, books-4)
prep(books-4, on-5)
pobj(on-5, archaeology-6)
amod(books-4, assimilable-7)
prep(assimilable-7, by-8)
pobj(by-8, laymen-9)
cop(easy-12, are-10)
neg(easy-12, not-11)
root(ROOT-0, easy-12)
aux(find-14, to-13)
ccomp(easy-12, find-14)
punct(easy-12, ,-15)
cc(easy-12, and-16)
mark(tolerate-21, if-17)
det(reader-19, the-18)
nsubj(tolerate-21, reader-19)
aux(tolerate-21, can-20)
advcl(provides-39, tolerate-21)
poss(shortcomings-23, its-22)
dobj(tolerate-21, shortcomings-23)
cc(tolerate-21, and-24)
cop(concerned-28, is-25)
neg(concerned-28, not-26)
advmod(concerned-28, overly-27)
conj(tolerate-21, concerned-28)
prep(concerned-28, about-29)
det(birthplace-32, the-30)
amod(birthplace-32, precise-31)
pobj(about-29, birthplace-32)
prep(birthplace-32, of-33)
pobj(of-33, Indo-European-34)
punct(provides-39, ,-35)
nsubj(provides-39, Archaelogy-36)
cc(Archaelogy-36, &-37)
conj(Archaelogy-36, Language-38)
conj(easy-12, provides-39)
det(march-42, an-40)
amod(march-42, interesting-41)
dobj(provides-39, march-42)
prep(march-42, through-43)
det(millennia-45, the-44)
pobj(through-43, millennia-45)
prep(millennia-45, of-46)
pobj(of-46, prehistory-47)
prep(march-42, in-48)
num(league-51, seven-49)
punct(league-51, --50)
nn(boots-52, league-51)
pobj(in-48, boots-52)
punct(easy-12, .-53)

nn(Urdang-2, Laurence-1)
root(ROOT-0, Urdang-2)

poss(Thesaurus-4, Webster-1)
possessive(Webster-1, 's-2)
amod(Thesaurus-4, Electronic-3)
root(ROOT-0, Thesaurus-4)

det(software-2, This-1)
nsubj(consists-3, software-2)
root(ROOT-0, consists-3)
prep(consists-3, of-4)
num(disks-6, two-5)
pobj(of-4, disks-6)
punct(disks-6, ,-7)
nsubj(labeled-9, one-8)
dep(disks-6, labeled-9)
dep(labeled-9, Installation-10)
cc(Installation-10, and-11)
conj(Installation-10, Program-12)
punct(labeled-9, ,-13)
det(other-15, the-14)
dep(Linguibase-17, other-15)
nn(Linguibase-17, Synonym-16)
parataxis(labeled-9, Linguibase-17)
punct(disks-6, ,-18)
cc(disks-6, and-19)
det(manual-21, a-20)
conj(disks-6, manual-21)
punct(consists-3, .-22)

det(manual-2, The-1)
nsubj(sets-3, manual-2)
root(ROOT-0, sets-3)
advmod(sets-3, forth-4)
dobj(sets-3, everything-5)
prep(sets-3, with-6)
pobj(with-6, clarity-7)
punct(sets-3, ,-8)
cc(sets-3, and-9)
det(program-11, the-10)
nsubj(simple-13, program-11)
cop(simple-13, is-12)
conj(sets-3, simple-13)
aux(install-15, to-14)
ccomp(simple-13, install-15)
punct(simple-13, ,-16)
xcomp(simple-13, requiring-17)
quantmod(few-20, only-18)
quantmod(few-20, a-19)
num(minutes-21, few-20)
dobj(requiring-17, minutes-21)
punct(sets-3, .-22)

quantmod(one-2, Only-1)
num(thing-3, one-2)
nsubj(made-4, thing-3)
root(ROOT-0, made-4)
nsubj(suspicious-8, me-5)
det(little-7, a-6)
dep(suspicious-8, little-7)
xcomp(made-4, suspicious-8)
advmod(cranking-10, when-9)
advcl(made-4, cranking-10)
prt(cranking-10, up-11)
det(system-13, the-12)
dobj(cranking-10, system-13)
punct(made-4, :-14)
prep(spelt-29, in-15)
det(text-18, the-16)
amod(text-18, descriptive-17)
pobj(in-15, text-18)
nsubj(appears-20, that-19)
rcmod(text-18, appears-20)
prep(appears-20, on-21)
det(screen-23, the-22)
pobj(on-21, screen-23)
punct(spelt-29, ,-24)
det(word-26, the-25)
nsubjpass(spelt-29, word-26)
dep(word-26, labeled-27)
auxpass(spelt-29, is-28)
parataxis(made-4, spelt-29)
punct(spelt-29, “-30)
dobj(spelt-29, labelled-31)
punct(spelt-29, ”-32)
punct(spelt-29, —-33)
advmod(un-American-35, decidedly-34)
parataxis(spelt-29, un-American-35)
punct(made-4, .-36)

advmod(went-4, However-1)
punct(went-4, ,-2)
nsubj(went-4, I-3)
root(ROOT-0, went-4)
advmod(went-4, ahead-5)
punct(went-4, ,-6)
cc(went-4, and-7)
punct(went-4, ,-8)
mark(typing-12, since-9)
nsubj(typing-12, I-10)
aux(typing-12, was-11)
advcl(went-4, typing-12)
det(text-14, the-13)
dobj(typing-12, text-14)
nsubj(reading-17, you-15)
aux(reading-17, are-16)
rcmod(text-14, reading-17)
punct(went-4, ,-18)
conj(went-4, returned-19)
prep(returned-19, to-20)
det(beginning-22, the-21)
pobj(to-20, beginning-22)
prep(beginning-22, of-23)
det(paragraph-25, the-24)
pobj(of-23, paragraph-25)
aux(see-27, to-26)
xcomp(returned-19, see-27)
advmod(fare-34, how-28)
nsubj(fare-34, some-29)
prep(some-29, of-30)
det(words-32, these-31)
pobj(of-30, words-32)
aux(fare-34, would-33)
ccomp(see-27, fare-34)
punct(went-4, .-35)

nsubj(looked-2, I-1)
root(ROOT-0, looked-2)
prt(looked-2, up-3)
det(word-5, the-4)
dobj(looked-2, word-5)
vmod(word-5, preceding-6)
cc(looked-2, and-7)
auxpass(asked-15, was-8)
punct(asked-15, ,-9)
prep(asked-15, after-10)
det(moment-13, a-11)
amod(moment-13, brief-12)
pobj(after-10, moment-13)
punct(asked-15, ,-14)
conj(looked-2, asked-15)
aux(type-17, to-16)
xcomp(asked-15, type-17)
prt(type-17, in-18)
det(word-20, the-19)
dobj(type-17, word-20)
punct(type-17, ,-21)
dobj(did-24, which-22)
nsubj(did-24, I-23)
dep(type-17, did-24)
punct(looked-2, .-25)

det(screen-2, The-1)
nsubj(bloomed-3, screen-2)
root(ROOT-0, bloomed-3)
advmod(bloomed-3, forth-4)
prep(bloomed-3, with-5)
det(following-7, the-6)
pobj(with-5, following-7)
punct(bloomed-3, :-8)

root(ROOT-0, Query-1)
punct(Query-1, :-2)
dep(Query-1, preceding-3)

dep(adj-3, 1-1)
punct(1-1, -RRB--2)
root(ROOT-0, adj-3)
dep(adj-3, being-4)
advmod(being-4, before-5)
advmod(in-7, especially-6)
prep(before-5, in-7)
pobj(in-7, time-8)
cc(time-8, or-9)
conj(time-8, arrangement-10)

expl(were-2, There-1)
root(ROOT-0, were-2)
advmod(were-2, also-3)
det(parts-6, some-4)
amod(parts-6, other-5)
nsubj(were-2, parts-6)
prep(parts-6, of-7)
pobj(of-7, speech-8)
punct(parts-6, :-9)
num(definition-11, one-10)
conj(parts-6, definition-11)
prep(definition-11, for-12)
det(preposition-14, the-13)
pobj(for-12, preposition-14)
cc(parts-6, and-15)
conj(parts-6, three-16)
prep(three-16, for-17)
det(senses-23, the-18)
nn(senses-23, verb-19)
punct(senses-23, -LRB--20)
amod(senses-23, participial-21)
punct(senses-23, -RRB--22)
pobj(for-17, senses-23)
punct(were-2, .-24)

nsubj(called-2, I-1)
root(ROOT-0, called-2)
prt(called-2, up-3)
det(synonyms-5, the-4)
dobj(called-2, synonyms-5)
prep(synonyms-5, for-6)
det(adj-8, the-7)
pobj(for-6, adj-8)
cc(called-2, and-9)
det(following-11, the-10)
nsubj(appeared-12, following-11)
conj(called-2, appeared-12)
punct(called-2, :-13)

root(ROOT-0, Synonyms-1)
punct(Synonyms-1, :-2)
amod(prior-17, antecedent-3)
punct(prior-17, ,-4)
amod(prior-17, anterior-5)
punct(prior-17, ,-6)
amod(prior-17, foregoing-7)
punct(prior-17, ,-8)
amod(prior-17, former-9)
punct(prior-17, ,-10)
amod(prior-17, past-11)
punct(prior-17, ,-12)
amod(prior-17, precedent-13)
punct(prior-17, ,-14)
amod(prior-17, previous-15)
punct(prior-17, ,-16)
dep(Synonyms-1, prior-17)

det(way-2, The-1)
nsubj(this-7, way-2)
det(program-4, the-3)
nsubj(works-5, program-4)
rcmod(way-2, works-5)
cop(this-7, is-6)
root(ROOT-0, this-7)
punct(this-7, :-8)
nsubj(uses-10, one-9)
dep(this-7, uses-10)
det(cursor-12, the-11)
dobj(uses-10, cursor-12)
aux(highlight-14, to-13)
vmod(uses-10, highlight-14)
det(word-17, a-15)
amod(word-17, particular-16)
dobj(highlight-14, word-17)
prep(desired-22, for-18)
pobj(for-18, which-19)
nsubjpass(desired-22, synonyms-20)
auxpass(desired-22, are-21)
rcmod(word-17, desired-22)
punct(this-7, .-23)

nsubj(similar-3, It-1)
cop(similar-3, is-2)
root(ROOT-0, similar-3)
punct(similar-3, ,-4)
prep(similar-3, in-5)
pobj(in-5, principle-6)
punct(similar-3, ,-7)
prep(similar-3, to-8)
pcomp(to-8, finding-9)
det(synonym-11, a-10)
dobj(finding-9, synonym-11)
prep(finding-9, in-12)
det(dictionary-15, a-13)
nn(dictionary-15, synonym-14)
pobj(in-12, dictionary-15)
cc(finding-9, and-16)
advmod(looking-18, then-17)
conj(finding-9, looking-18)
prt(looking-18, up-19)
poss(synonyms-21, its-20)
dobj(looking-18, synonyms-21)
aux(find-23, to-22)
vmod(looking-18, find-23)
dobj(find-23, them-24)
punct(similar-3, .-25)

nsubj(sure-4, I-1)
cop(sure-4, am-2)
neg(sure-4, not-3)
root(ROOT-0, sure-4)
dep(sure-4, why-5)
punct(sure-4, ,-6)
cc(sure-4, but-7)
nsubj(expected-9, I-8)
conj(sure-4, expected-9)
det(program-11, the-10)
dobj(expected-9, program-11)
aux(network-14, to-12)
punct(network-14, “-13)
xcomp(expected-9, network-14)
punct(network-14, ”-15)
prep(network-14, in-16)
det(way-19, the-17)
amod(way-19, same-18)
pobj(in-16, way-19)
punct(sure-4, .-20)

advmod(list-16, However-1)
punct(list-16, ,-2)
advmod(highlighted-5, when-3)
nsubj(highlighted-5, I-4)
advcl(list-16, highlighted-5)
dobj(highlighted-5, antecedent-6)
punct(list-16, ,-7)
nsubj(appeared-9, what-8)
csubj(list-16, appeared-9)
prep(appeared-9, on-10)
det(screen-12, the-11)
pobj(on-10, screen-12)
cop(list-16, was-13)
det(list-16, the-14)
amod(list-16, same-15)
root(ROOT-0, list-16)
prep(list-16, of-17)
pobj(of-17, synonyms-18)
dep(list-16, but-19)
prep(but-19, with-20)
nsubj(missing-22, antecedent-21)
pcomp(with-20, missing-22)
punct(but-19, ,-23)
cc(but-19, and-24)
nsubj(reappeared-27, preceding-25)
aux(reappeared-27, had-26)
dep(but-19, reappeared-27)
punct(list-16, .-28)

mark(complicated-6, If-1)
predet(this-3, all-2)
nsubj(complicated-6, this-3)
cop(complicated-6, is-4)
advmod(complicated-6, too-5)
advcl(let-10, complicated-6)
aux(follow-8, to-7)
ccomp(complicated-6, follow-8)
punct(let-10, ,-9)
root(ROOT-0, let-10)
nsubj(summarize-12, me-11)
ccomp(let-10, summarize-12)
punct(let-10, :-13)

nsubj(look-2, you-1)
root(ROOT-0, look-2)
prt(look-2, up-3)
nn(X-5, word-4)
dobj(look-2, X-5)
cc(look-2, and-6)
conj(look-2, get-7)
nn(A-9, synonyms-8)
dobj(get-7, A-9)
punct(A-9, ,-10)
conj(A-9, B-11)
punct(A-9, ,-12)
conj(A-9, C-13)
punct(A-9, ,-14)
conj(A-9, D-15)
punct(A-9, ,-16)
conj(A-9, E-17)
punct(A-9, ,-18)
conj(A-9, F-19)
punct(A-9, ,-20)
cc(A-9, and-21)
conj(A-9, G-22)
punct(look-2, .-23)

nsubj(look-2, You-1)
root(ROOT-0, look-2)
prt(look-2, up-3)
det(synonyms-5, the-4)
dobj(look-2, synonyms-5)
prep(synonyms-5, for-6)
nn(A-8, word-7)
pobj(for-6, A-8)
punct(look-2, ,-9)
cc(look-2, and-10)
nsubj(get-12, you-11)
conj(look-2, get-12)
nn(X-14, synonyms-13)
dobj(get-12, X-14)
punct(X-14, ,-15)
conj(X-14, B-16)
punct(X-14, ,-17)
conj(X-14, C-18)
punct(X-14, ,-19)
conj(X-14, D-20)
punct(X-14, ,-21)
conj(X-14, E-22)
punct(X-14, ,-23)
conj(X-14, F-24)
punct(X-14, ,-25)
cc(X-14, and-26)
conj(X-14, G-27)
punct(look-2, .-28)

advmod(definition-3, Even-1)
det(definition-3, the-2)
nsubj(identical-9, definition-3)
vmod(definition-3, provided-4)
prep(provided-4, for-5)
det(sub-listings-7, the-6)
pobj(for-5, sub-listings-7)
cop(identical-9, is-8)
root(ROOT-0, identical-9)
prep(identical-9, in-10)
pobj(in-10, wording-11)
prep(identical-9, to-12)
pobj(to-12, that-13)
prep(that-13, of-14)
det(word-16, the-15)
pobj(of-14, word-16)
advmod(sought-18, originally-17)
vmod(word-16, sought-18)
punct(identical-9, .-19)

nsubj(economical-4, This-1)
cop(economical-4, is-2)
advmod(economical-4, very-3)
root(ROOT-0, economical-4)
prep(economical-4, of-5)
pobj(of-5, space-6)
cc(economical-4, and-7)
conj(economical-4, involves-8)
det(ploy-12, a-9)
amod(ploy-12, clever-10)
nn(ploy-12, computer-11)
dobj(involves-8, ploy-12)
punct(economical-4, ,-13)
cc(economical-4, but-14)
nsubj(provide-18, it-15)
aux(provide-18, does-16)
neg(provide-18, not-17)
conj(economical-4, provide-18)
det(dictionary-23, a-19)
advmod(useful-21, particularly-20)
amod(dictionary-23, useful-21)
nn(dictionary-23, synonym-22)
dobj(provide-18, dictionary-23)
punct(provide-18, ,-24)
mark(yield-37, for-25)
punct(yield-37, ,-26)
mark(know-30, as-27)
nsubj(know-30, we-28)
det(we-28, all-29)
advcl(yield-37, know-30)
punct(yield-37, ,-31)
nsubj(yield-37, synonymy-32)
prep(synonymy-32, in-33)
pobj(in-33, language-34)
aux(yield-37, does-35)
neg(yield-37, not-36)
advcl(provide-18, yield-37)
prep(yield-37, to-38)
det(law-41, the-39)
amod(law-41, commutative-40)
pobj(to-38, law-41)
prep(law-41, of-42)
pobj(of-42, mathematics-43)
punct(yield-37, ;-44)
prep(equal-60, in-45)
pobj(in-45, language-46)
punct(equal-60, ,-47)
punct(equal-60, “-48)
nsubj(equal-60, Things-49)
amod(Things-49, equal-50)
prep(equal-50, to-51)
det(thing-54, the-52)
amod(thing-54, same-53)
pobj(to-51, thing-54)
cop(equal-60, are-55)
neg(equal-60, not-56)
punct(equal-60, -LRB--57)
advmod(equal-60, necessarily-58)
punct(equal-60, -RRB--59)
parataxis(yield-37, equal-60)
prep(equal-60, to-61)
det(other-63, each-62)
pobj(to-61, other-63)
punct(economical-4, .-64)
punct(economical-4, ”-65)

advmod(thought-5, Perhaps-1)
det(people-4, the-2)
nn(people-4, Proximity-3)
nsubj(thought-5, people-4)
root(ROOT-0, thought-5)
mark(got-9, that-6)
nsubj(got-9, they-7)
aux(got-9, had-8)
ccomp(thought-5, got-9)
prep(got-9, round-10)
det(problem-13, that-11)
amod(problem-13, little-12)
pobj(round-10, problem-13)
prep(got-9, by-14)
pcomp(by-14, giving-15)
det(definition-18, the-16)
amod(definition-18, same-17)
dobj(giving-15, definition-18)
prep(definition-18, for-19)
pobj(for-19, each-20)
prep(each-20, of-21)
det(items-23, the-22)
pobj(of-21, items-23)
prep(items-23, in-24)
det(list-26, the-25)
pobj(in-24, list-26)
punct(thought-5, ;-27)
cc(thought-5, but-28)
nsubj(know-30, we-29)
conj(thought-5, know-30)
mark(bi-unique-38, that-31)
advmod(rarely-34, only-32)
advmod(rarely-34, very-33)
advmod(bi-unique-38, rarely-34)
cop(bi-unique-38, are-35)
num(synonyms-37, two-36)
nsubj(bi-unique-38, synonyms-37)
dep(know-30, bi-unique-38)
punct(bi-unique-38, -LRB--39)
nsubj(way-43, which-40)
cop(way-43, is-41)
det(way-43, another-42)
dep(bi-unique-38, way-43)
prep(way-43, of-44)
pcomp(of-44, saying-45)
mark(equal-57, that-46)
mark(=-49, if-47)
nsubj(=-49, A-48)
advcl(equal-57, =-49)
dobj(=-49, B-50)
punct(equal-57, ,-51)
nsubj(equal-57, B-52)
aux(equal-57, does-53)
neg(equal-57, not-54)
advmod(equal-57, necessarily-55)
advmod(equal-57, always-56)
ccomp(saying-45, equal-57)
dobj(equal-57, A-58)
punct(equal-57, -RRB--59)
det(fact-62, an-60)
amod(fact-62, ineluctable-61)
npadvmod(equal-57, fact-62)
prep(fact-62, of-63)
pobj(of-63, language-64)
punct(thought-5, .-65)

mark(likely-11, If-1)
det(access-5, a-2)
advmod(limited-4, relatively-3)
amod(access-5, limited-4)
nsubj(likely-11, access-5)
prep(access-5, to-6)
det(dictionary-9, a-7)
nn(dictionary-9, synonym-8)
pobj(to-6, dictionary-9)
cop(likely-11, is-10)
advcl(be-21, likely-11)
aux(be-13, to-12)
xcomp(likely-11, be-13)
prep(be-13, of-14)
pobj(of-14, use-15)
punct(be-21, ,-16)
advmod(package-19, then-17)
det(package-19, this-18)
nsubj(be-21, package-19)
aux(be-21, may-20)
root(ROOT-0, be-21)
prep(be-21, of-22)
pobj(of-22, service-23)
punct(be-21, .-24)

nsubj(works-2, It-1)
root(ROOT-0, works-2)
prep(works-2, with-3)
det(disk-6, a-4)
amod(disk-6, hard-5)
pobj(with-3, disk-6)
cc(with-3, or-7)
conj(with-3, with-8)
det(set-10, a-9)
pobj(with-8, set-10)
prep(set-10, of-11)
pobj(of-11, floppies-12)
cc(works-2, and-13)
aux(used-16, can-14)
auxpass(used-16, be-15)
conj(works-2, used-16)
prep(used-16, with-17)
num(programs-23, 29-18)
amod(programs-23, popular-19)
dep(processing-22, word-20)
punct(processing-22, --21)
amod(programs-23, processing-22)
pobj(with-17, programs-23)
punct(works-2, .-24)

punct(number-5, -LRB--1)
nsubj(number-5, That-2)
cop(number-5, was-3)
det(number-5, the-4)
root(ROOT-0, number-5)
vmod(number-5, listed-6)
advmod(received-9, when-7)
nsubj(received-9, I-8)
advcl(number-5, received-9)
poss(copy-11, my-10)
dobj(received-9, copy-11)
punct(number-5, ;-12)
nsubj(increased-16, it-13)
aux(increased-16, might-14)
aux(increased-16, have-15)
parataxis(number-5, increased-16)
punct(number-5, .-17)
punct(number-5, -RRB--18)

nsubj(has-3, It-1)
advmod(has-3, also-2)
root(ROOT-0, has-3)
quantmod(few-5, a-4)
num(features-7, few-5)
amod(features-7, neat-6)
dobj(has-3, features-7)
punct(features-7, ,-8)
prep(features-7, like-9)
pcomp(like-9, suggesting-10)
quantmod(few-12, a-11)
num(alternatives-13, few-12)
dobj(suggesting-10, alternatives-13)
mark(happen-16, if-14)
nsubj(happen-16, you-15)
advcl(suggesting-10, happen-16)
aux(think-18, to-17)
xcomp(happen-16, think-18)
mark(spelt-22, that-19)
nsubjpass(spelt-22, preceding-20)
auxpass(spelt-22, is-21)
ccomp(think-18, spelt-22)
punct(spelt-22, “-23)
dobj(spelt-22, preceeding-24)
punct(spelt-22, ”-25)
punct(think-18, -LRB--26)
mark(do-30, as-27)
amod(people-29, many-28)
nsubj(do-30, people-29)
advcl(think-18, do-30)
punct(think-18, -RRB--31)
punct(has-3, .-32)

nsubj(has-2, It-1)
root(ROOT-0, has-2)
det(feature-8, a-3)
amod(feature-8, useful-4)
punct(feature-8, “-5)
nn(feature-8, Help-6)
punct(feature-8, ”-7)
dobj(has-2, feature-8)
nsubjpass(called-12, that-9)
aux(called-12, can-10)
auxpass(called-12, be-11)
rcmod(feature-8, called-12)
prep(called-12, upon-13)
prep(called-12, at-14)
det(stage-16, any-15)
pobj(at-14, stage-16)
punct(has-2, .-17)

advmod(get-9, Also-1)
punct(get-9, ,-2)
mark(enter-5, if-3)
nsubj(enter-5, you-4)
advcl(get-9, enter-5)
dobj(enter-5, jump-6)
punct(get-9, ,-7)
nsubj(get-9, you-8)
root(ROOT-0, get-9)
det(synonyms-11, the-10)
dobj(get-9, synonyms-11)
prep(synonyms-11, for-12)
pobj(for-12, that-13)
punct(get-9, ;-14)
