advmod(Go-3, Where-1)
amod(fishermen-8, friendly-7)
poss(island-10, fishermen-8)
possessive(fishermen-8, RSQUOs-9)
pobj(to-5, island-10)
prep(island-10, of-11)
nn(Mun-13, Tap-12)
pobj(of-11, Mun-13)
punct(island-10, ,-14)
prep(island-10, in-15)
nn(Bay-17, Mirs-16)
pobj(in-15, Bay-17)
punct(go-3, ,-18)
prep(go-3, with-19)
pcomp(with-19, stops-20)
dep(stops-20, in-21)
amod(hamlets-23, remote-22)
pobj(in-21, hamlets-23)
prep(hamlets-23, of-24)
det(Peninsula-28, the-25)
nn(Kung-27, Sai-26)
nn(Peninsula-28, Kung-27)
pobj(of-24, Peninsula-28)
punct(go-3, .-29)

det(area-4, The-1)
nn(Kung-3, Sai-2)
nn(area-4, Kung-3)
nsubj(location-7, area-4)
cop(location-7, is-5)
det(location-7, the-6)
root(ROOT-0, location-7)
prep(location-7, of-8)
num(parks-11, two-9)
amod(parks-11, official-10)
pobj(of-8, parks-11)
cc(parks-11, and-12)
nn(preserves-14, nature-13)
conj(parks-11, preserves-14)
punct(location-7, ,-15)
dep(are-24, while-16)
prep(are-24, on-17)
det(side-20, the-18)
nn(side-20, south-19)
pobj(on-17, side-20)
prep(side-20, of-21)
det(peninsula-23, the-22)
pobj(of-21, peninsula-23)
advcl(location-7, are-24)
num(beaches-31, some-25)
quantmod(some-25, of-26)
det(territory-28, the-27)
poss(beaches-31, territory-28)
possessive(territory-28, RSQUOs-29)
amod(beaches-31, best-30)
nsubj(are-24, beaches-31)
punct(location-7, .-32)

prep(visible-18, From-1)
det(station-5, the-2)
amod(station-5, next-3)
nn(station-5, railway-4)
pobj(From-1, station-5)
punct(campus-9, ,-6)
det(campus-9, the-7)
amod(campus-9, modern-8)
nsubj(visible-18, campus-9)
prep(campus-9, of-10)
det(University-13, the-11)
nn(University-13, Chinese-12)
pobj(of-10, University-13)
prep(University-13, of-14)
nn(Kong-16, Hong-15)
pobj(of-14, Kong-16)
cop(visible-18, is-17)
root(ROOT-0, visible-18)
punct(visible-18, .-19)

nsubjpass(conducted-4, Teaching-1)
advmod(conducted-4, here-2)
auxpass(conducted-4, is-3)
root(ROOT-0, conducted-4)
prep(conducted-4, in-5)
preconj(Chinese-7, both-6)
pobj(in-5, Chinese-7)
cc(Chinese-7, and-8)
conj(Chinese-7, English-9)
punct(conducted-4, .-10)

det(Building-10, The-1)
nn(Gallery-3, Art-2)
nn(Building-10, Gallery-3)
prep(Gallery-3, in-4)
det(Institute-6, the-5)
pobj(in-4, Institute-6)
prep(Gallery-3, of-7)
nn(Studies-9, Chinese-8)
pobj(of-7, Studies-9)
nsubj(worth-12, Building-10)
cop(worth-12, is-11)
root(ROOT-0, worth-12)
det(visit-14, a-13)
dep(worth-12, visit-14)
prep(worth-12, for-15)
poss(collections-20, its-16)
nn(collections-20, painting-17)
cc(painting-17, and-18)
conj(painting-17, calligraphy-19)
pobj(for-15, collections-20)
punct(worth-12, .-21)

nn(Tin-2, Sha-1)
nsubj(site-5, Tin-2)
cop(site-5, is-3)
det(site-5, the-4)
root(ROOT-0, site-5)
prep(site-5, of-6)
det(Monastery-8, the-7)
pobj(of-6, Monastery-8)
prep(Monastery-8, of-9)
num(Buddhas-11, 10,000-10)
pobj(of-9, Buddhas-11)
punct(Monastery-8, ,-12)
nsubj(looks-14, which-13)
rcmod(Monastery-8, looks-14)
prep(looks-14, down-15)
pcomp(down-15, on-16)
det(town-19, a-17)
amod(town-19, burgeoning-18)
pobj(on-16, town-19)
punct(site-5, .-20)

expl(are-2, There-1)
root(ROOT-0, are-2)
num(steps-6, hundreds-3)
quantmod(hundreds-3, of-4)
nn(steps-6, stone-5)
nsubj(are-2, steps-6)
prep(are-2, in-7)
det(hillside-9, the-8)
pobj(in-7, hillside-9)
aux(walk-11, to-10)
xcomp(are-2, walk-11)
prep(walk-11, up-12)
mark(reach-15, before-13)
nsubj(reach-15, you-14)
advcl(are-2, reach-15)
nn(Fat-17, Man-16)
nn(Temple-18, Fat-17)
dobj(reach-15, Temple-18)
prep(reach-15, with-19)
poss(regiments-21, its-20)
nsubj(lining-28, regiments-21)
prep(regiments-21, of-22)
amod(statues-25, small-23)
amod(statues-25, gilt-24)
pobj(of-22, statues-25)
prep(statues-25, of-26)
pobj(of-26, Buddha-27)
pcomp(with-19, lining-28)
det(walls-30, the-29)
dobj(lining-28, walls-30)
punct(are-2, .-31)

det(climbers-3, Some-1)
amod(climbers-3, indefatigable-2)
nsubj(want-5, climbers-3)
aux(want-5, will-4)
root(ROOT-0, want-5)
aux(go-7, to-6)
xcomp(want-5, go-7)
prep(go-7, up-8)
pcomp(up-8, to-9)
det(top-11, the-10)
pobj(to-9, top-11)
prep(top-11, of-12)
det(pagoda-18, the-13)
num(story-16, nine-14)
punct(story-16, --15)
nn(pagoda-18, story-16)
amod(pagoda-18, pink-17)
pobj(of-12, pagoda-18)
prep(go-7, for-19)
det(view-22, a-20)
amod(view-22, panoramic-21)
pobj(for-19, view-22)
punct(want-5, .-23)

expl(is-2, There-1)
root(ROOT-0, is-2)
quantmod(total-4, a-3)
num(statues-8, total-4)
quantmod(total-4, of-5)
number(total-4, 12,800-6)
nn(statues-8, Buddha-7)
nsubj(is-2, statues-8)
advmod(is-2, here-9)
punct(is-2, ,-10)
cc(remains-13, plus-11)
det(remains-13, the-12)
dep(is-2, remains-13)
prep(remains-13, of-14)
det(monastery-16, the-15)
poss(founder-18, monastery-16)
possessive(monastery-16, RSQUOs-17)
pobj(of-14, founder-18)
vmod(remains-13, embalmed-19)
prep(embalmed-19, in-20)
nn(leaf-22, gold-21)
pobj(in-20, leaf-22)
punct(is-2, .-23)

advmod(is-3, Also-1)
advmod(is-3, here-2)
root(ROOT-0, is-3)
det(Museum-7, the-4)
nn(Museum-7, Hongkong-5)
nn(Museum-7, Heritage-6)
nsubj(is-3, Museum-7)
dep(is-3, call-8)
dobj(call-8, Tel.-9)
number(8188-11, 2180-10)
num(Tel.-9, 8188-11)
prep(call-8, for-12)
amod(hours-14, open-13)
pobj(for-12, hours-14)
punct(is-3, .-15)

det(museum-2, The-1)
nsubj(has-3, museum-2)
root(ROOT-0, has-3)
det(collection-6, an-4)
nn(collection-6, art-5)
dobj(has-3, collection-6)
punct(collection-6, ,-7)
cc(collection-6, and-8)
conj(collection-6, displays-9)
prep(displays-9, of-10)
pobj(of-10, toys-11)
cc(toys-11, and-12)
amod(artifacts-14, other-13)
conj(toys-11, artifacts-14)
punct(has-3, .-15)

dep(earth-3, Down-1)
dep(earth-3, to-2)
ccomp(accommodate-10, earth-3)
punct(accommodate-10, ,-4)
det(Racecourse-8, the-5)
nn(Tin-7, Sha-6)
nn(Racecourse-8, Tin-7)
nsubj(accommodate-10, Racecourse-8)
aux(accommodate-10, can-9)
root(ROOT-0, accommodate-10)
quantmod(80,000-12, over-11)
num(spectators-13, 80,000-12)
dobj(accommodate-10, spectators-13)
cc(accommodate-10, and-14)
auxpass(equipped-16, is-15)
conj(accommodate-10, equipped-16)
prep(equipped-16, with-17)
det(luxury-20, every-18)
amod(luxury-20, imaginable-19)
pobj(with-17, luxury-20)
punct(luxury-20, ,-21)
prep(luxury-20, including-22)
det(screen-26, a-23)
amod(screen-26, giant-24)
nn(screen-26, video-25)
pobj(including-22, screen-26)
vmod(screen-26, facing-27)
det(stands-29, the-28)
dobj(facing-27, stands-29)
punct(luxury-20, ,-30)
cc(luxury-20, and-31)
prep(stables-39, for-32)
det(horses-34, the-33)
pobj(for-32, horses-34)
punct(stables-39, ,-35)
dep(conditioned-38, air-36)
punct(conditioned-38, --37)
amod(stables-39, conditioned-38)
conj(luxury-20, stables-39)
punct(accommodate-10, .-40)

prep(features-11, Opposite-1)
det(station-6, the-2)
nn(Tin-4, Sha-3)
nn(station-6, Tin-4)
nn(station-6, railway-5)
pobj(Opposite-1, station-6)
punct(features-11, ,-7)
nn(Plaza-10, New-8)
nn(Plaza-10, Town-9)
nsubj(features-11, Plaza-10)
root(ROOT-0, features-11)
dobj(features-11, shops-12)
punct(shops-12, ,-13)
conj(shops-12, cinemas-14)
punct(shops-12, ,-15)
cc(shops-12, and-16)
advmod(fountain-23, even-17)
det(fountain-23, a-18)
dep(controlled-21, computer-19)
punct(controlled-21, --20)
amod(fountain-23, controlled-21)
amod(fountain-23, musical-22)
conj(shops-12, fountain-23)
punct(features-11, .-24)

num(formations-4, Two-1)
amod(formations-4, natural-2)
nn(formations-4, rock-3)
nsubjpass(pointed-7, formations-4)
auxpass(pointed-7, are-5)
advmod(pointed-7, always-6)
root(ROOT-0, pointed-7)
prt(pointed-7, out-8)
prep(pointed-7, on-9)
pobj(on-9, excursions-10)
punct(pointed-7, .-11)

nn(Tin-2, Sha-1)
nn(Rock-3, Tin-2)
nsubj(pile-14, Rock-3)
punct(Rock-3, ,-4)
advmod(known-6, better-5)
vmod(Rock-3, known-6)
prep(known-6, as-7)
nn(Rock-9, Amah-8)
pobj(as-7, Rock-9)
punct(pile-14, ,-10)
cop(pile-14, is-11)
advmod(pile-14, actually-12)
det(pile-14, a-13)
root(ROOT-0, pile-14)
prep(pile-14, of-15)
amod(rocks-17, several-16)
pobj(of-15, rocks-17)
nsubj(resemble-19, that-18)
rcmod(rocks-17, resemble-19)
det(woman-21, a-20)
xcomp(resemble-19, woman-21)
prep(resemble-19, with-22)
det(baby-24, a-23)
pcomp(with-22, baby-24)
dep(baby-24, in-25)
det(sling-27, a-26)
pobj(in-25, sling-27)
dep(baby-24, on-28)
poss(back-30, her-29)
pobj(on-28, back-30)
punct(pile-14, .-31)

nsubj(has-2, Legend-1)
root(ROOT-0, has-2)
dobj(has-2, it-3)
mark(climbed-8, that-4)
det(woman-7, a-5)
amod(woman-7, local-6)
nsubj(climbed-8, woman-7)
ccomp(has-2, climbed-8)
det(hill-10, the-9)
dobj(climbed-8, hill-10)
det(day-12, every-11)
tmod(climbed-8, day-12)
aux(watch-14, to-13)
vmod(climbed-8, watch-14)
prep(watch-14, for-15)
poss(husband-17, her-16)
nsubj(returning-18, husband-17)
pcomp(for-15, returning-18)
prep(returning-18, from-19)
pcomp(from-19, across-20)
det(sea-22, the-21)
pobj(across-20, sea-22)
punct(climbed-8, ;-23)
num(day-25, one-24)
tmod(turned-32, day-25)
det(wife-27, the-26)
nsubjpass(turned-32, wife-27)
cc(wife-27, and-28)
poss(child-30, her-29)
conj(wife-27, child-30)
auxpass(turned-32, were-31)
parataxis(climbed-8, turned-32)
prep(turned-32, to-33)
pobj(to-33, stone-34)
prep(turned-32, as-35)
det(symbol-38, a-36)
amod(symbol-38, permanent-37)
pobj(as-35, symbol-38)
prep(symbol-38, of-39)
poss(faith-42, her-40)
amod(faith-42, enduring-41)
pobj(of-39, faith-42)
punct(has-2, .-43)

advmod(is-4, Closer-1)
prep(Closer-1, to-2)
pobj(to-2, town-3)
root(ROOT-0, is-4)
nn(Rock-6, Lion-5)
nsubj(is-4, Rock-6)
punct(Rock-6, ,-7)
vmod(Rock-6, shaped-8)
mark(lying-12, like-9)
det(lion-11, a-10)
nsubj(lying-12, lion-11)
advcl(shaped-8, lying-12)
prep(lying-12, in-13)
pobj(in-13, wait-14)
punct(is-4, .-15)

nsubj(looks-3, It-1)
advmod(looks-3, really-2)
root(ROOT-0, looks-3)
det(part-5, the-4)
dobj(looks-3, part-5)
punct(looks-3, ;-6)
det(tourists-8, the-7)
nsubj(know-9, tourists-8)
parataxis(looks-3, know-9)
poss(name-11, its-10)
dobj(know-9, name-11)
advmod(translate-17, even-12)
mark(translate-17, before-13)
det(guide-15, the-14)
nsubj(translate-17, guide-15)
aux(translate-17, can-16)
advcl(know-9, translate-17)
dobj(translate-17, it-18)
punct(looks-3, .-19)

det(Islands-2, The-1)
root(ROOT-0, Islands-2)

nn(companies-2, Excursion-1)
nsubj(sell-3, companies-2)
root(ROOT-0, sell-3)
det(variety-5, a-4)
dobj(sell-3, variety-5)
prep(variety-5, of-6)
nn(cruises-8, orientation-7)
pobj(of-6, cruises-8)
prep(cruises-8, of-9)
nn(Kong-11, Hong-10)
nn(harbor-12, Kong-11)
pobj(of-9, harbor-12)
nsubj(include-14, that-13)
rcmod(cruises-8, include-14)
det(look-16, a-15)
dobj(include-14, look-16)
prep(look-16, at-17)
pobj(at-17, some-18)
prep(some-18, of-19)
poss(islands-23, its-20)
num(islands-23, 235-21)
amod(islands-23, outlying-22)
pobj(of-19, islands-23)
punct(sell-3, .-24)

det(outings-7, These-1)
amod(outings-7, pleasant-2)
punct(pleasant-2, ,-3)
cc(pleasant-2, but-4)
conj(pleasant-2, expensive-5)
punct(outings-7, ,-6)
nsubj(lay-9, outings-7)
aux(lay-9, can-8)
root(ROOT-0, lay-9)
det(foundation-11, the-10)
dobj(lay-9, foundation-11)
prep(foundation-11, for-12)
poss(explorations-15, your-13)
amod(explorations-15, own-14)
pobj(for-12, explorations-15)
prep(explorations-15, aboard-16)
det(ferries-22, the-17)
amod(ferries-22, cheap-18)
cc(cheap-18, but-19)
advmod(comfortable-21, usually-20)
conj(cheap-18, comfortable-21)
pobj(aboard-16, ferries-22)
vmod(ferries-22, used-23)
prep(used-23, by-24)
det(islanders-26, the-25)
pobj(by-24, islanders-26)
npadvmod(islanders-26, themselves-27)
punct(lay-9, .-28)

prep(escape-11, From-1)
det(terminals-4, the-2)
nn(terminals-4, ferry-3)
pobj(From-1, terminals-4)
prep(terminals-4, on-5)
nn(Kong-7, Hong-6)
nn(Island-8, Kong-7)
pobj(on-5, Island-8)
nsubj(escape-11, you-9)
aux(escape-11, can-10)
root(ROOT-0, escape-11)
prep(escape-11, to-12)
pobj(to-12, islands-13)
prep(islands-13, without-14)
pobj(without-14, cars-15)
cc(cars-15, or-16)
conj(cars-15, cares-17)
punct(islands-13, ,-18)
advmod(smile-23, where-19)
det(people-22, the-20)
amod(people-22, local-21)
nsubj(smile-23, people-22)
rcmod(islands-13, smile-23)
dep(smile-23, "-24)
discourse(smile-23, hello-25)
dep(smile-23, "-26)
cc(smile-23, and-27)
punct(smile-23, ,-28)
mark(RSQUOre-31, if-29)
nsubj(RSQUOre-31, you-30)
advcl(smile-23, RSQUOre-31)
acomp(RSQUOre-31, lucky-32)
punct(smile-23, ,-33)
dep(smile-23, point-34)
dobj(point-34, you-35)
prep(point-34, to-36)
det(beach-39, a-37)
amod(beach-39, secret-38)
pobj(to-36, beach-39)
prep(beach-39, for-40)
det(ultimate-42, the-41)
pobj(for-40, ultimate-42)
prep(ultimate-42, in-43)
amod(time-46, quality-44)
nn(time-46, leisure-45)
pobj(in-43, time-46)
punct(escape-11, .-47)

mark(call-5, For-1)
nn(information-3, ferry-2)
nsubj(call-5, information-3)
punct(call-5, ,-4)
root(ROOT-0, call-5)
dobj(call-5, Tel.-6)
num(Tel.-6, 2542-7)
num(Tel.-6, 3081-8)
cc(3081-8, or-9)
num(1108-11, 2525-10)
conj(3081-8, 1108-11)
punct(call-5, .-12)

nn(Island-2, Lantau-1)
root(ROOT-0, Island-2)

det(island-3, The-1)
amod(island-3, mountainous-2)
nsubj(biggest-8, island-3)
prep(island-3, of-4)
pobj(of-4, Lantau-5)
cop(biggest-8, is-6)
det(biggest-8, the-7)
root(ROOT-0, biggest-8)
prep(biggest-8, in-9)
det(colony-11, the-10)
pobj(in-9, colony-11)
punct(biggest-8, ,-12)
cc(biggest-8, and-13)
conj(biggest-8, covers-14)
quantmod(twice-16, nearly-15)
num(area-18, twice-16)
det(area-18, the-17)
dobj(covers-14, area-18)
prep(area-18, of-19)
nn(Kong-21, Hong-20)
nn(Island-22, Kong-21)
pobj(of-19, Island-22)
punct(biggest-8, .-23)

nn(Kok-3, Chek-1)
nn(Kok-3, Lap-2)
nn(airport-4, Kok-3)
nsubj(sits-5, airport-4)
root(ROOT-0, sits-5)
prep(sits-5, on-6)
amod(land-8, reclaimed-7)
pobj(on-6, land-8)
advmod(off-10, just-9)
prep(sits-5, off-10)
pobj(off-10, Lantau-11)
punct(sits-5, ;-12)
nsubj(change-19, plans-13)
aux(build-15, to-14)
vmod(plans-13, build-15)
det(bridge-17, a-16)
dobj(build-15, bridge-17)
aux(change-19, may-18)
ccomp(sits-5, change-19)
dobj(change-19, Lantau-20)
punct(sits-5, ,-21)
cc(sits-5, but-22)
prep(populated-28, at-23)
pobj(at-23, present-24)
nsubjpass(populated-28, it-25)
auxpass(populated-28, is-26)
advmod(populated-28, sparsely-27)
conj(sits-5, populated-28)
cc(populated-28, and-29)
conj(populated-28, makes-30)
det(getaway-33, a-31)
amod(getaway-33, perfect-32)
dobj(makes-30, getaway-33)
punct(sits-5, .-34)

prep(high-10, At-1)
num(m-3, 934-2)
pobj(At-1, m-3)
num(ft-5, 3,064-4)
dep(m-3, ft-5)
punct(high-10, ,-6)
nn(Peak-8, Lantau-7)
nsubj(high-10, Peak-8)
cop(high-10, is-9)
root(ROOT-0, high-10)
advmod(high-10, enough-11)
aux(attract-13, to-12)
xcomp(high-10, attract-13)
det(cloud-17, the-14)
amod(cloud-17, occasional-15)
nn(cloud-17, rain-16)
dobj(attract-13, cloud-17)
punct(high-10, ?-18)
advmod(cool-20, refreshingly-19)
amod(breezes-21, cool-20)
nsubj(blow-22, breezes-21)
parataxis(high-10, blow-22)
prep(blow-22, on-23)
advmod(days-27, most-24)
amod(days-27, hot-25)
nn(days-27, summer-26)
pobj(on-23, days-27)
punct(high-10, .-28)

nsubj(see-22, More-1)
mark(parkland-7, than-2)
predet(island-5, half-3)
det(island-5, the-4)
nsubj(parkland-7, island-5)
cop(parkland-7, is-6)
dep(More-1, parkland-7)
punct(parkland-7, ,-8)
cc(parkland-7, and-9)
expl(is-11, there-10)
conj(parkland-7, is-11)
det(trail-21, a-12)
num(km-15, 70-13)
punct(km-15, --14)
nn(trail-21, km-15)
num(mile-18, 45-16)
punct(mile-18, --17)
nn(trail-21, mile-18)
amod(trail-21, circular-19)
nn(trail-21, hiking-20)
nsubj(is-11, trail-21)
root(ROOT-0, see-22)
dobj(see-22, page-23)
num(page-23, 92-24)
punct(see-22, .-25)

nsubj(depart-2, Ferries-1)
root(ROOT-0, depart-2)
prep(depart-2, from-3)
pobj(from-3, Central-4)
det(hours-7, every-5)
num(hours-7, two-6)
tmod(depart-2, hours-7)
prep(depart-2, between-8)
pobj(between-8, 6:10-9)
dep(6:10-9, am-10)
cc(6:10-9, and-11)
conj(6:10-9, 10:30-12)
dep(10:30-12, pm-13)
prep(depart-2, to-14)
nn(Bay-16, Silvermine-15)
pobj(to-14, Bay-16)
nn(Wo-18, Mui-17)
dep(Bay-16, Wo-18)
punct(Bay-16, ,-19)
advmod(has-24, where-20)
det(terminal-23, a-21)
nn(terminal-23, bus-22)
nsubj(has-24, terminal-23)
rcmod(Bay-16, has-24)
dobj(has-24, buses-25)
prep(buses-25, to-26)
det(parts-28, all-27)
pobj(to-26, parts-28)
prep(parts-28, of-29)
det(island-31, the-30)
pobj(of-29, island-31)
punct(depart-2, .-32)

expl(are-2, There-1)
root(ROOT-0, are-2)
advmod(are-2, also-3)
nsubj(are-2, ferries-4)
prep(ferries-4, to-5)
nn(Bay-7, Discovery-6)
pobj(to-5, Bay-7)
punct(are-2, .-8)

det(ride-4, A-1)
amod(ride-4, short-2)
nn(ride-4, bus-3)
npadvmod(away-5, ride-4)
advmod(is-6, away-5)
root(ROOT-0, is-6)
nn(Sha-8, Cheung-7)
nn(Beach-9, Sha-8)
dep(is-6, Beach-9)
punct(Beach-9, ,-10)
num(km-12, 3-11)
npadvmod(long-15, km-12)
num(miles-14, 2-13)
dep(km-12, miles-14)
rcmod(Beach-9, long-15)
punct(long-15, ,-16)
cc(long-15, and-17)
conj(long-15, popular-18)
prep(popular-18, for-19)
poss(sand-22, its-20)
amod(sand-22, white-21)
pobj(for-19, sand-22)
cc(sand-22, and-23)
amod(facilities-25, excellent-24)
conj(sand-22, facilities-25)
punct(is-6, .-26)

det(site-4, The-1)
advmod(famous-3, most-2)
amod(site-4, famous-3)
nsubj(statue-15, site-4)
prep(site-4, on-5)
det(island-7, the-6)
pobj(on-5, island-7)
cop(statue-15, is-8)
det(world-10, the-9)
poss(statue-15, world-10)
possessive(world-10, RSQUOs-11)
amod(statue-15, tallest-12)
amod(statue-15, seated-13)
nn(statue-15, bronze-14)
root(ROOT-0, statue-15)
prep(statue-15, of-16)
pobj(of-16, Buddha-17)
prep(statue-15, at-18)
num(m-20, 22-19)
pobj(at-18, m-20)
num(ft-22, 72.6-21)
dep(m-20, ft-22)
punct(statue-15, ,-23)
det(Buddha-26, the-24)
nn(Buddha-26, Tiantan-25)
appos(statue-15, Buddha-26)
dep(statue-15, see-27)
dobj(see-27, page-28)
num(page-28, 55-29)
punct(statue-15, .-30)

det(statue-2, The-1)
nsubj(are-7, statue-2)
cc(statue-2, and-3)
det(museum-6, a-4)
amod(museum-6, small-5)
conj(statue-2, museum-6)
root(ROOT-0, are-7)
prep(are-7, on-8)
det(peak-10, a-9)
pobj(on-8, peak-10)
punct(are-7, ,-11)
prep(are-7, up-12)
num(steps-14, 268-13)
pobj(up-12, steps-14)
punct(are-7, ,-15)
prep(are-7, above-16)
nn(Lin-18, Po-17)
nn(Monastery-19, Lin-18)
pobj(above-16, Monastery-19)
punct(are-7, .-20)

det(monastery-2, The-1)
nsubj(vegetarian-5, monastery-2)
cop(vegetarian-5, is-3)
advmod(vegetarian-5, strictly-4)
root(ROOT-0, vegetarian-5)
punct(vegetarian-5, ,-6)
cc(vegetarian-5, and-7)
nsubjpass(warned-10, visitors-8)
auxpass(warned-10, are-9)
conj(vegetarian-5, warned-10)
neg(bring-13, not-11)
aux(bring-13, to-12)
xcomp(warned-10, bring-13)
det(meat-15, any-14)
dobj(bring-13, meat-15)
prep(bring-13, with-16)
pobj(with-16, them-17)
punct(vegetarian-5, .-18)

nsubj(have-3, You-1)
aux(have-3, can-2)
root(ROOT-0, have-3)
det(lunch-7, a-4)
amod(lunch-7, delicious-5)
amod(lunch-7, vegetarian-6)
dobj(have-3, lunch-7)
advmod(have-3, here-8)
punct(have-3, .-9)

prep(enjoy-6, From-1)
det(monastery-3, the-2)
pobj(From-1, monastery-3)
punct(enjoy-6, ,-4)
nsubj(enjoy-6, hikers-5)
root(ROOT-0, enjoy-6)
det(trek-14, the-7)
num(hour-10, two-8)
punct(hour-10, --9)
nn(trek-14, hour-10)
amod(country-13, cross-11)
punct(country-13, --12)
nn(trek-14, country-13)
dobj(enjoy-6, trek-14)
prep(trek-14, down-15)
pcomp(down-15, to-16)
nn(Bay-18, Silvermine-17)
pobj(to-16, Bay-18)
punct(enjoy-6, ,-19)
cc(enjoy-6, but-20)
det(authorities-22, the-21)
nsubj(warned-24, authorities-22)
aux(warned-24, have-23)
conj(enjoy-6, warned-24)
dobj(warned-24, walkers-25)
aux(be-27, to-26)
vmod(warned-24, be-27)
prep(be-27, on-28)
det(lookout-30, the-29)
pobj(on-28, lookout-30)
prep(lookout-30, for-31)
pobj(for-31, snakes-32)
punct(snakes-32, ,-33)
nsubj(plentiful-37, which-34)
aux(plentiful-37, can-35)
cop(plentiful-37, be-36)
rcmod(snakes-32, plentiful-37)
prep(plentiful-37, in-38)
det(hinterland-41, the-39)
nn(hinterland-41, Lantau-40)
pobj(in-38, hinterland-41)
punct(plentiful-37, ,-42)
advmod(in-44, especially-43)
prep(plentiful-37, in-44)
pobj(in-44, summer-45)
punct(enjoy-6, .-46)

det(hillsides-2, The-1)
nsubj(site-9, hillsides-2)
nsubj(surround-4, that-3)
rcmod(hillsides-2, surround-4)
det(monastery-6, the-5)
dobj(surround-4, monastery-6)
cop(site-9, are-7)
det(site-9, the-8)
root(ROOT-0, site-9)
prep(site-9, of-10)
nn(Kong-12, Hong-11)
poss(plantation-16, Kong-12)
possessive(Kong-12, RSQUOs-13)
amod(plantation-16, only-14)
nn(plantation-16, tea-15)
pobj(of-10, plantation-16)
punct(site-9, .-17)

nsubj(welcome-3, Visitors-1)
cop(welcome-3, are-2)
root(ROOT-0, welcome-3)
aux(visit-5, to-4)
xcomp(welcome-3, visit-5)
det(hectare-9, the-6)
num(hectare-9, 24-7)
punct(hectare-9, --8)
dep(acre-12, hectare-9)
num(acre-12, 60-10)
punct(acre-12, --11)
nn(establishment-13, acre-12)
dobj(visit-5, establishment-13)
punct(welcome-3, ,-14)
cc(welcome-3, and-15)
aux(sample-17, may-16)
conj(welcome-3, sample-17)
det(product-20, the-18)
nn(product-20, end-19)
dobj(sample-17, product-20)
punct(product-20, ,-21)
nn(tea-23, Lantau-22)
appos(product-20, tea-23)
punct(welcome-3, .-24)

det(island-2, The-1)
poss(community-5, island-2)
possessive(island-2, RSQUOs-3)
amod(community-5, largest-4)
nsubj(O-8, community-5)
cop(O-8, is-6)
nn(O-8, Tai-7)
root(ROOT-0, O-8)
punct(O-8, .-9)

det(people-2, The-1)
nsubj(make-7, people-2)
prep(people-2, of-3)
det(village-6, this-4)
amod(village-6, picturesque-5)
pobj(of-3, village-6)
root(ROOT-0, make-7)
poss(living-9, their-8)
dobj(make-7, living-9)
prep(make-7, by-10)
pobj(by-10, fishing-11)
punct(fishing-11, ,-12)
nn(breeding-15, duck-13)
punct(breeding-15, --14)
conj(fishing-11, breeding-15)
punct(fishing-11, ,-16)
cc(fishing-11, and-17)
nn(processing-20, food-18)
punct(processing-20, --19)
conj(fishing-11, processing-20)
punct(make-7, .-21)

nsubj(live-5, Many-1)
prep(Many-1, of-2)
det(inhabitants-4, the-3)
pobj(of-2, inhabitants-4)
root(ROOT-0, live-5)
punct(live-5, ?-6)
prep(live-5, by-7)
pobj(by-7, choice-8)
punct(by-7, ,-9)
neg(by-7, not-10)
dep(by-7, necessarily-11)
