nsubj(break, he)
obl(do, moccasin)
punct(do, ?)
punct(do, ?)
root(ROOT, let)
amod(Knife, old)
obj(let, Knife)
xcomp(let, come)
compound:prt(come, up)
cc(kill, and)
conj(come, kill)
obj(kill, you)
cc(people, and)
nmod:poss(people, you)
conj(you, people)
punct(steer, ,)
cc(steer, or)
aux(steer, would)
nsubj(steer, you)
conj(let, steer)
obj(steer, he)
case(someone, on)
obl(steer, someone)
amod(someone, else)
punct(steer, '')
punct(let, ?)
punct(let, ?)
nsubj(shook, he)
root(ROOT, shook)
nmod:poss(head, he)
obj(shook, head)
punct(shook, .)
punct(shook, ``)
nsubj(do, Mr.)
flat(Mr., Manuel)
root(ROOT, do)
obj(do, that)
case(war, in)
det(war, the)
obl(do, war)
punct(do, .)
nsubj(why, that)
cop(why, be)
parataxis(do, why)
det(British, the)
nsubj(get, British)
advmod(get, never)
acl:relcl(why, get)
det(tribe, the)
obj(get, tribe)
mark(fight, to)
xcomp(get, fight)
case(King, for)
det(King, the)
obl(fight, King)
punct(whisper, .)
nsubj(whisper, Mr.)
flat(Mr., Manuel)
parataxis(do, whisper)
case(ear, in)
det(ear, the)
obl(whisper, ear)
case(Sioux, of)
det(Sioux, the)
nmod(ear, Sioux)
mark(comin, that)
det(Cheyennes, the)
nsubj:pass(comin, Cheyennes)
aux:pass(comin, be)
acl:relcl(ear, comin)
punct(comin, ')
mark(raid, to)
advcl(comin, raid)
punct(raid, ')
obj(raid, em)
case(horse, for)
nmod:poss(horse, they)
obl(raid, horse)
punct(do, .)
advmod(go, then)
nsubj(go, he)
root(ROOT, go)
advmod(go, on)
case(Cheyennes, to)
det(Cheyennes, the)
obl(go, Cheyennes)
cc(tell, and)
conj(go, tell)
obj(tell, they)
mark(go, that)
det(Sioux, the)
nsubj(go, Sioux)
aux(go, be)
ccomp(tell, go)
mark(move, to)
xcomp(go, move)
compound:prt(move, up)
punct(go, .)
nsubj(do, he)
root(ROOT, do)
obj(do, that)
case(Nations, with)
det:predet(Nations, all)
det(Nations, the)
obl(do, Nations)
punct(do, .)
discourse(fightin, Hell)
punct(fightin, ,)
nsubj(fightin, they)
cop(fightin, be)
root(ROOT, fightin)
punct(fightin, ')
det(other, each)
appos(fightin, other)
advmod(hard, so)
advmod(have, hard)
nsubj(have, they)
parataxis(fightin, have)
det(time, no)
obj(have, time)
case(anyone, for)
nmod(time, anyone)
amod(anyone, else)
punct(fightin, .)
det(Department, the)
compound(Department, War)
nsubj(write, Department)
root(ROOT, write)
obj(write, Mr.)
flat(Mr., Manuel)
det(letter, a)
obj(write, letter)
cc(say, and)
conj(write, say)
nsubj(hero, he)
cop(hero, be)
det(hero, a)
ccomp(say, hero)
punct(write, . )
nsubj(see, I)
root(ROOT, see)
det(letter, that)
obj(see, letter)
punct(see, .)
nsubj(carry, he)
root(ROOT, carry)
obj(carry, it)
case(wallet, in)
det(wallet, a)
amod(wallet, little)
obl(carry, wallet)
acl(wallet, make)
case(skin, of)
compound(skin, fish)
obl(make, skin)
punct(carry, '')
punct(carry, .)
punct(carry, ``)
cc(war, but)
nsubj(war, that)
cop(war, be)
root(ROOT, war)
punct(war, '')
punct(war, ,)
nsubj(say, I)
parataxis(war, say)
punct(war, .)
punct(war, ``)
expl(be, there)
root(ROOT, be)
det(war, no)
nsubj(be, war)
case(now, on)
obl(be, now)
punct(be, '')
punct(be, .)
punct(be, ``)
nsubj(wrong, you)
cop(wrong, be)
root(ROOT, wrong)
punct(wrong, ,)
vocative(wrong, Matt)
punct(wrong, .)
case(country, in)
det(country, this)
obl(be, country)
expl(be, there)
root(ROOT, be)
det(war, a)
nsubj(be, war)
case(time, on)
det(time, every)
nmod(war, time)
det(grass, the)
nsubj(turn, grass)
acl:relcl(time, turn)
xcomp(turn, green)
punct(be, .)
advmod(Nations, first)
nsubj(Nations, it)
cop(Nations, be)
det(Nations, the)
root(ROOT, Nations)
case(themselves, against)
nmod(Nations, themselves)
punct(Nations, ,)
advmod(they, then)
nsubj(they, it)
cop(they, be)
parataxis(Nations, they)
case(white, against)
det(white, the)
nmod(they, white)
punct(Nations, .)
cc(goin, and)
nsubj(goin, it)
cop(goin, be)
root(ROOT, goin)
punct(goin, ')
mark(go, to)
advcl(goin, go)
advmod(go, on)
case(year, like)
det(year, this)
obl(go, year)
case(year, after)
obl(go, year)
mark(take, until)
det(people, the)
amod(people, white)
nsubj(take, people)
advcl(go, take)
compound:prt(take, over)
det(land, this)
obj(take, land)
punct(take, '')
punct(goin, . )
nsubj(remember, I)
root(ROOT, remember)
aux:pass(tell, be)
xcomp(remember, tell)
nsubj(happen, it)
aux(happen, would)
ccomp(tell, happen)
advmod(fast, so)
amod(people, fast)
nsubj(think, people)
aux(think, would)
parataxis(happen, think)
nsubj(take, it)
ccomp(think, take)
obj(take, place)
advmod(take, overnight)
punct(remember, .)
punct(remember, ``)
nsubj(why, that)
cop(why, be)
root(ROOT, why)
det(company, this)
nsubj(important, company)
cop(important, be)
acl:relcl(why, important)
punct(why, .)
mark(get, once)
nsubj(get, we)
advcl(come, get)
case(mountain, over)
det(mountain, the)
obl(get, mountain)
nsubj(come, other)
aux(come, will)
root(ROOT, come)
advmod(come, along)
punct(come, .)
nsubj(why, that)
cop(why, be)
parataxis(come, why)
det(trust, the)
nsubj(want, trust)
aux(want, do)
advmod(want, not)
acl:relcl(why, want)
obj(want, we)
mark(make, to)
xcomp(want, make)
obj(make, it)
punct(come, .)
det(chamber, that)
compound(chamber, bastard)
root(ROOT, chamber)
punct(chamber, !)
punct(chamber, !)
punct(chamber, --)
amod(Knife, old)
nsubj(chief, Knife)
cop(chief, be)
advmod(chief, not)
det(chief, the)
amod(chief, only)
root(ROOT, chief)
nsubj(get, he)
aux(get, will)
acl:relcl(chief, get)
mark(do, to)
xcomp(get, do)
nmod:poss(work, he)
amod(work, dirty)
obj(do, work)
punct(chief, !)
punct(chief, !)
mark(get, before)
nsubj(get, we)
advcl(have, get)
obl(get, through)
nsubj(have, he)
aux(have, will)
root(ROOT, have)
det(hankerin, the)
compound(hankerin, Blackfeet)
obj(have, hankerin)
punct(hankerin, ')
case(hair, for)
nmod:poss(hair, we)
obl(have, hair)
cc(goods, and)
nmod:poss(goods, we)
conj(hair, goods)
punct(have, .)
discourse(go, well)
punct(go, ,)
csubj(go, talkin')
aux(go, be)
advmod(go, not)
root(ROOT, go)
mark(help, to)
advcl(go, help)
punct(let, --)
parataxis(go, let)
obj(let, 's)
xcomp(let, fort)
compound:prt(fort, up)
punct(let, '')
punct(let, !)
punct(let, !)
mark(dug, as)
nsubj(dug, I)
advcl(find, dug)
compound:prt(dug, in)
case(one, behind)
obl(dug, one)
case(bale, of)
det(bale, the)
nmod(one, bale)
nsubj(use, we)
aux(use, be)
acl:relcl(bale, use)
case(protection, as)
obl(use, protection)
punct(find, ,)
nsubj(find, I)
advmod(find, grudgingly)
root(ROOT, find)
obj(find, myself)
xcomp(find, agree)
case(logic, with)
nmod:poss(logic, Oso)
case(Oso, 's)
obl(agree, logic)
punct(agree, ,)
advmod(imagine, especially)
mark(imagine, when)
nsubj(imagine, I)
advcl(agree, imagine)
nsubj(happen, what)
aux(happen, would)
aux(happen, have)
ccomp(imagine, happen)
case(Missy, to)
obl(happen, Missy)
mark(overrun, if)
compound(Knife, old)
nmod:poss(party, Knife)
case(Knife, 's)
amod(party, large)
nsubj(overrun, party)
case(warrior, of)
amod(warrior, screech)
nmod(party, warrior)
aux(overrun, have)
advcl(happen, overrun)
nmod:poss(company, we)
obj(overrun, company)
punct(overrun, .)
case(Sioux, for)
punct(overrun, ,)
case(Sioux, unlike)
det(Sioux, the)
obl(overrun, Sioux)
cc(Crows, and)
det(Crows, the)
conj(Sioux, Crows)
punct(horsem, ,)
det(Aricaras, the)
nsubj(horsem, Aricaras)
cop(horsem, be)
advmod(horsem, not)
amod(horsem, great)
conj(Sioux, horsem)
punct(aggressive, ,)
cc(aggressive, nor)
cop(aggressive, be)
nsubj(aggressive, they)
conj(horsem, aggressive)
case(Blackfeet, like)
det(Blackfeet, the)
compound(Blackfeet, savage)
obl(aggressive, Blackfeet)
punct(find, .)
advmod(rely, more)
case(nation, of)
det(nation, a)
amod(nation, agricultural)
obl(more, nation)
punct(rely, ,)
nsubj(rely, they)
aux(rely, have)
root(ROOT, rely)
case(warrior, on)
nmod:poss(warrior, they)
obl(rely, warrior)
cc:preconj(defense, only)
case(defense, for)
obl(rely, defense)
cc(survival, and)
case(survival, for)
conj(defense, survival)
case(war, in)
det(war, the)
amod(war, endless)
nmod(survival, war)
case(plain, of)
det(plain, the)
nmod(war, plain)
punct(rely, .)
advmod(disgust, still)
punct(disgust, ,)
nsubj(disgust, I)
cop(disgust, be)
root(ROOT, disgust)
case(myself, with)
obl(disgust, myself)
mark(agree, for)
advcl(disgust, agree)
case(method, with)
nmod:poss(method, Montero)
case(Montero, 's)
obl(agree, method)
punct(disgust, .)
advmod(tell, surprisingly)
punct(tell, ,)
nsubj(tell, he)
aux(tell, have)
root(ROOT, tell)
det(other, the)
obj(tell, other)
obj(do, what)
nsubj(do, he)
aux(do, have)
acl:relcl(other, do)
punct(tell, .)
case(moment, in)
det(moment, the)
amod(moment, brief)
obl(have, moment)
nsubj(have, I)
root(ROOT, have)
mark(talk, to)
xcomp(have, talk)
case(they, to)
obl(talk, they)
mark(take, before)
nsubj(take, I)
advcl(talk, take)
nmod:poss(post, my)
obj(take, post)
case(ring, on)
det(ring, the)
obl(take, ring)
case(defense, of)
nmod(ring, defense)
punct(indicate, ,)
nsubj(indicate, I)
parataxis(have, indicate)
nsubj:pass(sicken, I)
aux:pass(sicken, be)
ccomp(indicate, sicken)
case(man, by)
det(man, the)
compound(man, method)
obl(sicken, man)
acl(man, employ)
mark(live, to)
xcomp(employ, live)
cc(trade, and)
conj(live, trade)
case(river, on)
det(river, the)
obl(trade, river)
punct(have, .)
punct(have, ``)
nsubj(think, I)
root(ROOT, think)
nsubj(do, Montero)
ccomp(think, do)
advmod(do, right)
punct(think, '')
punct(think, ,)
nsubj(say, Amy)
ccomp(think, say)
advmod(say, firmly)
punct(think, .)
punct(think, ``)
root(ROOT, let)
det(savage, the)
obj(let, savage)
xcomp(let, kill)
det(other, each)
obj(kill, other)
punct(let, .)
obj(care, what)
aux(care, do)
nsubj(care, we)
root(ROOT, care)
punct(care, '')
punct(care, ?)
punct(care, ?)
nsubj(bitter, reverend)
flat(reverend, Jason)
cop(bitter, be)
advmod(bitter, understandably)
root(ROOT, bitter)
punct(bitter, .)
punct(bitter, ``)
nsubj(thing, it)
cop(thing, be)
det(thing, a)
amod(thing, terrible)
root(ROOT, thing)
mark(do, to)
acl(thing, do)
punct(thing, .)
det(child, those)
amod(child, little)
root(ROOT, child)
punct(child, .)
punct(child, '')
cc(reply, but)
nsubj(reply, Oso)
root(ROOT, reply)
advmod(reply, calmly)
punct(reply, ,)
punct(reply, ``)
nsubj(easy, trouble)
cop(easy, be)
advmod(easy, not)
root(ROOT, easy)
mark(dodge, to)
xcomp(easy, dodge)
compound:prt(dodge, out)
case(country, in)
det(country, this)
obl(dodge, country)
punct(dodge, ,)
parataxis(dodge, rev'rend)
punct(rev'rend, '')
punct(easy, .)
nummod(Gray, 28)
punct(28, .)
compound(Gray, attack)
parataxis(easy, Gray)
nsubj(attack, eye)
root(ROOT, attack)
nmod:poss(camp, we)
obj(attack, camp)
advmod(stitch, just)
mark(stitch, as)
det(thread, the)
amod(thread, first)
compound(thread, pink)
nsubj(stitch, thread)
advcl(attack, stitch)
advmod(stitch, together)
det(hill, the)
obj(stitch, hill)
cc(sky, and)
det(sky, the)
conj(hill, sky)
punct(attack, .)
nmod:poss(camp, we)
nsubj(center, camp)
cop(center, be)
case(center, in)
det(center, the)
root(ROOT, center)
case(valley, of)
det(valley, a)
amod(valley, wide)
nmod(center, valley)
punct(center, .)
nsubj(set, Montero)
aux(set, have)
parataxis(center, set)
compound:prt(set, up)
det(position, a)
amod(position, strong)
obj(set, position)
punct(set, ,)
advcl(set, use)
det(bale, every)
obj(use, bale)
cc(box, and)
conj(bale, box)
nsubj(have, we)
acl:relcl(bale, have)
case(addition, in)
obl(have, addition)
case(barricade, to)
nmod(addition, barricade)
case(log, of)
nmod(barricade, log)
cc(brush, and)
conj(log, brush)
punct(center, .)
nsubj(order, he)
aux(order, have)
root(ROOT, order)
det(pony, the)
obj(order, pony)
acl(pony, bring)
case(circle, inside)
det(circle, the)
amod(circle, fortify)
obl(bring, circle)
cc(assign, and)
aux(assign, have)
conj(order, assign)
obj(assign, Pierre)
cc(band, and)
det(band, a)
conj(Pierre, band)
case(pick, of)
nmod(band, pick)
acl:relcl(band, engage)
det(job, the)
obj(engage, job)
mark(try, of)
acl(job, try)
mark(keep, to)
xcomp(try, keep)
obj(keep, they)
advmod(keep, steady)
case(fire, under)
obl(keep, fire)
punct(order, .)
det(herd, the)
compound(herd, pony)
nsubj(flaw, herd)
cop(flaw, be)
det(flaw, the)
nummod(flaw, one)
root(ROOT, flaw)
case(defense, in)
nmod:poss(defense, we)
nmod(flaw, defense)
punct(flaw, ;)
punct(flaw, ;)
det(Rees, the)
nsubj(try, Rees)
advmod(try, undoubtedly)
aux(try, would)
parataxis(flaw, try)
mark(cut, to)
xcomp(try, cut)
compound:prt(cut, down)
advmod(many, as)
obj(cut, many)
case(animal, of)
det(animal, the)
obl(many, animal)
mark(possible, as)
advcl(as, possible)
punct(flaw, .)
advmod(buck, wildly)
csubj(make, buck)
obj(buck, horse)
aux(make, would)
root(ROOT, make)
det(position, the)
obj(make, position)
xcomp(make, difficult)
mark(defend, to)
ccomp(difficult, defend)
mark(charge, against)
advcl(defend, charge)
obj(charge, warrior)
punct(make, .)
det(cook, the)
nsubj(prepare, cook)
aux(prepare, have)
root(ROOT, prepare)
obj(prepare, one)
case(meal, of)
det(meal, the)
amod(meal, best)
nmod(one, meal)
nsubj(have, we)
aux(have, would)
acl:relcl(meal, have)
case(time, in)
det(time, a)
amod(time, long)
obl(have, time)
punct(bake, ,)
cc(bake, and)
case(order, on)
nmod:poss(order, Montero)
case(Montero, 's)
nsubj(bake, order)
aux(bake, have)
conj(prepare, bake)
amod(bread, enough)
obj(bake, bread)
mark(last, to)
advcl(bake, last)
det(day, the)
obl:tmod(last, day)
punct(prepare, .)
nsubj:pass(fill, bucket)
aux:pass(fill, be)
root(ROOT, fill)
punct(feed, ,)
det(herd, the)
nsubj(feed, herd)
parataxis(fill, feed)
cc(water, and)
conj(feed, water)
punct(fill, .)
det(part, the)
amod(part, worst)
nsubj(waiting, part)
aux(waiting, have)
cop(waiting, be)
det(waiting, the)
root(ROOT, waiting)
punct(waiting, ;)
punct(waiting, ;)
mark(expect, although)
nsubj(expect, we)
aux(expect, do)
advmod(expect, not)
advcl(seem, expect)
det(attack, the)
obj(expect, attack)
case(dawn, before)
obl(expect, dawn)
punct(seem, ,)
det(night, the)
amod(night, long)
amod(night, cloudy)
nsubj(seem, night)
punct(night, ,)
acl(night, fill)
case(sound, with)
det(sound, the)
obl(fill, sound)
case(insect, of)
det(insect, the)
amod(insect, industrious)
nmod(sound, insect)
punct(seem, ,)
conj(waiting, seem)
xcomp(seem, endless)
punct(waiting, .)
compound(wolf, Coyotes)
cc(hunt, and)
conj(Coyotes, hunt)
nsubj(sound, wolf)
root(ROOT, sound)
mark(signal, like)
advcl(sound, signal)
amod(scout, indian)
obj(signal, scout)
punct(make, ,)
det(whinny, the)
nsubj(make, whinny)
case(pony, of)
det(pony, a)
amod(pony, restless)
nmod(whinny, pony)
conj(sound, make)
nmod:poss(crawl, one)
case(one, 's)
compound(crawl, skin)
obj(make, crawl)
punct(sound, .)
nsubj(sleep, Oso)
root(ROOT, sleep)
advmod(sleep, unconcernedly)
punct(sleep, ,)
nmod:poss(rifle, he)
nsubj(cradle, rifle)
parataxis(sleep, cradle)
case(arm, in)
nmod:poss(arm, he)
obl(cradle, arm)
punct(sleep, ;)
punct(sleep, ;)
nsubj(catch, I)
aux(catch, do)
advmod(catch, not)
parataxis(sleep, catch)
det(wink, a)
obj(catch, wink)
punct(sleep, .)
det(time, every)
obl:tmod(see, time)
nsubj(close, I)
acl:relcl(time, close)
nmod:poss(eye, my)
obj(close, eye)
punct(see, ,)
nsubj(see, I)
root(ROOT, see)
compound(eye, Gray)
obj(see, eye)
xcomp(see, rush)
case(I, at)
obl(rush, I)
case(knife, with)
det(knife, a)
obl(rush, knife)
punct(see, .)
nsubj(relief, it)
cop(relief, be)
det(relief, a)
root(ROOT, relief)
mark(come, when)
nsubj(come, they)
advmod(come, finally)
advcl(relief, come)
punct(relief, .)
nsubj(pour, they)
root(ROOT, pour)
case(opening, through)
det(opening, the)
obl(pour, opening)
case(valley, in)
det(valley, the)
obl(pour, valley)
punct(spread, ,)
advmod(spread, then)
conj(pour, spread)
compound:prt(spread, out)
case(line, in)
det(line, a)
amod(line, long)
obl(spread, line)
mark(come, to)
advcl(spread, come)
case(we, at)
obl(come, we)
punct(brandish, ,)
conj(come, brandish)
nmod:poss(lance, they)
obj(brandish, lance)
cc(fill, and)
conj(brandish, fill)
det(morning, the)
obl:tmod(fill, morning)
case(cry, with)
nmod:poss(cry, they)
compound(chill, spine)
punct(chill, -)
amod(cry, chill)
compound(cry, scalp)
obl(fill, cry)
punct(pour, .)
punct(pour, ``)
root(ROOT, Oso)
punct(Oso, '')
punct(Oso, ,)
nsubj(call, Montero)
parataxis(Oso, call)
punct(Oso, ``)
nsubj(get, I)
aux(get, will)
root(ROOT, get)
compound(eye, Gray)
obj(get, eye)
punct(get, '')
punct(get, .)
punct(get, ``)
nsubj(pleasure, that)
aux(pleasure, will)
cop(pleasure, be)
det(pleasure, a)
root(ROOT, pleasure)
mark(see, to)
csubj(pleasure, see)
punct(pleasure, '')
punct(pleasure, ,)
det(black, the)
amod(black, big)
nsubj(murmure, black)
parataxis(pleasure, murmure)
mark(stare, as)
nsubj(stare, he)
advcl(murmure, stare)
case(barrel, down)
det(barrel, the)
obl(stare, barrel)
case(rifle, of)
nmod:poss(rifle, he)
nmod(barrel, rifle)
punct(pleasure, .)
punct(pleasure, ``)
root(ROOT, hold)
nmod:poss(fire, you)
obj(hold, fire)
punct(hold, '')
punct(hold, ,)
nsubj(shout, Montero)
aux(shout, be)
parataxis(hold, shout)
punct(hold, .)
punct(hold, ``)
root(ROOT, wait)
case(shot, until)
nmod:poss(shot, my)
obl(wait, shot)
punct(wait, . )
nsubj(shoot, I)
aux(shoot, will)
root(ROOT, shoot)
det(man, the)
amod(man, first)
obj(shoot, man)
nsubj(do, who)
acl:relcl(man, do)
advmod(do, not)
punct(do, '')
punct(shoot, . )
nsubj(see, I)
aux(see, could)
root(ROOT, see)
obj(see, they)
case(sight, in)
nmod:poss(sight, my)
obl(see, sight)
punct(see, .)
nsubj(off, they)
cop(off, be)
advmod(mile, about)
det(mile, a)
obl:npmod(off, mile)
root(ROOT, off)
punct(off, ;)
punct(off, ;)
case(I, under)
obl(quiver, I)
det(ground, the)
nsubj(quiver, ground)
parataxis(off, quiver)
advmod(quiver, slightly)
punct(off, .)
case(first, at)
obl(feather, first)
nsubj(feather, they)
cop(feather, be)
advmod(feather, only)
root(ROOT, feather)
cc(face, and)
amod(face, dark)
amod(face, indistinguishable)
conj(feather, face)
cc(body, and)
conj(face, body)
punct(feather, ,)
conj(feather, hunch)
case(head, over)
nmod:poss(horse, they)
nmod:poss(head, horse)
case(horse, 's)
obl(hunch, head)
punct(feather, .)
advmod(emerge, gradually)
nsubj(emerge, they)
root(ROOT, emerge)
case(man, as)
obl(emerge, man)
punct(emerge, .)
compound(eye, Gray)
nsubj(lead, eye)
cop(lead, be)
case(lead, in)
det(lead, the)
root(ROOT, lead)
punct(lead, .)
nmod:poss(face, he)
nsubj:pass(split, face)
aux:pass(split, be)
root(ROOT, split)
case(streak, by)
det(streak, a)
amod(streak, vermilion)
obl(split, streak)
punct(split, ,)
nmod:poss(eye, he)
nsubj(pool, eye)
cop(pool, be)
parataxis(split, pool)
case(white, of)
nmod(pool, white)
punct(pool, ;)
punct(pool, ;)
amod(red, jag)
amod(symbol, red)
cc(black, and)
conj(red, black)
compound(symbol, medicine)
nsubj(cover, symbol)
parataxis(split, cover)
nmod:poss(chest, he)
obj(cover, chest)
punct(split, .)
nsubj(naked, he)
cop(naked, be)
root(ROOT, naked)
case(clout, except)
case(clout, for)
det(clout, a)
obl(naked, clout)
punct(naked, .)
advmod(boy, next)
case(he, to)
obl(next, he)
cop(boy, be)
det(boy, a)
amod(boy, young)
root(ROOT, boy)
nsubj(sure, I)
cop(sure, be)
acl:relcl(boy, sure)
aux(sit, have)
ccomp(sure, sit)
case(I, near)
obl(sit, I)
case(one, at)
obl(sit, one)
case(session, of)
det(session, the)
compound(session, trading)
nmod(one, session)
punct(boy, .)
nmod:poss(mouth, he)
nsubj(open, mouth)
cop(open, be)
root(ROOT, open)
punct(open, ,)
nmod:poss(neck, he)
nsubj(corded, neck)
parataxis(open, corded)
case(strain, with)
det(strain, the)
obl(corded, strain)
case(scream, of)
nmod:poss(scream, he)
nmod(strain, scream)
punct(open, . )
nsubj(find, I)
root(ROOT, find)
nmod:poss(chest, he)
obj(find, chest)
case(sight, in)
nmod:poss(sight, my)
obl(find, sight)
punct(find, .)
nsubj(have, it)
root(ROOT, have)
det(circle, a)
amod(circle, red)
obj(have, circle)
punct(have, .)
det(circle, the)
nsubj(come, circle)
root(ROOT, come)
advmod(come, nearer)
cc(nearer, and)
conj(nearer, nearer)
punct(come, .)
nmod:poss(God, my)
ccomp(think, God)
punct(think, ,)
advmod(long, how)
